OA11CD,English is main language,Can speak English well or very well,Cannot speak English well or at all
E00016403,70.57057057057057,24.324324324324323,5.105105105105105
E00016437,77.51479289940828,17.357001972386588,5.128205128205128
E00016439,74.56647398843931,21.09826589595376,4.335260115606937
E00016442,78.52760736196319,17.484662576687118,3.9877300613496933
E00016399,80.63063063063063,13.73873873873874,5.63063063063063
E00016401,70.88607594936708,24.050632911392405,5.063291139240507
E00016406,85.9375,12.1875,1.875
E00016435,76.76767676767676,16.666666666666668,6.565656565656566
E00016395,76.78571428571429,20.357142857142858,2.857142857142857
E00016404,63.687150837988824,32.68156424581006,3.6312849162011176
E00016405,60.738255033557046,35.23489932885906,4.026845637583893
E00016408,71.32867132867133,25.874125874125873,2.797202797202797
E00016410,71.11801242236025,23.29192546583851,5.590062111801243
E00016438,49.78540772532189,46.3519313304721,3.8626609442060085
E00016398,84.33734939759036,12.85140562248996,2.8112449799196786
E00016431,80.68669527896996,18.025751072961373,1.2875536480686696
E00016432,75.44378698224853,18.63905325443787,5.9171597633136095
E00016434,74.23469387755102,18.877551020408163,6.887755102040816
E00173943,79.93827160493827,17.28395061728395,2.7777777777777777
E00173946,63.75,35.3125,0.9375
E00016397,67.31182795698925,30.322580645161292,2.365591397849462
E00016433,78.57142857142857,19.387755102040817,2.0408163265306123
E00016436,74.61139896373057,21.761658031088082,3.626943005181347
E00016440,75.87301587301587,21.26984126984127,2.8571428571428568
E00016441,79.09738717339667,17.81472684085511,3.0878859857482186
E00016412,72.7810650887574,20.11834319526627,7.100591715976332
E00016414,75.0,19.51219512195122,5.487804878048781
E00016418,81.23393316195373,14.910025706940873,3.8560411311053984
E00016422,78.37837837837837,13.213213213213212,8.408408408408409
E00016402,72.47386759581882,24.390243902439025,3.1358885017421603
E00016407,68.57142857142857,28.57142857142857,2.857142857142857
E00016409,72.14484679665738,20.61281337047354,7.242339832869081
E00016411,72.72727272727273,24.147727272727273,3.125
E00016413,76.10921501706484,17.406143344709896,6.484641638225256
E00016415,77.98165137614679,16.819571865443425,5.198776758409786
E00016416,74.59677419354838,17.338709677419352,8.064516129032258
E00016419,78.22349570200574,16.6189111747851,5.157593123209169
E00016420,74.22360248447205,16.459627329192546,9.316770186335402
E00173947,72.97297297297297,18.58108108108108,8.445945945945947
E00173948,58.38150289017341,34.39306358381503,7.225433526011561
E00016417,76.99115044247787,14.15929203539823,8.849557522123893
E00016421,65.48042704626334,25.622775800711743,8.896797153024911
E00016423,70.67448680351906,19.64809384164223,9.67741935483871
E00016424,78.81944444444444,12.152777777777779,9.027777777777779
E00016427,73.87387387387388,18.46846846846847,7.657657657657658
E00016396,84.765625,9.765625,5.46875
E00016426,70.94594594594595,22.2972972972973,6.756756756756756
E00016428,70.06172839506173,25.0,4.938271604938271
E00016429,89.91935483870968,7.661290322580646,2.419354838709677
E00016430,76.953125,15.234375,7.8125
E00016680,64.70588235294117,31.372549019607842,3.9215686274509802
E00016716,69.6113074204947,27.915194346289752,2.4734982332155475
E00016717,62.35294117647059,34.11764705882353,3.5294117647058822
E00016719,84.81012658227849,11.39240506329114,3.7974683544303796
E00016720,67.9054054054054,27.027027027027025,5.0675675675675675
E00016725,60.55045871559633,37.1559633027523,2.293577981651376
E00016706,71.42857142857143,25.541125541125542,3.0303030303030303
E00016708,80.8955223880597,14.626865671641792,4.477611940298507
E00016709,79.3010752688172,17.741935483870968,2.956989247311828
E00016714,74.20494699646643,22.26148409893993,3.5335689045936394
E00016715,86.52037617554859,11.285266457680251,2.19435736677116
E00016675,58.71559633027523,36.69724770642202,4.587155963302752
E00016677,69.07630522088354,27.710843373493976,3.21285140562249
E00016683,69.55017301038062,28.37370242214533,2.0761245674740483
E00016697,78.44827586206897,16.95402298850575,4.597701149425287
E00173940,86.47058823529412,10.294117647058822,3.235294117647059
E00173949,68.98395721925134,25.93582887700535,5.080213903743315
E00016684,69.54545454545455,24.09090909090909,6.363636363636363
E00016687,74.70588235294117,20.58823529411765,4.705882352941176
E00016694,75.47169811320755,18.238993710691823,6.289308176100628
E00016718,79.67479674796748,13.821138211382113,6.504065040650406
E00016721,78.87931034482759,16.379310344827587,4.741379310344828
E00016723,75.29411764705883,18.823529411764707,5.88235294117647
E00016679,88.06451612903226,6.774193548387096,5.161290322580645
