OA11CD,Total,English,Welsh/Cymraeg (in England only),Other UK language: Total,Other UK language: Gaelic (Irish),Other UK language: Gaelic (Scottish),Other UK language: Manx Gaelic,Other UK language: Gaelic (Not otherwise specified),Other UK language: Cornish,Other UK language: Scots,Other UK language: Gypsy/Traveller languages,French,Portuguese,Spanish,Other European Language (EU): Total,Other European Language (EU): Italian,Other European Language (EU): German,Other European Language (EU): Polish,Other European Language (EU): Slovak,Other European Language (EU): Czech,Other European Language (EU): Romanian,Other European Language (EU): Lithuanian,Other European Language (EU): Latvian,Other European Language (EU): Hungarian,Other European Language (EU): Bulgarian,Other European Language (EU): Greek,Other European Language (EU): Dutch,Other European Language (EU): Swedish,Other European Language (EU): Danish,Other European Language (EU): Finnish,Other European Language (EU): Estonian,Other European Language (EU): Slovenian,Other European Language (EU): Maltese,Other European Language (EU): Any other European Language (EU),Other European Language (non EU): Total,Other European Language (non EU): Albanian,Other European Language (non EU): Serbian/Croatian/Bosnian,Other European Language (non EU): Ukrainian,Other European Language (non EU): Any other Eastern European Language (non EU),Other European Language (non EU): Northern European Language (non EU),Other European Language (non-national): Total,Other European Language (non-national): Romani language (any),Other European Language (non-national): Yiddish,Russian,Turkish,Arabic,West/Central Asian Language: Total,West/Central Asian Language: Hebrew,West/Central Asian Language: Kurdish,West/Central Asian Language: Persian/Farsi,West/Central Asian Language: Pashto,West/Central Asian Language: West/Central Asian Language (all other),South Asian Language: Total,South Asian Language: Urdu,South Asian Language: Hindi,South Asian Language: Panjabi,South Asian Language: Pakistani Pahari (with Mirpuri and Potwari),South Asian Language: Bengali (with Sylheti and Chatgaya),South Asian Language: Gujarati,South Asian Language: Marathi,South Asian Language: Telugu,South Asian Language: Tamil,South Asian Language: Malayalam,South Asian Language: Sinhala,South Asian Language: Nepalese,South Asian Language: South Asian Language (all other),East Asian Language: Total,East Asian Language: Mandarin Chinese,East Asian Language: Cantonese Chinese,East Asian Language: All other Chinese,East Asian Language: Japanese,East Asian Language: Korean,East Asian Language: Vietnamese,East Asian Language: Thai,East Asian Language: Malay,East Asian Language: Tagalog/Filipino,East Asian Language: East Asian Language (all other),Oceanic/Australian language (any),North/South American language (any),Caribbean Creole: Total,Caribbean Creole: Caribbean Creole (English-based),Caribbean Creole: Caribbean Creole (all other),African Language: Total,African Language: Amharic,African Language: Tigrinya,African Language: Somali,African Language: Krio,African Language: Akan,African Language: Yoruba,African Language: Igbo,African Language: Swahili/Kiswahili,African Language: Luganda,African Language: Lingala,African Language: Shona,African Language: Afrikaans,African Language: Any other Nigerian language,African Language: West African language (all other),African Language: African language (all other),Other Languages: Total,Other Languages: All other languages,Sign Language: Total,Sign Language: British sign language,Sign Language: Sign Language (all other),Sign Language: Any Sign Communication System
E00174027,152,115,0,0,0,0,0,0,0,0,0,6,2,3,9,3,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,1,8,3,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00016178,252,221,0,0,0,0,0,0,0,0,0,4,3,2,6,1,0,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,2,0,0,0,1,0,0,0,2,4,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00016179,273,243,0,0,0,0,0,0,0,0,0,2,1,1,7,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,4,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0
E00016180,245,229,0,0,0,0,0,0,0,0,0,4,1,2,4,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00016187,337,315,1,0,0,0,0,0,0,0,0,1,2,1,7,1,3,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
E00016189,284,272,0,0,0,0,0,0,0,0,0,2,0,1,8,0,1,0,1,0,0,0,0,1,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00016166,178,165,0,0,0,0,0,0,0,0,0,1,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00016167,281,260,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
E00016171,291,246,0,0,0,0,0,0,0,0,0,0,2,3,12,1,6,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,3,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,11,0,7,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00016174,234,217,0,0,0,0,0,0,0,0,0,3,0,3,7,1,3,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00016204,259,233,0,0,0,0,0,0,0,0,0,2,0,3,6,2,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,5,4,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
E00016206,251,233,0,0,0,0,0,0,0,0,0,0,0,2,8,1,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00016160,284,251,0,0,0,0,0,0,0,0,0,5,3,6,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,2,10,3,1,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
E00016183,247,219,0,0,0,0,0,0,0,0,0,0,1,3,10,4,0,1,0,0,1,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
E00016185,221,202,0,0,0,0,0,0,0,0,0,2,6,3,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00016191,240,227,0,0,0,0,0,0,0,0,0,3,0,1,4,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00016195,243,224,0,0,0,0,0,0,0,0,0,3,0,1,12,2,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00016197,255,192,0,0,0,0,0,0,0,0,0,17,0,10,20,6,0,5,1,0,0,0,1,0,2,0,0,1,2,1,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,2,0,0,0,0,0,6,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,4,0,0,0,0
E00016161,320,285,0,0,0,0,0,0,0,0,0,1,2,5,18,3,2,5,0,1,0,2,0,0,2,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
E00016190,234,200,0,0,0,0,0,0,0,0,0,6,1,5,7,1,0,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
E00016192,294,230,0,0,0,0,0,0,0,0,0,1,1,0,30,5,9,5,0,1,5,0,3,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4,1,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,6,0,0,3,0,8,0,1,4,0,1,0,0,0,2,0,0,0,0,0,0,7,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,1,1,0,0,0,0
E00016193,235,170,0,0,0,0,0,0,0,0,0,10,3,2,14,1,4,4,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,3,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,2,0,0,1,0,0,0,4,0,0,0,1,17,3,1,10,1,0,0,0,1,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
E00016194,246,195,0,0,0,0,0,0,0,0,0,6,3,2,19,1,2,10,0,0,1,0,0,0,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,2,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,3,0,0,0,2,0,0,1,0,0,0,0,0,0,0
E00016196,359,316,0,0,0,0,0,0,0,0,0,6,0,5,11,0,1,8,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5,3,2,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,6,0,0,0,0,4,0,0,0,2,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00016905,286,253,0,0,0,0,0,0,0,0,0,5,1,1,6,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,2,0,0,0,0,5,1,1,0,0,1,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
E00016907,303,271,0,0,0,0,0,0,0,0,0,3,2,1,6,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,10,2,0,0,0,4,0,0,0,4,0,0,0,0,4,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00016908,215,187,0,0,0,0,0,0,0,0,0,4,0,2,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,7,0,3,0,0,0,0,0,0,4,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
E00016910,298,231,0,0,0,0,0,0,0,0,0,17,3,9,7,0,0,1,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,0,1,1,0,0,5,0,0,0,0,0,4,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,4,0,0,0,3,4,2,3,0,1,0,0,1,0,0,0,0,0,0,0,0
E00016912,211,179,0,0,0,0,0,0,0,0,0,4,2,6,4,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
E00016909,376,285,0,0,0,0,0,0,0,0,0,6,1,2,54,0,0,23,0,0,0,30,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,1,0,6,0,1,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,12,0,0,0,0,3,4,0,0,0,1,1,0,1,0,2,0,0,0,0,0,0
E00016911,414,324,0,0,0,0,0,0,0,0,0,4,5,5,31,4,0,12,0,0,0,14,0,0,0,0,0,0,0,1,0,0,0,0,3,1,2,0,0,0,0,0,0,1,6,0,10,0,0,10,0,0,6,2,0,0,0,0,0,0,0,4,0,0,0,0,5,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,13,2,1,1,0,1,2,1,1,0,2,0,0,0,2,0,1,1,0,0,0,0
E00016913,426,349,0,0,0,0,0,0,0,0,0,6,1,5,20,0,2,0,0,0,3,14,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,2,0,7,0,0,7,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,19,0,7,6,0,0,5,1,0,0,0,0,0,0,0,0,13,0,0,1,0,1,5,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0
E00016914,308,255,1,0,0,0,0,0,0,0,0,2,2,3,14,0,1,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,3,0,0,7,0,0,1,0,0,2,0,0,4,0,0,0,0,0,0,9,0,0,1,2,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
E00016896,283,234,0,0,0,0,0,0,0,0,0,1,2,3,34,3,1,15,0,1,0,1,0,1,0,9,0,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,3,0,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00016898,266,226,0,0,0,0,0,0,0,0,0,2,6,3,11,4,0,2,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,1,1,0,0,0,0,0,0,0,3,0,0,1,0,0,0,1,0,6,0,0,0,0,0,0,0,0,1,0,0,5,0,5,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00016900,308,273,0,0,0,0,0,0,0,0,0,3,4,0,18,10,3,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,2,0,0,0,2,0,1,1,0,1,0,0,0,1,0,0,1
E00016901,189,159,0,0,0,0,0,0,0,0,0,4,1,2,10,6,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,1,0,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00016904,241,189,0,0,0,0,0,0,0,0,0,5,1,4,31,2,1,22,3,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0
E00016906,243,190,0,0,0,0,0,0,0,0,0,4,1,4,18,2,0,9,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,0,0,3,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,15,0,0,1,0,0,3,0,0,0,0,0,0,11,0,0,1,1,0,0,0,0
E00016883,342,290,0,0,0,0,0,0,0,0,0,13,1,4,14,5,1,2,0,0,0,0,0,1,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,11,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
E00016888,312,267,0,0,0,0,0,0,0,0,0,6,0,2,12,1,1,5,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,1,1,3,1,2,0,0,0,4,0,0,3,0,0,0,0,0,1,0,0,0,0,7,0,2,1,0,2,2,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0
E00016891,378,323,0,0,0,0,0,0,0,0,0,4,2,0,22,5,6,5,0,0,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,10,0,0,9,0,1,9,0,1,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,3,0,1,0,0,0,1,1,0,0
E00016892,294,254,0,0,0,0,0,0,0,0,0,5,4,3,15,2,5,3,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,3,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
E00016894,346,307,0,0,0,0,0,0,0,0,0,0,0,1,21,3,11,0,0,0,0,0,0,0,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
E00016880,330,283,0,0,0,0,0,0,0,0,0,4,3,5,12,3,3,0,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,1,4,2,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,8,1,0,1,0,0,2,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0
E00016897,389,308,0,0,0,0,0,0,0,0,0,7,6,1,29,12,3,7,1,0,1,3,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,2,3,2,0,0,0,0,0,0,11,5,0,0,0,0,0,0,2,4,0,0,0,0,7,2,0,2,1,1,1,0,0,0,0,0,0,0,0,0,12,0,0,6,0,0,1,0,1,0,1,0,0,0,1,2,0,0,0,0,0,0
E00016899,288,211,0,0,0,0,0,0,0,0,0,10,2,3,31,6,3,15,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,2,5,0,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,7,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,1,0,0,0,0
E00016902,294,233,0,0,0,0,0,0,0,0,0,8,0,1,22,4,2,4,0,0,0,1,0,0,0,2,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,3,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,10,0,0,2,0,1,1,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0
E00016903,326,271,0,0,0,0,0,0,0,0,0,8,1,4,23,4,1,6,2,0,1,0,0,5,0,0,0,2,0,1,0,0,0,1,5,4,1,0,0,0,0,0,0,0,1,2,5,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
E00016564,329,264,0,0,0,0,0,0,0,0,0,2,5,9,12,4,0,5,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17,2,0,0,0,0,0,0,0,14,0,1,0,0,12,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0,1,0,0,1
E00016567,203,134,0,2,0,0,0,0,0,2,0,4,2,0,29,0,0,2,0,0,0,0,0,0,24,1,2,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,2,12,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
E00016569,303,236,0,0,0,0,0,0,0,0,0,2,2,3,34,3,0,15,0,0,0,3,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,13,1,0,0,0,0,2,1,0,8,0,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0
E00016571,300,241,0,0,0,0,0,0,0,0,0,2,3,2,9,3,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,0,1,1,0,26,0,0,0,0,0,0,0,0,26,0,0,0,0,7,0,1,4,0,0,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00173700,389,237,0,0,0,0,0,0,0,0,0,24,0,3,84,3,0,69,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,1,2,2,0,0,0,0,2,3,0,0,0,0,1,0,0,0,0,1,0,1,0,3,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,25,0,0,0,0,0,0,0,2,12,0,0,0,10,1,0,0,0,0,0,0,0
E00173702,413,246,0,0,0,0,0,0,0,0,0,26,2,1,100,0,1,86,0,0,0,2,0,1,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,2,0,0,0,2,0,0,0,8,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,13,0,0,0,11,0,0,0,0,0,0,0,0
E00016558,236,204,0,0,0,0,0,0,0,0,0,7,1,4,6,1,0,2,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,6,2,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
E00016561,260,229,0,0,0,0,0,0,0,0,0,1,0,0,15,4,0,6,0,0,0,0,0,1,0,2,0,2,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
E00016566,274,245,0,0,0,0,0,0,0,0,0,5,0,2,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00016568,299,263,0,0,0,0,0,0,0,0,0,4,2,3,17,3,2,5,0,0,3,0,0,0,1,0,0,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
