OA11CD,United Kingdom,Europe,Africa,Middle East and Asia,The Americas and the Caribbean,Antarctica and Oceania,Other
E00016430,52.67175572519084,7.251908396946565,16.03053435114504,12.595419847328245,11.450381679389313,0.0,0.0
E00016680,49.31506849315068,20.547945205479454,10.502283105022832,14.155251141552512,5.47945205479452,0.0,0.0
E00016716,41.47909967845659,20.90032154340836,28.617363344051448,2.572347266881029,3.8585209003215435,2.2508038585209005,0.3215434083601423
E00016717,38.797814207650276,24.043715846994534,15.846994535519126,7.103825136612022,13.66120218579235,0.546448087431694,0.0
E00016719,53.278688524590166,5.327868852459016,24.59016393442623,4.918032786885246,11.475409836065573,0.4098360655737705,-1.4210854715202004e-14
E00016720,36.28048780487805,22.560975609756095,22.865853658536587,5.7926829268292686,12.195121951219512,0.3048780487804878,-2.842170943040401e-14
E00016725,37.15415019762846,21.73913043478261,30.039525691699605,4.743083003952569,5.138339920948616,1.1857707509881423,1.4210854715202004e-14
E00016706,59.34959349593496,8.94308943089431,16.260162601626018,3.252032520325203,11.788617886178862,0.4065040650406504,0.0
E00016708,64.46991404011462,7.163323782234957,11.174785100286533,3.438395415472779,12.607449856733524,1.146131805157593,0.0
E00016709,64.46700507614213,9.137055837563452,7.868020304568528,8.375634517766498,9.137055837563452,1.015228426395939,0.0
