LSOA11CD,Total,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90+
E01003263,921,13,14,12,8,13,17,13,11,12,6,12,13,7,9,15,11,8,13,9,9,7,8,9,9,12,10,9,10,17,19,10,16,12,10,10,29,18,24,19,26,14,17,11,8,18,17,9,12,13,13,9,11,18,10,16,14,9,12,12,9,17,7,7,9,16,3,4,6,7,1,1,5,5,5,2,4,4,4,4,5,2,5,4,5,4,3,4,1,1,1,14
E01003264,834,11,17,11,17,15,17,8,9,9,10,4,6,5,2,3,11,7,2,9,4,8,6,11,2,9,12,11,9,13,14,11,16,16,15,12,17,16,20,13,10,11,13,15,13,12,5,6,5,13,12,11,12,14,8,14,14,11,17,11,11,13,13,4,6,5,8,10,7,3,2,6,4,3,2,2,8,4,12,8,2,5,4,9,4,3,7,2,6,4,1,21
E01003265,824,12,24,15,15,13,9,8,9,12,6,12,3,8,11,6,6,8,3,12,3,12,5,14,8,9,10,20,13,18,17,15,22,17,15,18,18,20,13,17,12,12,23,19,19,15,10,5,10,3,16,11,9,10,10,14,11,10,13,9,12,10,10,14,7,4,4,1,1,2,2,2,3,5,3,2,1,1,1,1,1,3,3,3,3,0,2,1,1,0,1,3
E01003266,912,14,8,8,14,15,10,7,5,10,10,8,11,8,12,18,10,11,20,9,6,6,14,7,9,11,10,9,8,7,6,7,17,19,15,13,18,10,15,14,8,23,17,19,12,9,11,13,10,14,14,6,13,18,18,20,8,6,14,13,11,14,7,8,8,16,10,17,7,7,9,6,8,8,11,6,3,5,5,3,1,5,8,6,6,3,4,3,2,2,3,5
E01003267,778,14,11,10,11,6,11,7,11,14,8,8,8,12,11,12,10,15,6,6,5,6,9,7,8,9,9,8,12,9,7,4,15,7,11,15,13,13,9,11,7,9,9,17,9,11,9,18,9,15,10,12,8,12,7,13,12,9,11,8,10,16,8,7,8,18,8,6,5,4,4,3,6,5,3,2,11,9,7,2,7,5,5,4,4,1,1,2,1,3,3,7
E01003268,944,7,15,11,8,11,11,9,15,18,9,6,7,10,7,10,13,18,16,14,11,6,4,8,10,12,14,18,14,16,21,21,21,13,14,18,19,22,20,15,25,17,17,16,9,14,22,13,9,21,19,10,10,6,11,10,14,4,15,11,8,11,5,6,6,8,6,13,5,5,6,6,5,8,5,8,2,1,7,1,2,4,3,3,2,0,4,2,0,2,2,13
E01003269,878,13,13,20,17,15,13,8,6,7,11,13,14,7,11,9,5,4,7,8,4,4,5,5,8,12,14,13,10,11,13,12,15,11,18,17,19,12,19,13,12,12,13,15,13,17,22,13,12,18,22,13,5,12,6,16,9,10,6,10,12,12,9,10,9,15,8,12,3,5,10,9,6,6,9,7,6,1,0,2,1,5,5,1,3,1,4,0,0,3,2,10
E01003270,891,12,11,10,5,12,10,15,15,14,6,6,9,17,8,10,10,7,12,6,8,11,8,7,9,12,7,12,14,18,16,16,16,13,5,16,14,13,20,18,12,11,17,13,13,11,15,10,15,10,8,8,14,8,13,13,18,16,15,8,17,9,5,8,12,8,5,20,7,4,11,4,10,7,9,7,4,4,0,7,2,2,3,3,2,1,2,4,3,4,5,6
E01003271,789,6,8,16,6,8,5,12,5,11,6,12,14,6,10,9,8,5,8,5,2,6,5,3,9,7,4,5,8,9,7,8,5,11,12,11,14,9,8,12,14,14,12,9,14,12,16,18,11,12,8,9,11,9,8,17,13,17,17,14,9,9,13,8,12,11,15,9,8,9,11,9,7,7,11,7,5,5,5,5,5,7,2,3,1,2,6,3,4,0,2,9
E01003272,1102,14,11,10,15,12,13,11,10,10,7,7,11,5,11,10,11,4,7,4,7,30,29,37,42,51,32,29,24,31,28,34,25,18,20,22,12,17,22,17,20,15,15,7,12,9,16,13,21,16,18,9,11,10,7,12,7,11,9,6,10,5,6,8,3,6,9,7,7,5,5,6,10,6,5,2,5,2,2,2,3,2,4,5,1,2,3,3,2,0,3,9
E01003273,866,5,13,5,14,7,2,17,8,7,10,11,15,6,9,9,13,14,13,9,9,7,10,6,15,11,7,11,9,10,7,20,21,18,25,25,16,10,15,14,11,18,9,10,8,15,8,5,11,10,8,16,15,14,14,13,13,12,13,8,12,13,6,13,14,6,13,8,16,5,15,2,4,4,4,2,3,6,4,3,2,3,1,2,2,1,1,1,1,0,0,15
E01003274,863,7,6,7,8,11,14,7,8,10,13,11,7,12,6,11,12,5,10,6,4,7,6,11,10,10,21,17,20,31,22,12,14,18,20,12,21,15,24,15,26,11,15,8,9,18,12,9,9,18,11,7,5,9,12,18,11,6,11,9,11,6,7,5,5,3,10,9,6,13,9,2,3,3,2,3,9,6,7,3,3,2,3,3,1,2,1,5,1,2,0,3
E01003275,854,9,7,5,11,8,12,9,7,11,13,6,8,9,9,9,8,8,12,17,8,7,9,10,15,7,13,9,13,8,9,12,9,12,11,10,21,15,19,13,19,17,11,10,8,9,12,6,16,14,16,14,11,11,6,14,15,14,12,15,11,11,6,8,10,11,6,7,5,8,5,5,2,2,7,5,7,5,7,4,4,5,5,0,7,8,5,5,0,7,3,15
E01003276,1075,18,19,25,30,33,9,16,10,17,18,14,9,17,15,13,8,8,10,3,8,8,8,11,14,17,15,14,16,20,20,16,14,12,20,10,11,16,22,19,15,13,22,16,24,14,17,19,21,21,17,15,19,20,17,16,8,17,12,13,8,7,8,7,13,1,8,2,9,5,4,4,4,4,7,4,7,6,3,5,4,6,3,7,7,6,0,2,1,0,1,3
E01003277,880,8,8,12,6,9,7,5,6,10,9,3,9,11,7,5,7,7,10,7,11,7,9,14,19,16,11,16,13,15,15,21,27,23,21,21,21,17,14,12,22,18,16,19,22,23,11,11,18,15,19,19,9,14,15,18,8,6,8,12,9,5,2,3,5,7,8,8,4,6,3,1,6,2,1,1,5,3,4,4,4,3,1,2,2,1,1,2,0,1,2,2
E01003278,1017,14,11,12,11,11,15,9,8,14,9,8,9,14,5,15,8,7,7,7,5,8,14,19,16,25,26,28,29,37,39,23,19,24,21,23,14,20,14,14,14,11,21,12,15,15,15,7,9,14,11,15,15,22,21,10,10,13,11,13,12,6,9,8,8,3,7,3,5,1,7,3,9,3,4,1,2,5,3,0,4,4,1,5,1,3,1,2,0,0,0,11
E01003279,858,13,7,10,8,2,8,9,12,8,9,7,8,14,9,9,7,4,4,4,5,27,14,9,27,37,9,4,7,9,6,13,15,13,16,16,15,14,17,18,10,15,15,11,11,14,14,10,11,17,13,10,13,14,8,3,17,16,16,9,8,10,13,6,11,9,6,7,14,12,1,7,8,10,3,8,4,3,4,2,2,3,4,4,3,1,1,2,0,0,1,1
E01003280,874,11,21,9,13,14,20,10,16,19,7,14,10,15,9,11,7,8,4,7,9,5,8,9,12,13,12,7,5,11,11,13,16,15,29,13,18,10,21,15,13,13,14,11,17,11,9,10,12,9,6,12,9,9,12,13,17,10,13,13,7,10,5,10,14,9,3,5,6,8,2,3,9,3,9,9,4,3,3,4,4,4,1,3,2,1,6,2,1,1,4,9
E01003281,772,11,11,9,9,6,7,10,10,13,4,5,11,12,11,8,6,8,12,6,4,4,2,5,7,4,2,8,13,5,6,6,5,11,8,11,19,16,9,10,14,15,18,14,17,12,13,12,16,17,14,11,13,9,8,12,11,10,9,9,10,9,7,10,10,11,12,14,13,13,6,3,6,6,5,6,4,1,3,4,4,2,6,3,5,5,2,1,3,1,4,5
E01003282,1305,18,16,20,18,18,13,8,11,16,13,11,13,9,14,13,6,9,6,11,5,9,13,10,10,29,26,45,39,43,52,28,38,26,27,33,27,25,25,23,25,36,34,24,20,21,18,15,11,15,16,18,18,17,17,9,18,12,16,14,16,4,3,12,7,8,6,6,7,5,7,5,6,7,12,4,3,3,4,4,3,6,2,3,4,2,1,1,0,1,0,3
E01003283,1071,22,10,16,15,14,8,13,15,14,11,11,7,8,12,9,6,6,8,8,6,5,5,5,11,15,12,10,10,10,14,20,16,21,8,17,21,23,29,17,30,22,20,23,20,20,19,19,17,18,17,12,16,15,17,9,19,21,16,12,13,15,12,8,12,11,11,10,16,6,6,4,5,5,6,4,8,4,5,8,2,7,2,7,5,6,8,3,0,3,1,8
E01003284,917,19,16,15,17,8,13,18,16,14,7,6,5,8,12,7,10,11,4,6,6,7,6,6,14,13,14,8,16,20,16,8,17,17,11,15,18,23,20,12,19,19,24,14,14,17,21,16,14,15,12,10,11,12,6,12,9,17,13,12,11,7,8,7,8,6,9,6,4,5,7,7,5,5,11,6,2,2,3,1,2,4,0,4,3,1,1,2,2,3,0,9
E01003285,989,20,10,6,7,16,14,14,12,10,10,12,13,14,9,12,6,15,8,5,11,8,9,4,8,6,10,13,11,16,12,14,24,21,25,23,17,28,16,17,18,18,16,18,12,17,18,24,22,16,13,12,10,14,12,13,17,9,11,7,8,6,6,8,6,9,8,8,3,10,11,3,7,5,7,4,5,5,5,7,7,6,6,5,4,5,4,2,4,4,1,7
E01003286,906,6,12,8,11,9,9,12,15,12,15,16,21,20,13,13,12,9,15,5,5,2,5,9,11,10,3,6,7,6,16,10,17,19,15,19,13,26,16,10,17,16,13,16,17,8,11,13,10,12,9,22,12,11,9,13,10,16,6,11,11,8,10,10,7,6,8,5,5,3,6,6,4,7,9,9,7,4,7,6,7,6,6,4,4,3,7,2,5,2,5,7
E01003287,1021,20,19,17,19,22,11,20,11,16,14,17,12,10,11,8,5,9,10,7,7,3,5,7,11,3,7,9,10,11,1,15,17,13,14,21,20,16,21,20,24,18,26,27,8,12,24,17,17,18,18,23,13,16,9,4,12,15,17,9,16,13,16,9,12,6,6,12,12,7,9,5,4,3,9,8,11,11,8,5,1,4,1,4,3,1,2,1,0,1,1,4
E01003288,1101,12,7,15,15,9,12,5,8,13,7,11,9,8,11,7,9,12,8,13,5,11,11,11,12,10,20,18,34,35,25,20,26,31,16,20,18,17,16,19,17,17,16,9,10,11,16,22,15,14,9,7,16,8,13,10,14,11,11,9,9,20,15,9,20,6,13,12,12,8,11,8,5,9,4,8,9,5,11,9,3,6,4,7,5,3,10,8,6,7,4,14
E01003290,830,18,8,17,6,9,11,6,8,7,6,6,4,5,5,5,8,3,3,2,4,6,6,9,12,12,22,16,26,26,29,15,19,18,22,20,15,16,12,13,13,19,20,22,19,13,14,16,15,10,9,6,5,9,6,4,7,6,5,11,3,16,13,14,10,6,8,1,7,1,8,3,7,3,6,2,3,2,1,2,4,2,2,2,2,4,0,2,1,2,1,8
E01003291,713,17,9,12,9,12,13,7,11,13,12,8,4,5,8,3,8,6,2,9,5,5,3,5,8,6,13,11,12,14,11,15,11,10,11,16,11,14,15,16,19,12,11,10,7,13,9,8,8,8,5,11,12,11,7,14,10,6,9,8,6,11,7,9,9,4,3,5,5,7,5,4,3,3,1,2,3,2,5,4,6,5,1,0,3,3,1,3,2,2,5,6
E01003292,788,15,16,10,12,11,11,5,8,6,8,7,9,3,3,6,10,9,11,9,3,6,3,8,7,10,7,12,15,23,15,12,18,17,15,16,18,21,17,20,20,13,19,15,15,11,12,12,9,7,8,18,9,7,10,14,11,10,15,11,16,6,10,4,3,4,3,3,2,4,3,3,5,7,5,5,3,1,0,1,2,3,2,3,4,1,2,2,1,1,0,1
E01003293,828,16,13,14,20,13,11,1,4,8,7,5,3,4,4,5,9,9,7,8,12,5,5,7,13,7,11,11,13,11,18,17,12,22,19,17,16,11,13,15,15,18,14,23,16,17,14,13,15,9,7,11,15,18,12,14,12,8,13,10,9,6,11,15,11,7,5,1,3,5,2,1,2,2,5,3,1,3,4,5,1,4,5,1,3,2,4,0,1,3,3,10
E01003295,1007,18,13,14,11,9,15,20,19,22,18,16,11,11,5,8,7,14,13,12,10,8,9,8,7,11,10,10,15,9,9,20,19,19,21,21,23,21,29,19,29,14,18,17,12,8,15,19,10,11,13,10,10,9,7,12,17,18,18,22,9,15,11,12,7,5,4,5,3,7,7,8,5,9,7,8,3,3,3,4,5,1,1,0,2,1,2,3,2,2,5,5
E01003296,3094,46,57,47,39,37,24,30,22,22,29,25,32,17,28,14,17,18,23,18,30,48,54,60,96,113,103,95,130,108,132,103,110,101,93,80,75,91,78,60,41,59,45,44,43,33,25,36,31,20,39,27,35,29,19,16,20,20,15,21,16,10,16,13,12,16,7,5,7,6,4,3,4,7,2,3,4,5,3,4,8,1,4,2,1,1,0,3,1,0,1,2
E01003297,820,12,5,9,9,6,3,5,7,5,8,20,15,21,20,15,9,7,8,6,10,6,16,16,22,17,35,24,24,20,26,23,33,20,23,20,17,18,12,16,8,18,11,12,11,12,20,16,25,6,10,10,7,6,6,7,4,4,4,2,2,1,1,2,2,0,0,1,1,1,2,1,0,1,0,0,1,1,2,0,0,3,3,0,2,0,0,0,0,1,0,5
E01003298,660,7,7,6,4,7,8,9,6,9,5,6,12,6,7,7,12,8,9,9,8,9,8,9,16,20,12,11,12,15,11,9,17,12,11,11,10,6,12,5,9,12,12,10,10,12,11,6,10,11,5,11,12,9,8,6,18,11,11,7,5,7,6,6,7,8,3,3,2,1,1,3,7,3,7,3,1,3,3,2,2,0,0,0,0,1,1,0,1,1,1,3
E01003299,862,18,12,19,10,11,5,9,16,9,9,9,3,6,10,7,9,8,5,13,6,10,10,13,16,20,15,17,21,21,18,18,20,12,15,17,19,15,14,19,14,19,10,17,17,18,12,14,9,6,18,10,12,6,16,12,10,16,7,9,6,11,6,3,2,6,10,4,6,3,1,6,4,4,0,4,6,4,3,4,3,3,2,2,1,0,0,0,0,0,0,2
E01003300,654,7,6,9,10,9,10,9,9,5,7,7,6,7,7,7,6,5,0,8,6,5,6,15,12,16,18,11,9,10,8,9,12,12,17,16,7,7,6,4,10,11,10,12,8,7,12,11,10,9,11,10,11,9,11,6,11,9,11,8,7,6,11,13,5,5,6,8,4,4,1,3,6,2,2,2,3,1,5,2,4,0,3,2,3,2,3,0,1,1,1,1
E01003301,1120,7,8,7,11,10,17,13,11,16,17,5,9,5,5,5,13,14,13,16,29,31,35,43,39,31,43,30,30,36,38,29,25,24,20,21,22,29,18,21,15,26,16,18,9,15,15,11,8,16,14,8,5,6,8,12,6,10,16,16,5,7,3,6,5,9,2,2,2,2,2,3,2,2,3,0,2,1,1,0,0,0,2,2,4,1,1,0,1,2,0,2
E01003302,825,7,10,9,6,9,10,9,14,10,15,9,12,9,13,16,10,5,7,5,5,9,7,11,14,17,23,11,25,19,14,18,21,16,15,20,13,5,16,18,15,15,22,9,12,16,9,10,9,10,10,11,15,5,14,9,13,10,7,13,5,6,6,5,6,7,6,4,6,6,7,2,3,5,2,3,5,3,3,3,2,8,2,1,1,0,0,0,0,0,0,2
E01003303,740,4,9,7,12,3,6,4,4,5,8,6,7,7,10,7,7,7,8,11,23,29,22,22,22,29,29,18,16,13,11,23,19,16,19,12,8,6,7,13,8,8,11,8,8,12,9,10,12,5,10,9,5,7,7,5,9,7,8,7,3,3,2,5,3,1,7,5,4,6,2,3,4,5,2,5,5,4,4,3,0,1,0,0,0,0,2,0,1,1,1,4
E01003304,1071,14,12,14,13,6,8,15,11,12,9,9,11,10,8,7,7,9,5,8,8,8,12,13,17,19,25,22,31,28,25,43,42,43,35,34,24,26,29,19,16,15,21,12,15,12,13,14,13,13,11,13,12,12,10,12,14,6,6,11,11,10,9,6,12,5,6,6,8,3,4,3,1,3,3,6,3,6,4,2,4,2,2,0,0,1,2,1,1,3,0,2
E01003305,1061,7,10,18,12,11,15,24,15,17,13,9,13,10,13,15,14,14,5,16,10,14,17,17,13,29,21,20,19,14,12,20,20,18,22,17,21,15,18,17,23,19,22,19,20,24,8,13,6,19,9,11,11,13,8,9,16,16,13,9,13,9,12,12,10,8,8,4,6,4,5,3,5,5,5,1,4,3,5,3,3,0,2,4,2,3,6,6,2,4,4,7
E01003307,807,15,11,6,14,12,9,11,6,14,9,8,9,11,10,5,5,7,4,7,4,1,2,3,5,6,6,6,12,15,16,15,20,16,11,12,10,24,16,18,15,16,12,14,16,18,9,9,7,12,13,6,13,15,14,13,10,9,13,9,10,12,8,15,10,16,13,10,4,9,3,2,2,6,5,1,5,3,4,4,3,5,3,3,1,3,3,3,2,4,0,1
E01003308,1029,12,10,12,8,11,12,12,14,13,10,9,13,19,18,17,6,12,10,9,4,5,1,13,9,14,10,6,9,12,11,17,17,20,23,19,17,16,22,17,21,25,14,12,19,12,33,28,26,26,31,17,15,9,20,15,11,13,10,11,11,8,8,10,10,6,5,11,7,9,3,2,6,7,14,5,4,2,1,4,2,2,3,3,2,5,2,4,2,4,2,8
E01003309,789,6,13,6,9,6,15,9,8,11,6,8,5,13,11,12,9,9,14,10,10,11,10,12,19,19,11,10,11,15,12,11,12,15,17,9,16,12,16,16,17,7,14,10,12,8,13,11,13,10,18,10,17,11,10,8,11,3,12,8,6,4,1,3,11,2,14,4,5,4,8,4,7,7,3,4,1,3,1,4,1,1,1,2,1,2,3,0,2,0,1,12
E01003310,861,8,8,10,5,7,8,16,13,15,11,13,8,10,8,14,3,3,5,6,3,6,5,9,12,15,11,9,21,13,15,39,30,32,41,27,24,10,16,23,18,23,12,22,10,19,10,8,10,7,10,5,10,7,4,10,16,16,13,8,7,8,5,5,7,0,7,7,3,3,5,3,5,2,3,2,1,0,3,2,1,2,1,0,1,1,4,0,0,1,0,2
E01003311,877,7,15,19,5,13,13,18,23,18,14,21,7,15,3,9,6,5,6,6,8,4,7,6,8,9,7,6,7,12,6,9,11,9,11,12,12,9,23,11,16,16,18,12,14,11,11,14,17,13,12,9,12,11,14,10,15,22,12,10,13,8,8,7,9,13,11,11,7,2,5,9,6,5,8,5,6,10,4,6,5,5,6,3,5,4,1,3,2,0,1,10
E01003312,900,7,13,13,16,13,19,10,7,11,14,9,9,8,6,13,7,9,12,5,5,12,13,16,8,18,10,8,10,11,7,10,21,19,21,18,15,14,20,14,13,12,19,11,12,10,18,13,14,12,7,19,14,16,9,17,10,10,9,16,7,9,9,4,10,9,8,7,14,7,5,9,8,4,3,4,5,4,5,2,1,6,6,9,0,4,2,1,0,0,0,6
E01003313,728,11,14,8,11,10,9,8,6,9,10,7,9,13,21,7,6,10,5,8,5,3,8,5,10,8,8,13,8,14,8,8,13,14,16,13,24,19,23,22,14,10,14,9,9,7,12,9,10,10,6,8,12,7,6,6,12,18,9,22,6,10,7,5,9,9,3,1,8,3,2,3,3,0,3,1,3,2,3,2,2,1,1,0,0,0,0,0,0,2,0,5
E01003314,909,10,14,12,18,16,15,13,15,11,7,15,7,13,9,8,7,14,3,6,7,2,6,8,9,5,8,5,12,9,14,21,27,14,20,29,26,22,20,24,33,14,29,24,15,18,13,19,11,20,10,8,7,7,12,9,8,15,6,11,9,15,8,5,9,4,5,4,2,5,8,2,8,6,5,1,0,3,1,2,2,0,0,3,1,0,3,1,1,0,1,5
E01003315,706,12,5,14,4,5,12,16,13,17,8,10,6,9,5,5,5,2,1,2,1,5,3,6,9,7,14,12,15,19,17,19,20,20,21,19,16,13,19,18,15,9,7,8,12,8,13,19,6,16,12,10,11,3,9,3,3,7,9,9,5,4,2,3,3,6,7,4,5,3,6,4,2,1,5,1,5,2,1,2,4,4,2,4,3,3,0,0,0,0,0,2
E01003316,766,12,8,14,14,9,11,8,13,14,5,4,9,7,5,7,8,7,5,3,5,3,4,9,8,7,6,9,8,14,10,16,17,23,11,17,24,16,17,21,12,22,9,15,15,8,10,7,15,10,8,11,15,10,9,9,10,8,13,8,5,9,11,7,6,4,6,8,6,9,3,4,3,4,5,5,4,4,3,2,4,4,1,1,1,2,0,2,1,1,1,8
E01003317,1370,34,26,24,10,18,25,25,24,20,26,7,4,11,13,12,10,9,7,9,7,10,7,20,12,12,17,25,22,21,31,50,49,42,58,48,44,40,25,23,28,27,15,17,21,20,28,17,16,16,25,10,13,16,10,13,11,11,9,10,16,11,5,10,7,8,7,4,6,3,5,6,8,11,7,3,2,2,3,3,4,2,2,3,2,3,3,2,3,3,2,4
E01003318,893,15,9,13,15,9,20,14,27,17,17,12,12,12,9,17,8,10,8,12,3,4,5,11,5,8,16,15,17,16,13,19,18,17,15,17,14,17,16,12,19,21,15,17,18,13,10,5,13,9,9,14,18,13,10,11,12,12,15,9,11,11,4,6,7,5,3,2,2,2,2,1,1,4,2,2,1,0,3,2,3,3,2,4,6,2,1,3,5,3,5,8
E01003319,1010,12,9,21,31,15,10,13,7,10,8,13,12,13,9,18,9,14,23,11,17,7,6,7,8,8,13,10,13,13,16,28,26,25,20,15,22,15,16,20,16,17,13,14,17,10,7,7,6,13,5,13,20,18,17,13,14,14,17,11,11,7,8,9,11,10,7,11,3,6,3,5,5,5,5,6,6,3,4,1,6,5,6,0,6,1,5,4,1,3,4,18
E01003320,732,7,10,13,13,11,7,7,6,8,9,9,6,4,8,7,12,5,11,8,7,5,7,6,7,8,8,6,13,8,10,8,19,12,7,12,14,11,16,17,11,20,17,14,8,6,8,9,9,9,13,12,10,17,14,15,14,23,16,8,8,16,6,5,10,6,5,5,7,10,5,1,1,3,1,1,2,4,0,3,0,2,2,5,2,2,0,0,0,1,0,4
E01003321,935,9,11,13,10,15,6,10,9,13,10,14,10,9,7,8,8,7,6,8,4,9,8,8,12,14,20,23,32,41,25,11,15,15,16,11,13,12,16,8,15,9,11,14,13,17,15,18,12,14,21,14,13,16,16,6,26,19,17,16,7,9,6,8,8,4,7,3,5,6,6,4,4,8,2,3,4,2,4,2,3,3,2,4,3,2,3,4,3,5,0,3
E01003322,722,8,12,11,14,7,8,8,10,12,6,11,5,8,10,9,11,12,6,4,7,2,5,7,6,9,9,9,10,12,9,8,9,12,6,13,15,13,12,12,11,10,20,11,11,9,11,9,14,16,10,15,18,7,9,13,7,8,12,8,9,9,3,11,8,6,8,7,2,5,6,2,3,1,3,6,3,3,2,1,3,2,4,3,2,4,0,4,1,0,2,13
E01003323,719,5,16,12,11,10,6,4,9,9,6,4,12,3,10,9,11,2,4,3,3,3,4,3,8,6,11,17,11,11,15,11,21,15,11,21,24,17,28,16,15,8,9,8,10,7,10,7,12,8,9,8,4,4,8,10,14,9,16,12,17,2,10,14,10,13,2,3,1,5,1,1,3,3,1,1,4,5,5,4,2,1,1,2,3,1,1,3,3,2,0,5
E01003324,919,15,17,22,22,15,19,19,21,15,23,10,8,13,10,9,9,10,7,7,6,11,6,11,11,11,13,12,9,14,10,13,12,16,8,13,14,19,26,10,16,30,23,25,16,19,8,16,17,16,17,6,7,15,16,10,10,8,8,7,2,7,7,10,7,6,4,4,4,5,6,3,2,7,1,2,3,4,2,2,2,1,6,5,3,1,0,1,1,3,0,2
E01003325,880,11,12,7,6,13,13,15,12,13,12,11,15,12,4,14,25,5,14,17,7,6,7,9,11,4,16,10,13,13,19,9,19,19,14,23,17,19,31,17,16,21,12,13,15,15,6,10,9,12,14,11,13,7,16,13,7,7,12,4,8,12,8,9,11,4,4,6,4,7,4,2,4,2,2,4,3,1,1,1,2,2,3,4,4,8,3,2,3,2,0,3
E01003326,832,20,23,23,20,14,6,6,11,9,5,6,9,9,9,6,2,3,3,4,4,10,6,10,11,12,7,6,12,14,5,11,16,19,13,14,9,13,14,11,16,24,18,11,8,14,15,7,7,13,11,5,12,10,7,11,11,10,20,11,12,6,5,5,10,4,7,8,4,3,4,5,5,2,6,3,5,5,3,3,3,8,3,12,6,5,7,3,4,4,5,21
E01003327,876,10,10,11,8,10,9,12,14,12,15,12,7,10,6,9,12,7,6,3,5,1,9,8,10,7,17,13,14,17,16,10,15,11,20,15,13,25,18,22,22,19,24,14,8,11,10,14,14,13,10,12,10,13,7,14,13,16,12,12,9,7,8,12,15,9,11,7,6,6,4,7,3,2,5,7,5,3,2,5,3,1,1,2,1,4,3,2,3,2,2,2
E01003328,908,6,14,7,12,11,12,14,15,6,12,19,13,12,13,13,7,12,7,4,4,5,6,2,5,4,16,13,20,19,14,14,15,19,22,12,23,22,18,16,22,16,13,10,7,16,18,19,12,11,10,9,12,18,17,15,13,14,10,10,11,11,3,9,9,8,6,11,4,8,8,9,4,5,6,4,3,5,1,2,3,3,0,3,2,7,3,4,0,1,2,3
E01003329,882,14,21,11,13,13,12,17,9,12,12,15,12,17,6,9,9,7,14,8,4,5,3,1,7,3,12,7,9,10,9,16,17,16,17,15,19,22,18,19,20,26,17,18,15,18,12,15,14,7,14,7,17,11,12,11,12,9,8,12,6,10,9,6,7,14,3,2,10,10,9,2,7,7,4,3,3,3,4,6,3,1,6,2,2,2,0,0,0,0,3,3
E01003330,971,6,10,14,14,16,19,16,10,15,10,14,14,10,17,18,18,10,12,10,7,8,6,4,9,16,8,15,10,17,18,17,19,11,21,12,16,14,16,20,15,19,16,11,13,12,7,13,15,11,9,13,23,12,15,18,16,18,9,14,15,4,9,12,12,3,2,6,1,4,4,8,6,7,2,6,4,9,5,2,5,8,7,4,2,3,3,2,3,1,0,16
E01003331,815,9,12,7,5,10,12,9,7,6,12,9,12,9,11,17,9,6,9,5,9,10,7,10,10,15,7,7,5,11,16,7,11,15,10,9,4,13,16,14,12,12,11,9,9,9,11,15,10,8,14,14,14,7,9,6,13,16,14,5,11,9,4,6,6,7,8,6,8,7,4,6,10,7,8,7,4,8,5,3,8,3,5,6,7,7,3,5,7,4,7,19
E01003332,784,13,10,6,11,6,7,9,9,4,8,8,9,13,18,12,11,8,7,7,7,2,3,3,8,7,2,7,11,10,15,15,12,9,9,20,13,15,18,17,19,15,13,7,12,13,13,12,11,18,13,19,9,18,9,18,10,16,11,8,9,17,8,6,7,12,4,5,7,6,4,3,4,5,4,6,2,2,4,7,2,4,2,2,4,1,0,1,0,0,0,3
E01003333,772,5,15,9,6,10,4,10,8,9,8,6,7,8,8,5,9,7,9,5,5,7,6,12,4,15,9,14,17,8,13,17,15,22,10,15,15,15,20,19,16,13,8,11,13,19,12,9,10,21,14,10,15,8,13,9,9,12,8,5,7,10,11,10,5,5,9,3,3,8,5,5,1,6,6,5,2,3,1,4,2,1,3,2,3,0,6,1,1,0,2,1
E01003334,944,11,8,11,11,15,9,9,25,5,11,17,13,13,15,9,6,10,6,6,4,9,6,8,10,11,14,6,12,6,15,19,19,27,20,22,22,23,15,17,17,21,10,19,15,21,13,9,13,12,14,16,13,21,14,18,7,15,10,12,9,11,11,7,11,13,5,10,7,9,7,3,6,4,4,4,3,2,3,6,3,3,3,4,2,2,1,1,1,0,0,4
E01003335,741,4,5,7,8,8,5,12,10,12,7,16,7,16,10,11,14,11,10,5,8,6,4,2,3,5,10,10,8,12,7,10,20,12,13,19,10,9,13,13,12,10,14,7,12,9,8,16,14,10,10,6,6,11,10,11,11,7,7,12,8,7,10,5,2,10,11,12,6,5,5,12,10,2,5,4,3,3,2,3,3,3,9,2,6,0,7,0,4,2,0,5
E01003336,732,5,10,5,9,12,14,9,13,7,7,13,14,19,17,13,11,9,7,5,9,6,8,13,6,11,4,12,12,9,10,8,12,9,10,11,9,12,19,11,12,18,9,9,18,10,8,9,15,11,9,8,5,9,9,5,14,13,13,4,11,11,7,6,6,6,6,7,7,4,4,2,2,3,3,3,1,4,3,0,2,3,4,3,5,3,2,0,0,0,0,6
E01003337,852,10,9,13,12,10,17,21,19,25,21,11,16,11,10,13,10,7,9,6,5,6,9,14,5,10,5,9,12,7,12,16,26,18,18,31,10,13,8,5,13,19,11,25,16,7,10,10,17,8,7,8,5,10,14,11,14,7,13,12,11,8,7,5,7,9,6,7,5,3,2,2,4,8,2,3,6,6,2,2,6,1,0,0,1,0,0,1,3,1,1,7
