"date","geography","geography code","Rural Urban","Occupancy Rating: All categories: Occupancy rating bedrooms; measures: Value","Occupancy Rating: Occupancy rating (bedrooms) of +2 or more; measures: Value","Occupancy Rating: Occupancy rating (bedrooms) of +1; measures: Value","Occupancy Rating: Occupancy rating (bedrooms) of 0; measures: Value","Occupancy Rating: Occupancy rating (bedrooms) of -1; measures: Value","Occupancy Rating: Occupancy rating (bedrooms) of -2 or less; measures: Value"
"2011","E00166627","E00166627","Total",49,27,13,8,1,0
"2011","E00003337","E00003337","Total",110,74,27,8,1,0
"2011","E00003355","E00003355","Total",110,38,63,8,1,0
"2011","E00003362","E00003362","Total",141,104,29,8,0,0
"2011","E00003365","E00003365","Total",112,85,20,7,0,0
"2011","E00003368","E00003368","Total",162,108,45,9,0,0
"2011","E00003358","E00003358","Total",117,58,45,12,2,0
"2011","E00003361","E00003361","Total",127,49,46,29,3,0
"2011","E00003366","E00003366","Total",111,78,26,6,1,0
"2011","E00003370","E00003370","Total",120,57,19,43,1,0
"2011","E00003373","E00003373","Total",139,95,34,10,0,0
"2011","E00003340","E00003340","Total",136,37,66,30,3,0
"2011","E00003342","E00003342","Total",119,108,10,1,0,0
"2011","E00003367","E00003367","Total",125,95,25,4,1,0
"2011","E00003374","E00003374","Total",135,57,46,30,2,0
"2011","E00003376","E00003376","Total",122,86,28,7,0,1
"2011","E00003329","E00003329","Total",138,64,50,24,0,0
"2011","E00003341","E00003341","Total",137,36,74,25,1,1
"2011","E00003343","E00003343","Total",114,38,37,36,3,0
"2011","E00003371","E00003371","Total",131,75,46,10,0,0
"2011","E00003372","E00003372","Total",118,52,46,16,4,0
"2011","E00003375","E00003375","Total",127,56,48,21,2,0
"2011","E00003232","E00003232","Total",201,40,66,84,9,2
"2011","E00003246","E00003246","Total",152,36,50,58,8,0
"2011","E00003251","E00003251","Total",165,24,76,56,9,0
"2011","E00003282","E00003282","Total",154,28,75,41,9,1
"2011","E00003284","E00003284","Total",130,8,32,89,1,0
"2011","E00003245","E00003245","Total",128,13,29,73,11,2
"2011","E00003247","E00003247","Total",147,7,67,59,13,1
"2011","E00003249","E00003249","Total",176,29,42,94,7,4
"2011","E00003250","E00003250","Total",162,3,66,85,7,1
"2011","E00003255","E00003255","Total",126,29,40,44,13,0
"2011","E00003256","E00003256","Total",127,17,47,54,8,1
"2011","E00003996","E00003996","Total",97,44,24,28,1,0
"2011","E00004000","E00004000","Total",132,55,48,23,6,0
"2011","E00004025","E00004025","Total",101,49,8,41,3,0
"2011","E00004026","E00004026","Total",100,17,58,22,3,0
"2011","E00004027","E00004027","Total",108,30,38,36,4,0
"2011","E00004028","E00004028","Total",105,7,14,79,5,0
"2011","E00003997","E00003997","Total",149,20,52,61,14,2
"2011","E00003999","E00003999","Total",150,24,64,57,4,1
"2011","E00004029","E00004029","Total",139,65,46,25,3,0
"2011","E00004031","E00004031","Total",140,35,67,30,7,1
"2011","E00004032","E00004032","Total",149,9,49,79,12,0
"2011","E00003998","E00003998","Total",207,29,61,105,11,1
"2011","E00004001","E00004001","Total",151,60,56,29,6,0
"2011","E00004033","E00004033","Total",136,52,43,38,3,0
"2011","E00004035","E00004035","Total",121,60,29,30,2,0
"2011","E00004040","E00004040","Total",132,19,84,26,3,0
"2011","E00004030","E00004030","Total",128,27,29,60,10,2
"2011","E00004034","E00004034","Total",150,21,75,48,5,1
"2011","E00004036","E00004036","Total",107,23,36,42,4,2
"2011","E00004037","E00004037","Total",129,67,38,22,2,0
"2011","E00004002","E00004002","Total",157,41,39,67,10,0
"2011","E00004005","E00004005","Total",172,8,37,119,7,1
"2011","E00004038","E00004038","Total",180,21,77,77,5,0
"2011","E00004039","E00004039","Total",149,28,65,47,7,2
"2011","E00004041","E00004041","Total",149,20,78,46,5,0
"2011","E00003608","E00003608","Total",161,10,30,106,15,0
"2011","E00003625","E00003625","Total",125,12,34,68,10,1
"2011","E00003630","E00003630","Total",130,6,34,73,16,1
"2011","E00003631","E00003631","Total",140,8,21,93,16,2
"2011","E00003632","E00003632","Total",103,32,25,40,5,1
"2011","E00003634","E00003634","Total",182,3,34,119,25,1
"2011","E00003609","E00003609","Total",121,14,31,61,13,2
"2011","E00003610","E00003610","Total",110,10,21,55,19,5
"2011","E00003629","E00003629","Total",118,7,28,72,8,3
"2011","E00003633","E00003633","Total",109,14,32,47,16,0
"2011","E00003635","E00003635","Total",116,9,39,65,2,1
"2011","E00003636","E00003636","Total",108,13,28,50,15,2
"2011","E00003893","E00003893","Total",115,23,31,43,18,0
"2011","E00003924","E00003924","Total",123,8,29,63,18,5
"2011","E00003929","E00003929","Total",110,10,18,57,23,2
"2011","E00003931","E00003931","Total",167,22,49,71,20,5
"2011","E00003934","E00003934","Total",123,3,35,70,14,1
"2011","E00003894","E00003894","Total",164,6,30,99,26,3
"2011","E00003921","E00003921","Total",139,17,39,60,22,1
"2011","E00003923","E00003923","Total",139,8,19,85,24,3
"2011","E00003930","E00003930","Total",139,27,40,60,11,1
"2011","E00003937","E00003937","Total",112,6,31,61,14,0
"2011","E00003920","E00003920","Total",123,7,25,73,12,6
"2011","E00003928","E00003928","Total",128,8,31,74,14,1
"2011","E00003933","E00003933","Total",138,3,39,77,17,2
"2011","E00003936","E00003936","Total",118,9,31,64,11,3
"2011","E00003939","E00003939","Total",136,22,54,47,13,0
"2011","E00003942","E00003942","Total",137,25,35,67,9,1
"2011","E00003891","E00003891","Total",216,22,40,120,29,5
"2011","E00003910","E00003910","Total",131,13,21,83,12,2
"2011","E00003911","E00003911","Total",161,16,40,91,11,3
"2011","E00003913","E00003913","Total",122,12,31,61,17,1
"2011","E00003916","E00003916","Total",138,12,37,63,21,5
"2011","E00003330","E00003330","Total",139,62,45,31,1,0
"2011","E00003339","E00003339","Total",143,103,22,16,2,0
"2011","E00003353","E00003353","Total",151,56,55,31,8,1
"2011","E00003369","E00003369","Total",137,67,35,34,1,0
"2011","E00003331","E00003331","Total",118,67,41,8,0,2
"2011","E00003332","E00003332","Total",101,70,21,9,1,0
"2011","E00003344","E00003344","Total",114,83,22,7,2,0
"2011","E00003345","E00003345","Total",106,69,24,11,2,0
"2011","E00003550","E00003550","Total",135,20,62,47,6,0
"2011","E00003577","E00003577","Total",132,46,55,26,5,0
"2011","E00003579","E00003579","Total",126,36,52,32,6,0
"2011","E00003580","E00003580","Total",115,31,50,29,4,1
"2011","E00003585","E00003585","Total",110,12,16,74,7,1
"2011","E00003551","E00003551","Total",136,16,41,68,10,1
"2011","E00003553","E00003553","Total",111,13,39,49,9,1
"2011","E00003576","E00003576","Total",96,64,20,9,3,0
"2011","E00003578","E00003578","Total",119,25,52,33,9,0
"2011","E00003590","E00003590","Total",118,13,50,45,8,2
"2011","E00003241","E00003241","Total",91,40,28,19,4,0
"2011","E00003242","E00003242","Total",197,42,82,63,10,0
"2011","E00003243","E00003243","Total",236,105,80,44,7,0
"2011","E00003281","E00003281","Total",126,60,39,25,2,0
"2011","E00003244","E00003244","Total",100,67,21,11,1,0
"2011","E00003248","E00003248","Total",107,43,26,33,4,1
"2011","E00003252","E00003252","Total",80,51,19,9,1,0
"2011","E00003253","E00003253","Total",112,21,53,34,4,0
"2011","E00003280","E00003280","Total",121,27,36,48,8,2
"2011","E00003283","E00003283","Total",110,61,35,12,2,0
"2011","E00003452","E00003452","Total",162,27,50,80,5,0
"2011","E00003453","E00003453","Total",122,52,26,41,3,0
"2011","E00003455","E00003455","Total",114,35,22,51,5,1
"2011","E00003458","E00003458","Total",118,89,21,7,1,0
"2011","E00003483","E00003483","Total",113,83,21,9,0,0
"2011","E00003484","E00003484","Total",73,23,11,38,1,0
"2011","E00003456","E00003456","Total",155,14,62,75,4,0
"2011","E00003457","E00003457","Total",140,24,39,71,5,1
"2011","E00003459","E00003459","Total",151,41,48,58,4,0
"2011","E00003476","E00003476","Total",99,15,39,43,2,0
"2011","E00003478","E00003478","Total",120,18,50,46,6,0
"2011","E00003479","E00003479","Total",114,29,30,50,5,0
"2011","E00003486","E00003486","Total",110,31,36,40,3,0
"2011","E00004043","E00004043","Total",139,45,48,40,6,0
"2011","E00004044","E00004044","Total",117,24,25,67,1,0
"2011","E00004045","E00004045","Total",118,28,52,32,6,0
"2011","E00004046","E00004046","Total",145,38,40,63,4,0
"2011","E00004047","E00004047","Total",117,73,32,10,2,0
"2011","E00004070","E00004070","Total",130,36,44,42,7,1
"2011","E00003437","E00003437","Total",108,64,30,14,0,0
"2011","E00003442","E00003442","Total",190,46,84,50,9,1
"2011","E00003445","E00003445","Total",156,18,91,45,1,1
"2011","E00003446","E00003446","Total",158,6,74,71,6,1
"2011","E00003470","E00003470","Total",141,32,53,53,3,0
"2011","E00003472","E00003472","Total",109,48,42,19,0,0
"2011","E00003440","E00003440","Total",165,64,48,51,2,0
"2011","E00003441","E00003441","Total",195,101,45,47,2,0
"2011","E00003444","E00003444","Total",164,28,70,61,5,0
"2011","E00003450","E00003450","Total",189,27,71,86,4,1
"2011","E00003468","E00003468","Total",172,67,56,44,5,0
"2011","E00003449","E00003449","Total",141,21,39,80,1,0
"2011","E00003451","E00003451","Total",142,61,65,16,0,0
"2011","E00003454","E00003454","Total",142,24,52,58,6,2
"2011","E00003475","E00003475","Total",138,48,47,42,1,0
"2011","E00003481","E00003481","Total",102,3,42,55,2,0
"2011","E00003482","E00003482","Total",113,23,52,35,3,0
"2011","E00003485","E00003485","Total",107,48,30,25,4,0
"2011","E00003759","E00003759","Total",137,106,23,6,2,0
"2011","E00003765","E00003765","Total",127,39,45,42,1,0
"2011","E00003770","E00003770","Total",153,40,43,65,5,0
"2011","E00003778","E00003778","Total",157,38,82,37,0,0
"2011","E00003781","E00003781","Total",117,85,21,9,2,0
"2011","E00003766","E00003766","Total",153,61,57,33,2,0
"2011","E00003767","E00003767","Total",150,51,83,16,0,0
"2011","E00003771","E00003771","Total",145,45,53,44,3,0
"2011","E00003774","E00003774","Total",139,102,28,7,2,0
"2011","E00003775","E00003775","Total",147,38,41,67,1,0
"2011","E00003382","E00003382","Total",90,12,23,51,2,2
"2011","E00003383","E00003383","Total",127,10,61,45,10,1
"2011","E00003385","E00003385","Total",105,29,37,36,3,0
"2011","E00003388","E00003388","Total",123,35,46,36,5,1
"2011","E00003389","E00003389","Total",124,57,38,21,7,1
"2011","E00003427","E00003427","Total",97,16,50,27,3,1
"2011","E00003416","E00003416","Total",113,30,41,37,4,1
"2011","E00003417","E00003417","Total",95,27,29,35,3,1
"2011","E00003418","E00003418","Total",132,37,54,37,4,0
"2011","E00003420","E00003420","Total",112,19,51,36,5,1
"2011","E00003421","E00003421","Total",120,33,47,38,2,0
"2011","E00003381","E00003381","Total",158,47,32,73,6,0
"2011","E00003384","E00003384","Total",137,70,41,23,3,0
"2011","E00003419","E00003419","Total",170,54,54,54,7,1
"2011","E00003423","E00003423","Total",122,21,48,49,4,0
"2011","E00003430","E00003430","Total",107,62,23,21,1,0
"2011","E00003386","E00003386","Total",113,41,46,18,6,2
"2011","E00003391","E00003391","Total",138,34,53,46,5,0
"2011","E00003402","E00003402","Total",106,28,39,31,7,1
"2011","E00003413","E00003413","Total",129,19,37,65,8,0
"2011","E00003414","E00003414","Total",105,26,28,46,5,0
"2011","E00003914","E00003914","Total",114,54,21,38,1,0
"2011","E00003919","E00003919","Total",141,85,34,21,1,0
"2011","E00003922","E00003922","Total",150,38,49,57,4,2
"2011","E00003927","E00003927","Total",147,57,65,22,3,0
"2011","E00003935","E00003935","Total",127,47,27,48,2,3
"2011","E00003549","E00003549","Total",150,14,48,78,9,1
"2011","E00003575","E00003575","Total",125,11,49,52,11,2
"2011","E00003581","E00003581","Total",163,31,32,88,12,0
"2011","E00003584","E00003584","Total",127,20,47,53,7,0
"2011","E00003586","E00003586","Total",129,4,11,103,10,1
"2011","E00003587","E00003587","Total",130,13,43,62,11,1
"2011","E00003554","E00003554","Total",137,20,54,50,13,0
"2011","E00003555","E00003555","Total",134,15,49,58,11,1
"2011","E00003557","E00003557","Total",128,36,29,44,19,0
"2011","E00003595","E00003595","Total",122,23,38,51,9,1
"2011","E00003598","E00003598","Total",128,5,21,83,18,1
"2011","E00003547","E00003547","Total",102,40,33,23,4,2
"2011","E00003548","E00003548","Total",128,29,40,45,12,2
"2011","E00003571","E00003571","Total",107,37,30,33,7,0
"2011","E00003572","E00003572","Total",100,32,30,34,3,1
"2011","E00003573","E00003573","Total",125,19,41,59,6,0
"2011","E00003574","E00003574","Total",118,31,36,49,2,0
"2011","E00003582","E00003582","Total",137,29,61,41,5,1
"2011","E00003583","E00003583","Total",127,40,47,29,11,0
"2011","E00003591","E00003591","Total",123,36,59,25,3,0
"2011","E00003592","E00003592","Total",127,51,51,22,2,1
"2011","E00003552","E00003552","Total",118,20,29,59,10,0
"2011","E00003588","E00003588","Total",124,16,36,57,14,1
"2011","E00003589","E00003589","Total",121,18,28,65,7,3
"2011","E00003593","E00003593","Total",149,32,59,52,6,0
"2011","E00003594","E00003594","Total",122,26,32,54,9,1
"2011","E00003387","E00003387","Total",124,30,49,40,5,0
"2011","E00003392","E00003392","Total",126,26,28,61,9,2
"2011","E00003398","E00003398","Total",143,28,36,69,10,0
"2011","E00003424","E00003424","Total",142,12,42,67,17,4
"2011","E00003426","E00003426","Total",113,22,36,46,9,0
"2011","E00003399","E00003399","Total",99,30,31,35,3,0
"2011","E00003425","E00003425","Total",114,41,44,27,2,0
"2011","E00003428","E00003428","Total",131,51,49,29,2,0
"2011","E00003429","E00003429","Total",112,31,31,43,7,0
"2011","E00003431","E00003431","Total",143,21,49,64,7,2
"2011","E00003395","E00003395","Total",102,31,34,34,2,1
"2011","E00003400","E00003400","Total",130,31,41,55,3,0
"2011","E00003401","E00003401","Total",122,50,38,30,3,1
"2011","E00003406","E00003406","Total",115,19,30,58,7,1
"2011","E00003410","E00003410","Total",124,52,44,25,2,1
"2011","E00003393","E00003393","Total",129,46,39,39,5,0
"2011","E00003394","E00003394","Total",123,19,41,51,12,0
"2011","E00003397","E00003397","Total",102,19,24,49,8,2
"2011","E00003404","E00003404","Total",104,30,29,43,2,0
"2011","E00003408","E00003408","Total",107,29,22,44,12,0
"2011","E00003938","E00003938","Total",135,18,35,74,6,2
"2011","E00003941","E00003941","Total",105,23,37,42,3,0
"2011","E00003943","E00003943","Total",138,45,46,37,9,1
"2011","E00003944","E00003944","Total",135,26,45,54,10,0
"2011","E00003945","E00003945","Total",137,36,48,46,7,0
"2011","E00003118","E00003118","Total",208,6,57,140,5,0
"2011","E00003132","E00003132","Total",131,52,45,27,3,4
"2011","E00003134","E00003134","Total",145,88,34,17,6,0
"2011","E00003135","E00003135","Total",125,65,41,18,0,1
"2011","E00003137","E00003137","Total",119,5,47,61,6,0
"2011","E00003136","E00003136","Total",108,34,37,33,4,0
"2011","E00003138","E00003138","Total",116,44,49,18,5,0
"2011","E00003140","E00003140","Total",138,52,56,26,4,0
"2011","E00003141","E00003141","Total",135,70,37,24,4,0
"2011","E00003142","E00003142","Total",138,19,72,42,5,0
"2011","E00003120","E00003120","Total",118,47,42,25,4,0
"2011","E00003123","E00003123","Total",143,58,53,31,1,0
"2011","E00003139","E00003139","Total",132,72,39,18,3,0
"2011","E00003144","E00003144","Total",130,22,61,43,4,0
"2011","E00003147","E00003147","Total",123,53,43,25,2,0
"2011","E00003116","E00003116","Total",127,98,21,6,2,0
"2011","E00003126","E00003126","Total",114,85,25,4,0,0
"2011","E00003127","E00003127","Total",97,31,30,31,3,2
"2011","E00003129","E00003129","Total",146,90,44,10,2,0
"2011","E00003130","E00003130","Total",124,98,16,9,1,0
"2011","E00003233","E00003233","Total",109,70,29,9,1,0
"2011","E00003234","E00003234","Total",97,63,18,14,2,0
"2011","E00003235","E00003235","Total",141,73,46,21,1,0
"2011","E00003270","E00003270","Total",191,51,57,75,6,2
"2011","E00003271","E00003271","Total",128,30,50,42,5,1
"2011","E00003238","E00003238","Total",143,55,42,44,2,0
"2011","E00003239","E00003239","Total",168,56,55,57,0,0
"2011","E00003278","E00003278","Total",134,101,23,7,2,1
"2011","E00166615","E00166615","Total",120,44,35,39,1,1
"2011","E00166619","E00166619","Total",109,5,24,73,7,0
"2011","E00166621","E00166621","Total",113,8,47,53,4,1
"2011","E00166624","E00166624","Total",77,51,12,14,0,0
"2011","E00003236","E00003236","Total",113,19,33,52,8,1
"2011","E00003254","E00003254","Total",166,14,64,78,10,0
"2011","E00003258","E00003258","Total",120,61,30,27,2,0
"2011","E00003259","E00003259","Total",101,70,26,5,0,0
"2011","E00003262","E00003262","Total",87,52,21,13,1,0
"2011","E00003264","E00003264","Total",103,26,45,25,6,1
"2011","E00003257","E00003257","Total",144,23,52,59,9,1
"2011","E00003260","E00003260","Total",88,6,36,44,2,0
"2011","E00003261","E00003261","Total",125,11,66,43,5,0
"2011","E00003263","E00003263","Total",138,49,60,27,1,1
"2011","E00003265","E00003265","Total",146,50,55,37,4,0
"2011","E00003266","E00003266","Total",159,14,84,57,4,0
"2011","E00003710","E00003710","Total",116,68,25,22,1,0
"2011","E00003738","E00003738","Total",160,39,43,72,6,0
"2011","E00003739","E00003739","Total",105,70,26,8,1,0
"2011","E00003740","E00003740","Total",122,56,47,18,1,0
"2011","E00003741","E00003741","Total",107,18,58,29,2,0
"2011","E00003742","E00003742","Total",133,64,39,28,2,0
"2011","E00004049","E00004049","Total",162,25,63,69,4,1
"2011","E00004053","E00004053","Total",160,23,80,50,6,1
"2011","E00004056","E00004056","Total",148,57,49,40,2,0
"2011","E00004071","E00004071","Total",130,59,50,17,4,0
"2011","E00004074","E00004074","Total",134,53,54,25,1,1
"2011","E00003502","E00003502","Total",124,12,41,56,13,2
"2011","E00003504","E00003504","Total",129,31,52,42,4,0
"2011","E00003507","E00003507","Total",102,11,42,47,2,0
"2011","E00003508","E00003508","Total",232,23,75,116,17,1
"2011","E00003509","E00003509","Total",144,18,59,57,10,0
"2011","E00003543","E00003543","Total",122,30,44,42,6,0
"2011","E00003503","E00003503","Total",155,15,47,75,17,1
"2011","E00003505","E00003505","Total",136,18,50,61,6,1
"2011","E00003506","E00003506","Total",128,17,47,57,7,0
"2011","E00003513","E00003513","Total",121,32,36,39,11,3
"2011","E00003520","E00003520","Total",128,60,48,14,4,2
"2011","E00003512","E00003512","Total",127,7,48,54,15,3
"2011","E00003514","E00003514","Total",127,34,42,39,10,2
"2011","E00003516","E00003516","Total",117,31,40,35,11,0
"2011","E00166117","E00166117","Total",153,22,23,101,6,1
"2011","E00003493","E00003493","Total",159,14,40,87,17,1
"2011","E00003494","E00003494","Total",140,28,27,71,12,2
"2011","E00003517","E00003517","Total",129,25,35,55,12,2
"2011","E00003521","E00003521","Total",118,23,51,37,6,1
"2011","E00003523","E00003523","Total",128,23,23,65,16,1
"2011","E00003501","E00003501","Total",123,15,63,36,8,1
"2011","E00003540","E00003540","Total",129,10,55,58,6,0
"2011","E00003541","E00003541","Total",130,48,60,20,2,0
"2011","E00003542","E00003542","Total",136,47,61,22,5,1
"2011","E00003544","E00003544","Total",139,32,74,29,3,1
"2011","E00003110","E00003110","Total",112,54,40,18,0,0
"2011","E00003113","E00003113","Total",126,60,46,20,0,0
"2011","E00003148","E00003148","Total",140,44,51,43,2,0
"2011","E00003149","E00003149","Total",133,40,62,28,3,0
"2011","E00003150","E00003150","Total",120,47,36,34,2,1
"2011","E00003189","E00003189","Total",171,34,80,56,1,0
"2011","E00003190","E00003190","Total",148,36,66,42,4,0
"2011","E00003193","E00003193","Total",118,33,31,51,1,2
"2011","E00003229","E00003229","Total",122,29,55,32,6,0
"2011","E00003230","E00003230","Total",132,45,59,26,2,0
"2011","E00003191","E00003191","Total",218,42,96,70,10,0
"2011","E00003192","E00003192","Total",123,23,69,29,2,0
"2011","E00003195","E00003195","Total",146,48,73,24,1,0
"2011","E00003200","E00003200","Total",163,42,65,47,9,0
"2011","E00003231","E00003231","Total",90,28,33,25,4,0
"2011","E00003237","E00003237","Total",167,30,67,62,7,1
"2011","E00003240","E00003240","Total",126,38,20,65,3,0
"2011","E00003268","E00003268","Total",152,64,53,28,7,0
"2011","E00003275","E00003275","Total",99,12,16,66,3,2
"2011","E00003276","E00003276","Total",130,24,52,48,5,1
"2011","E00003279","E00003279","Total",110,38,26,42,2,2
"2011","E00003267","E00003267","Total",142,34,77,30,1,0
"2011","E00003269","E00003269","Total",112,29,45,33,5,0
"2011","E00003272","E00003272","Total",149,43,70,30,6,0
"2011","E00003273","E00003273","Total",125,24,44,55,2,0
"2011","E00003277","E00003277","Total",134,42,61,27,4,0
"2011","E00004051","E00004051","Total",129,77,30,22,0,0
"2011","E00004063","E00004063","Total",104,80,20,4,0,0
"2011","E00004066","E00004066","Total",114,72,29,13,0,0
"2011","E00004068","E00004068","Total",108,76,18,13,0,1
"2011","E00004069","E00004069","Total",108,77,24,7,0,0
"2011","E00004059","E00004059","Total",134,17,82,33,2,0
"2011","E00004060","E00004060","Total",128,38,44,40,6,0
"2011","E00004062","E00004062","Total",137,63,33,37,4,0
"2011","E00004064","E00004064","Total",118,73,32,10,2,1
"2011","E00004065","E00004065","Total",169,29,72,57,9,2
"2011","E00004067","E00004067","Total",104,57,36,10,1,0
"2011","E00004048","E00004048","Total",101,76,18,5,2,0
"2011","E00004054","E00004054","Total",117,79,30,6,2,0
"2011","E00004055","E00004055","Total",103,78,18,5,2,0
"2011","E00004057","E00004057","Total",104,89,14,1,0,0
"2011","E00004061","E00004061","Total",119,84,24,11,0,0
"2011","E00004042","E00004042","Total",131,38,40,49,4,0
"2011","E00004050","E00004050","Total",129,54,41,32,2,0
"2011","E00004052","E00004052","Total",135,104,22,9,0,0
"2011","E00004058","E00004058","Total",141,71,26,42,2,0
"2011","E00004072","E00004072","Total",112,33,33,44,2,0
"2011","E00004073","E00004073","Total",141,19,40,78,4,0
"2011","E00004077","E00004077","Total",133,69,43,19,2,0
"2011","E00004104","E00004104","Total",119,81,28,10,0,0
"2011","E00004105","E00004105","Total",131,69,41,21,0,0
"2011","E00004107","E00004107","Total",114,70,27,16,1,0
"2011","E00003111","E00003111","Total",129,100,22,4,2,1
"2011","E00003112","E00003112","Total",141,41,23,73,4,0
"2011","E00003114","E00003114","Total",121,49,23,47,1,1
"2011","E00003146","E00003146","Total",219,145,49,20,5,0
"2011","E00003154","E00003154","Total",140,85,37,16,2,0
"2011","E00003115","E00003115","Total",80,41,32,7,0,0
"2011","E00003124","E00003124","Total",125,59,46,14,4,2
"2011","E00003125","E00003125","Total",118,55,49,14,0,0
"2011","E00003151","E00003151","Total",118,58,41,14,5,0
"2011","E00003152","E00003152","Total",110,63,40,6,1,0
"2011","E00003153","E00003153","Total",108,65,33,8,2,0
"2011","E00003964","E00003964","Total",121,80,33,8,0,0
"2011","E00003965","E00003965","Total",122,70,42,9,1,0
"2011","E00003969","E00003969","Total",118,76,30,9,3,0
"2011","E00003973","E00003973","Total",104,64,30,7,2,1
"2011","E00003974","E00003974","Total",130,15,54,52,7,2
"2011","E00003949","E00003949","Total",158,73,68,17,0,0
"2011","E00003957","E00003957","Total",112,51,48,12,1,0
"2011","E00003970","E00003970","Total",131,68,41,18,4,0
"2011","E00003976","E00003976","Total",123,59,48,13,3,0
"2011","E00003984","E00003984","Total",105,29,62,14,0,0
"2011","E00003510","E00003510","Total",127,30,56,38,3,0
"2011","E00003518","E00003518","Total",133,28,52,43,9,1
"2011","E00003519","E00003519","Total",140,17,62,49,9,3
"2011","E00003522","E00003522","Total",148,36,67,41,4,0
"2011","E00003524","E00003524","Total",156,38,76,35,7,0
"2011","E00003495","E00003495","Total",125,14,34,72,5,0
"2011","E00003496","E00003496","Total",136,41,70,21,3,1
"2011","E00003526","E00003526","Total",125,20,33,62,8,2
"2011","E00003528","E00003528","Total",142,21,67,49,5,0
"2011","E00003529","E00003529","Total",135,21,51,54,7,2
"2011","E00003530","E00003530","Total",112,1,22,84,4,1
"2011","E00003556","E00003556","Total",140,58,36,37,7,2
"2011","E00003560","E00003560","Total",139,27,50,49,10,3
"2011","E00003596","E00003596","Total",134,29,59,32,11,3
"2011","E00003597","E00003597","Total",119,38,49,30,2,0
"2011","E00003545","E00003545","Total",112,51,35,24,1,1
"2011","E00003559","E00003559","Total",99,50,30,17,2,0
"2011","E00003561","E00003561","Total",137,37,46,41,12,1
"2011","E00003565","E00003565","Total",130,71,39,16,4,0
"2011","E00003566","E00003566","Total",109,48,37,21,3,0
"2011","E00003558","E00003558","Total",179,36,65,68,7,3
"2011","E00003562","E00003562","Total",137,53,59,19,6,0
"2011","E00003563","E00003563","Total",113,30,47,29,7,0
"2011","E00003564","E00003564","Total",101,28,44,24,5,0
"2011","E00003567","E00003567","Total",121,32,58,29,1,1
"2011","E00003762","E00003762","Total",123,62,37,22,2,0
"2011","E00003763","E00003763","Total",93,30,31,20,12,0
"2011","E00003764","E00003764","Total",112,67,27,16,2,0
"2011","E00003802","E00003802","Total",126,75,32,16,2,1
"2011","E00003772","E00003772","Total",111,13,8,89,1,0
"2011","E00003777","E00003777","Total",115,79,25,10,1,0
"2011","E00003783","E00003783","Total",121,61,40,18,1,1
"2011","E00003790","E00003790","Total",123,72,36,13,2,0
"2011","E00003791","E00003791","Total",135,56,60,17,1,1
"2011","E00003760","E00003760","Total",109,48,40,20,0,1
"2011","E00003761","E00003761","Total",114,44,41,25,4,0
"2011","E00003788","E00003788","Total",118,26,50,38,4,0
"2011","E00003795","E00003795","Total",126,54,43,28,1,0
"2011","E00166112","E00166112","Total",134,53,62,16,1,2
"2011","E00166114","E00166114","Total",129,64,44,19,2,0
"2011","E00166115","E00166115","Total",137,82,40,13,2,0
"2011","E00003792","E00003792","Total",144,64,57,19,3,1
"2011","E00003796","E00003796","Total",156,65,55,30,5,1
"2011","E00003797","E00003797","Total",125,66,41,16,2,0
"2011","E00003803","E00003803","Total",140,59,48,29,2,2
"2011","E00003758","E00003758","Total",127,41,38,44,4,0
"2011","E00003799","E00003799","Total",117,53,42,21,1,0
"2011","E00003800","E00003800","Total",133,52,54,23,4,0
"2011","E00003801","E00003801","Total",114,24,21,59,8,2
"2011","E00003804","E00003804","Total",127,61,42,21,3,0
"2011","E00003951","E00003951","Total",132,79,42,9,1,1
"2011","E00003982","E00003982","Total",116,72,35,9,0,0
"2011","E00003987","E00003987","Total",121,37,42,35,7,0
"2011","E00003988","E00003988","Total",132,83,38,10,1,0
"2011","E00003990","E00003990","Total",124,94,24,5,1,0
"2011","E00003972","E00003972","Total",129,87,33,7,2,0
"2011","E00003975","E00003975","Total",131,94,23,13,1,0
"2011","E00003977","E00003977","Total",112,75,29,5,3,0
"2011","E00003979","E00003979","Total",115,67,39,7,1,1
"2011","E00003980","E00003980","Total",112,70,32,10,0,0
"2011","E00003948","E00003948","Total",150,85,44,19,1,1
"2011","E00003950","E00003950","Total",133,29,74,25,5,0
"2011","E00003978","E00003978","Total",147,54,67,24,2,0
"2011","E00003983","E00003983","Total",141,6,79,52,4,0
"2011","E00003960","E00003960","Total",131,79,36,15,1,0
"2011","E00003963","E00003963","Total",141,67,57,14,1,2
"2011","E00003981","E00003981","Total",113,51,53,9,0,0
"2011","E00003985","E00003985","Total",130,65,48,17,0,0
"2011","E00003986","E00003986","Total",122,38,59,22,2,1
"2011","E00003955","E00003955","Total",106,68,27,10,1,0
"2011","E00003966","E00003966","Total",102,77,18,6,1,0
"2011","E00003967","E00003967","Total",130,92,25,9,4,0
"2011","E00003968","E00003968","Total",115,80,27,8,0,0
"2011","E00003971","E00003971","Total",109,71,26,11,1,0
"2011","E00003196","E00003196","Total",152,43,47,52,8,2
"2011","E00003205","E00003205","Total",155,16,55,66,16,2
"2011","E00003206","E00003206","Total",125,20,44,49,12,0
"2011","E00003208","E00003208","Total",117,30,35,41,11,0
"2011","E00003212","E00003212","Total",122,23,33,55,10,1
