"date","geography","geography code","Rural Urban","Occupancy Rating: All categories: Occupancy rating bedrooms; measures: Value","Occupancy Rating: Occupancy rating (bedrooms) of +2 or more; measures: Value","Occupancy Rating: Occupancy rating (bedrooms) of +1; measures: Value","Occupancy Rating: Occupancy rating (bedrooms) of 0; measures: Value","Occupancy Rating: Occupancy rating (bedrooms) of -1; measures: Value","Occupancy Rating: Occupancy rating (bedrooms) of -2 or less; measures: Value"
"2011","E00003194","E00003194","Total",131,61,45,18,6,1
"2011","E00003197","E00003197","Total",151,64,55,25,6,1
"2011","E00003198","E00003198","Total",149,45,46,48,10,0
"2011","E00003201","E00003201","Total",123,32,59,27,4,1
"2011","E00003202","E00003202","Total",126,69,35,20,2,0
"2011","E00003199","E00003199","Total",124,34,49,33,6,2
"2011","E00003203","E00003203","Total",126,50,41,32,3,0
"2011","E00003207","E00003207","Total",121,32,49,35,5,0
"2011","E00003209","E00003209","Total",140,32,35,71,2,0
"2011","E00003211","E00003211","Total",149,49,53,39,8,0
"2011","E00003204","E00003204","Total",135,50,46,28,7,4
"2011","E00003210","E00003210","Total",132,44,32,45,8,3
"2011","E00003213","E00003213","Total",116,57,36,17,5,1
"2011","E00003216","E00003216","Total",107,67,28,10,2,0
"2011","E00003218","E00003218","Total",122,68,35,16,3,0
"2011","E00003711","E00003711","Total",128,77,34,12,4,1
"2011","E00003712","E00003712","Total",142,70,57,14,1,0
"2011","E00003744","E00003744","Total",118,65,37,14,2,0
"2011","E00003747","E00003747","Total",135,56,54,23,1,1
"2011","E00003743","E00003743","Total",125,68,35,18,2,2
"2011","E00003745","E00003745","Total",121,64,35,22,0,0
"2011","E00003746","E00003746","Total",141,55,56,30,0,0
"2011","E00003748","E00003748","Total",136,47,46,33,10,0
"2011","E00003749","E00003749","Total",110,36,38,29,7,0
"2011","E00003713","E00003713","Total",128,83,35,9,1,0
"2011","E00003715","E00003715","Total",122,76,31,13,2,0
"2011","E00003750","E00003750","Total",147,76,52,19,0,0
"2011","E00003751","E00003751","Total",124,56,51,13,4,0
"2011","E00003756","E00003756","Total",124,76,32,15,1,0
"2011","E00003714","E00003714","Total",121,66,37,15,3,0
"2011","E00003752","E00003752","Total",124,45,55,23,1,0
"2011","E00003753","E00003753","Total",130,65,44,21,0,0
"2011","E00003754","E00003754","Total",110,40,42,28,0,0
"2011","E00003755","E00003755","Total",113,64,34,15,0,0
"2011","E00004108","E00004108","Total",119,53,45,20,1,0
"2011","E00004110","E00004110","Total",102,52,37,11,2,0
"2011","E00004111","E00004111","Total",126,58,50,18,0,0
"2011","E00004114","E00004114","Total",114,58,39,16,0,1
"2011","E00003497","E00003497","Total",105,59,29,13,4,0
"2011","E00003498","E00003498","Total",202,40,106,51,5,0
"2011","E00003500","E00003500","Total",133,26,52,54,1,0
"2011","E00003531","E00003531","Total",138,30,57,40,9,2
"2011","E00003535","E00003535","Total",109,62,32,12,2,1
"2011","E00003546","E00003546","Total",136,109,19,6,2,0
"2011","E00003568","E00003568","Total",124,57,43,22,2,0
"2011","E00003569","E00003569","Total",125,21,60,34,9,1
"2011","E00003570","E00003570","Total",122,16,54,50,1,1
"2011","E00003849","E00003849","Total",139,67,47,21,4,0
"2011","E00003850","E00003850","Total",126,48,38,36,3,1
"2011","E00003852","E00003852","Total",157,51,52,44,9,1
"2011","E00003868","E00003868","Total",147,32,48,64,3,0
"2011","E00166616","E00166616","Total",171,18,82,66,5,0
"2011","E00166618","E00166618","Total",132,36,54,32,10,0
"2011","E00003952","E00003952","Total",137,48,54,29,4,2
"2011","E00003956","E00003956","Total",128,101,19,6,2,0
"2011","E00003958","E00003958","Total",144,23,54,59,7,1
"2011","E00003961","E00003961","Total",121,89,26,4,2,0
"2011","E00003989","E00003989","Total",133,50,40,41,2,0
"2011","E00003953","E00003953","Total",164,109,44,10,1,0
"2011","E00003954","E00003954","Total",136,92,31,9,4,0
"2011","E00003959","E00003959","Total",124,88,28,5,2,1
"2011","E00003962","E00003962","Total",140,100,31,9,0,0
"2011","E00003499","E00003499","Total",137,42,75,19,1,0
"2011","E00003534","E00003534","Total",105,41,44,19,1,0
"2011","E00003537","E00003537","Total",118,79,26,11,2,0
"2011","E00003538","E00003538","Total",96,21,58,13,3,1
"2011","E00003539","E00003539","Total",105,30,55,20,0,0
"2011","E00003525","E00003525","Total",125,30,55,36,4,0
"2011","E00003527","E00003527","Total",105,55,31,17,2,0
"2011","E00003532","E00003532","Total",124,26,67,28,3,0
"2011","E00003533","E00003533","Total",122,44,33,39,5,1
"2011","E00003536","E00003536","Total",114,42,37,29,6,0
"2011","E00003844","E00003844","Total",133,38,70,22,2,1
"2011","E00003845","E00003845","Total",145,22,50,69,4,0
"2011","E00003853","E00003853","Total",124,25,61,32,5,1
"2011","E00003855","E00003855","Total",134,51,52,21,9,1
"2011","E00003888","E00003888","Total",131,40,45,43,3,0
"2011","E00003847","E00003847","Total",111,50,43,16,2,0
"2011","E00003851","E00003851","Total",138,44,49,34,7,4
"2011","E00003859","E00003859","Total",126,47,43,27,8,1
"2011","E00003867","E00003867","Total",129,57,40,28,2,2
"2011","E00003870","E00003870","Total",114,57,38,15,4,0
"2011","E00003846","E00003846","Total",139,47,57,30,4,1
"2011","E00003854","E00003854","Total",126,68,36,22,0,0
"2011","E00003862","E00003862","Total",132,43,59,30,0,0
"2011","E00003866","E00003866","Total",112,56,41,13,1,1
"2011","E00003872","E00003872","Total",112,54,25,30,3,0
"2011","E00004085","E00004085","Total",121,57,48,14,2,0
"2011","E00004086","E00004086","Total",112,51,42,18,1,0
"2011","E00004106","E00004106","Total",111,67,22,19,2,1
"2011","E00004109","E00004109","Total",118,35,21,59,3,0
"2011","E00004112","E00004112","Total",110,80,21,8,1,0
"2011","E00004079","E00004079","Total",109,44,32,30,2,1
"2011","E00004080","E00004080","Total",137,73,42,21,1,0
"2011","E00004082","E00004082","Total",117,33,42,41,1,0
"2011","E00004087","E00004087","Total",120,25,54,37,4,0
"2011","E00004088","E00004088","Total",165,58,57,37,12,1
"2011","E00004113","E00004113","Total",113,61,33,18,1,0
"2011","E00004116","E00004116","Total",130,67,52,10,0,1
"2011","E00004117","E00004117","Total",135,71,51,11,2,0
"2011","E00004118","E00004118","Total",122,57,47,17,1,0
"2011","E00004078","E00004078","Total",146,88,45,10,3,0
"2011","E00004084","E00004084","Total",138,8,55,73,2,0
"2011","E00004094","E00004094","Total",117,40,36,34,7,0
"2011","E00004115","E00004115","Total",119,25,37,46,10,1
"2011","E00004119","E00004119","Total",127,63,44,18,2,0
"2011","E00004075","E00004075","Total",126,67,49,8,2,0
"2011","E00004083","E00004083","Total",149,77,47,23,2,0
"2011","E00004089","E00004089","Total",135,64,53,15,2,1
"2011","E00004092","E00004092","Total",138,57,51,29,1,0
"2011","E00004091","E00004091","Total",177,68,71,35,3,0
"2011","E00004096","E00004096","Total",133,68,44,17,3,1
"2011","E00004099","E00004099","Total",119,80,30,6,1,2
"2011","E00004100","E00004100","Total",121,78,32,10,1,0
"2011","E00004076","E00004076","Total",138,69,50,15,3,1
"2011","E00004097","E00004097","Total",123,3,6,114,0,0
"2011","E00004098","E00004098","Total",157,80,54,23,0,0
"2011","E00004101","E00004101","Total",154,101,29,22,1,1
"2011","E00004103","E00004103","Total",113,80,22,11,0,0
"2011","E00004081","E00004081","Total",131,67,39,21,4,0
"2011","E00004090","E00004090","Total",115,53,26,33,2,1
"2011","E00004093","E00004093","Total",119,58,44,15,1,1
"2011","E00004095","E00004095","Total",122,74,33,12,3,0
"2011","E00004102","E00004102","Total",119,75,36,8,0,0
"2011","E00003686","E00003686","Total",123,75,34,13,1,0
"2011","E00003693","E00003693","Total",127,96,28,3,0,0
"2011","E00003694","E00003694","Total",119,25,64,24,5,1
"2011","E00003700","E00003700","Total",119,82,24,12,1,0
"2011","E00003701","E00003701","Total",134,61,51,19,3,0
"2011","E00003706","E00003706","Total",128,89,31,8,0,0
"2011","E00003663","E00003663","Total",138,59,58,17,4,0
"2011","E00003666","E00003666","Total",108,34,25,46,2,1
"2011","E00003685","E00003685","Total",112,51,42,13,6,0
"2011","E00003687","E00003687","Total",124,61,46,17,0,0
"2011","E00003689","E00003689","Total",131,28,77,24,2,0
"2011","E00003690","E00003690","Total",130,50,56,21,2,1
"2011","E00003664","E00003664","Total",138,74,43,19,2,0
"2011","E00003688","E00003688","Total",118,51,50,16,1,0
"2011","E00003691","E00003691","Total",117,61,44,12,0,0
"2011","E00003692","E00003692","Total",124,36,72,14,2,0
"2011","E00003696","E00003696","Total",118,73,32,12,1,0
"2011","E00003672","E00003672","Total",112,61,38,13,0,0
"2011","E00003697","E00003697","Total",114,71,29,14,0,0
"2011","E00003698","E00003698","Total",119,73,33,12,1,0
"2011","E00003702","E00003702","Total",124,55,52,16,1,0
"2011","E00003705","E00003705","Total",132,105,22,5,0,0
"2011","E00003668","E00003668","Total",124,69,41,12,2,0
"2011","E00003671","E00003671","Total",104,57,32,15,0,0
"2011","E00003673","E00003673","Total",118,58,42,14,4,0
"2011","E00003699","E00003699","Total",116,69,39,7,1,0
"2011","E00003703","E00003703","Total",129,51,38,39,1,0
"2011","E00003841","E00003841","Total",125,74,36,14,1,0
"2011","E00003842","E00003842","Total",134,94,31,7,2,0
"2011","E00003871","E00003871","Total",130,75,33,19,3,0
"2011","E00003877","E00003877","Total",121,57,48,12,4,0
"2011","E00003881","E00003881","Total",117,75,34,7,0,1
"2011","E00003856","E00003856","Total",109,18,18,57,14,2
"2011","E00003857","E00003857","Total",135,12,46,63,13,1
"2011","E00003860","E00003860","Total",103,29,29,38,6,1
"2011","E00003861","E00003861","Total",164,14,44,93,11,2
"2011","E00003863","E00003863","Total",146,12,40,75,15,4
"2011","E00003848","E00003848","Total",112,62,35,11,2,2
"2011","E00003864","E00003864","Total",63,24,24,13,2,0
"2011","E00003865","E00003865","Total",56,5,21,26,2,2
"2011","E00003869","E00003869","Total",131,84,29,15,3,0
"2011","E00003875","E00003875","Total",121,64,38,16,3,0
"2011","E00003873","E00003873","Total",125,78,34,11,2,0
"2011","E00003874","E00003874","Total",120,63,39,16,2,0
"2011","E00003876","E00003876","Total",128,83,35,10,0,0
"2011","E00003878","E00003878","Total",125,65,45,13,2,0
"2011","E00003882","E00003882","Total",145,85,41,18,1,0
"2011","E00003843","E00003843","Total",151,92,45,12,2,0
"2011","E00003885","E00003885","Total",129,30,41,47,11,0
"2011","E00003886","E00003886","Total",130,49,50,28,3,0
"2011","E00003887","E00003887","Total",132,64,39,25,3,1
"2011","E00003214","E00003214","Total",109,49,44,14,2,0
"2011","E00003215","E00003215","Total",154,43,52,49,9,1
"2011","E00003217","E00003217","Total",122,36,60,24,2,0
"2011","E00003219","E00003219","Total",130,67,41,19,2,1
"2011","E00003220","E00003220","Total",108,48,34,23,3,0
"2011","E00003221","E00003221","Total",134,67,41,24,2,0
"2011","E00003186","E00003186","Total",100,69,18,12,1,0
"2011","E00003188","E00003188","Total",212,109,83,17,3,0
"2011","E00003223","E00003223","Total",118,71,41,6,0,0
"2011","E00003226","E00003226","Total",123,66,40,17,0,0
"2011","E00003227","E00003227","Total",105,82,19,3,1,0
"2011","E00003228","E00003228","Total",118,62,30,22,4,0
"2011","E00003185","E00003185","Total",121,95,20,5,1,0
"2011","E00003187","E00003187","Total",134,99,22,12,1,0
"2011","E00003222","E00003222","Total",122,77,32,11,2,0
"2011","E00003224","E00003224","Total",123,73,34,13,2,1
"2011","E00003225","E00003225","Total",122,70,37,14,1,0
"2011","E00003665","E00003665","Total",130,92,28,8,1,1
"2011","E00003667","E00003667","Total",109,78,16,14,1,0
"2011","E00003669","E00003669","Total",127,66,50,11,0,0
"2011","E00003695","E00003695","Total",116,67,39,10,0,0
"2011","E00003704","E00003704","Total",112,48,47,17,0,0
"2011","E00003709","E00003709","Total",130,65,50,13,1,1
"2011","E00003725","E00003725","Total",57,21,25,9,2,0
"2011","E00003731","E00003731","Total",120,63,41,13,3,0
"2011","E00003734","E00003734","Total",128,44,56,25,3,0
"2011","E00003736","E00003736","Total",114,36,47,28,2,1
"2011","E00003724","E00003724","Total",105,51,30,22,2,0
"2011","E00003727","E00003727","Total",103,52,34,16,1,0
"2011","E00003728","E00003728","Total",118,9,42,62,3,2
"2011","E00003730","E00003730","Total",115,62,38,13,1,1
"2011","E00003733","E00003733","Total",109,45,41,18,5,0
"2011","E00003726","E00003726","Total",128,62,43,21,2,0
"2011","E00003729","E00003729","Total",142,54,60,28,0,0
"2011","E00003732","E00003732","Total",90,26,38,26,0,0
"2011","E00003735","E00003735","Total",115,39,55,18,3,0
"2011","E00003737","E00003737","Total",102,49,37,15,1,0
"2011","E00003707","E00003707","Total",145,40,66,37,2,0
"2011","E00003716","E00003716","Total",113,45,46,19,3,0
"2011","E00003717","E00003717","Total",116,40,48,25,2,1
"2011","E00003718","E00003718","Total",149,82,44,21,2,0
"2011","E00003719","E00003719","Total",156,49,56,44,7,0
"2011","E00003708","E00003708","Total",136,40,32,59,4,1
"2011","E00003720","E00003720","Total",115,51,39,24,1,0
"2011","E00003721","E00003721","Total",114,22,55,34,3,0
"2011","E00003722","E00003722","Total",107,51,42,12,2,0
"2011","E00003723","E00003723","Total",141,97,32,9,3,0
"2011","E00003312","E00003312","Total",138,61,56,19,2,0
"2011","E00003313","E00003313","Total",123,72,38,11,2,0
"2011","E00003314","E00003314","Total",128,72,39,14,3,0
"2011","E00003315","E00003315","Total",128,67,48,12,1,0
"2011","E00003319","E00003319","Total",137,62,58,14,3,0
"2011","E00003322","E00003322","Total",126,60,40,22,3,1
"2011","E00003323","E00003323","Total",117,63,44,8,2,0
"2011","E00003325","E00003325","Total",133,63,58,12,0,0
"2011","E00003327","E00003327","Total",136,57,66,10,3,0
"2011","E00003328","E00003328","Total",130,68,43,18,1,0
"2011","E00003311","E00003311","Total",124,45,38,38,3,0
"2011","E00003316","E00003316","Total",190,33,81,70,6,0
"2011","E00003318","E00003318","Total",131,38,54,35,4,0
"2011","E00003320","E00003320","Total",134,43,61,24,6,0
"2011","E00003321","E00003321","Total",126,52,34,39,1,0
"2011","E00003294","E00003294","Total",119,56,47,14,1,1
"2011","E00003296","E00003296","Total",122,77,34,10,1,0
"2011","E00003297","E00003297","Total",126,62,42,19,2,1
"2011","E00003326","E00003326","Total",128,70,39,17,2,0
"2011","E00166110","E00166110","Total",134,86,38,10,0,0
"2011","E00166623","E00166623","Total",128,60,53,14,1,0
"2011","E00003840","E00003840","Total",122,57,50,15,0,0
"2011","E00003879","E00003879","Total",126,75,43,8,0,0
"2011","E00003880","E00003880","Total",107,77,23,6,1,0
"2011","E00003883","E00003883","Total",122,48,54,15,5,0
"2011","E00003884","E00003884","Total",134,52,62,18,2,0
"2011","E00003645","E00003645","Total",136,78,35,18,3,2
"2011","E00003647","E00003647","Total",102,31,36,33,2,0
"2011","E00003648","E00003648","Total",126,71,41,14,0,0
"2011","E00003657","E00003657","Total",142,57,64,19,2,0
"2011","E00003658","E00003658","Total",133,60,56,16,1,0
"2011","E00003660","E00003660","Total",125,18,21,79,6,1
"2011","E00003661","E00003661","Total",149,29,38,73,8,1
"2011","E00003674","E00003674","Total",125,51,34,28,11,1
"2011","E00003677","E00003677","Total",140,34,65,38,0,3
"2011","E00003681","E00003681","Total",126,29,57,35,5,0
"2011","E00003659","E00003659","Total",144,76,45,19,1,3
"2011","E00003670","E00003670","Total",218,75,66,63,13,1
"2011","E00003675","E00003675","Total",172,47,42,76,5,2
"2011","E00003676","E00003676","Total",134,65,35,30,3,1
"2011","E00003679","E00003679","Total",139,51,51,34,2,1
"2011","E00003662","E00003662","Total",128,41,58,25,4,0
"2011","E00003678","E00003678","Total",129,33,49,43,3,1
"2011","E00003680","E00003680","Total",123,67,38,16,2,0
"2011","E00003682","E00003682","Total",118,54,33,28,2,1
"2011","E00003683","E00003683","Total",133,74,44,13,2,0
"2011","E00003684","E00003684","Total",147,42,65,37,3,0
"2011","E00003291","E00003291","Total",129,71,45,12,0,1
"2011","E00003302","E00003302","Total",118,91,21,5,1,0
"2011","E00003308","E00003308","Total",140,81,44,14,1,0
"2011","E00003309","E00003309","Total",126,68,45,10,2,1
"2011","E00003310","E00003310","Total",133,85,34,10,4,0
"2011","E00003293","E00003293","Total",123,43,49,25,5,1
"2011","E00003295","E00003295","Total",124,57,42,24,1,0
"2011","E00003299","E00003299","Total",103,37,48,16,2,0
"2011","E00003300","E00003300","Total",127,58,49,16,2,2
"2011","E00003324","E00003324","Total",141,89,33,17,2,0
"2011","E00003285","E00003285","Total",121,46,53,21,1,0
"2011","E00003289","E00003289","Total",121,66,42,11,2,0
"2011","E00003290","E00003290","Total",140,87,38,12,3,0
"2011","E00003292","E00003292","Total",129,15,23,83,7,1
"2011","E00003298","E00003298","Total",137,96,32,7,1,1
"2011","E00003286","E00003286","Total",129,86,29,11,3,0
"2011","E00003304","E00003304","Total",124,42,59,21,2,0
"2011","E00003305","E00003305","Total",139,65,43,28,3,0
"2011","E00003306","E00003306","Total",141,38,63,34,5,1
"2011","E00003307","E00003307","Total",123,57,50,16,0,0
"2011","E00003287","E00003287","Total",134,88,38,7,0,1
"2011","E00003288","E00003288","Total",132,78,46,8,0,0
"2011","E00003301","E00003301","Total",116,65,30,19,2,0
"2011","E00003303","E00003303","Total",122,66,36,18,2,0
"2011","E00003174","E00003174","Total",123,64,44,13,1,1
"2011","E00003176","E00003176","Total",131,43,62,26,0,0
"2011","E00003177","E00003177","Total",113,50,43,19,1,0
"2011","E00003178","E00003178","Total",119,50,49,18,1,1
"2011","E00003172","E00003172","Total",131,52,49,28,1,1
"2011","E00003173","E00003173","Total",124,51,46,24,3,0
"2011","E00003179","E00003179","Total",118,49,47,18,4,0
"2011","E00003180","E00003180","Total",121,58,46,17,0,0
"2011","E00003160","E00003160","Total",120,76,34,10,0,0
"2011","E00003163","E00003163","Total",127,57,46,20,4,0
"2011","E00003181","E00003181","Total",144,78,46,15,4,1
"2011","E00003182","E00003182","Total",126,59,51,15,1,0
"2011","E00003155","E00003155","Total",142,55,46,39,2,0
"2011","E00003156","E00003156","Total",122,49,49,22,1,1
"2011","E00003157","E00003157","Total",147,62,61,22,1,1
"2011","E00003161","E00003161","Total",142,33,72,34,3,0
"2011","E00003162","E00003162","Total",121,16,30,68,7,0
"2011","E00003165","E00003165","Total",129,62,40,24,3,0
"2011","E00003166","E00003166","Total",147,75,51,18,3,0
"2011","E00003167","E00003167","Total",129,71,35,21,2,0
"2011","E00003171","E00003171","Total",115,52,44,18,1,0
"2011","E00004003","E00004003","Total",144,74,49,14,7,0
"2011","E00004007","E00004007","Total",120,52,43,19,6,0
"2011","E00004009","E00004009","Total",114,68,33,10,3,0
"2011","E00004010","E00004010","Total",107,25,51,25,6,0
"2011","E00004018","E00004018","Total",107,52,39,15,1,0
"2011","E00004006","E00004006","Total",110,51,45,13,1,0
"2011","E00004008","E00004008","Total",103,55,25,19,4,0
"2011","E00004011","E00004011","Total",117,70,39,8,0,0
"2011","E00004013","E00004013","Total",115,72,28,14,1,0
"2011","E00004014","E00004014","Total",123,64,33,23,3,0
"2011","E00003991","E00003991","Total",146,31,27,80,5,3
"2011","E00003993","E00003993","Total",90,30,32,24,4,0
"2011","E00004015","E00004015","Total",85,2,23,49,10,1
"2011","E00004017","E00004017","Total",189,49,75,54,9,2
"2011","E00004020","E00004020","Total",117,11,44,52,7,3
"2011","E00004022","E00004022","Total",113,30,44,33,6,0
