OA11CD,No cars or vans,One car or van,Two cars or vans,Three cars or vans,Four cars or vans
E00016746,41.891891891891895,43.24324324324324,13.513513513513514,1.3513513513513513,0.0
E00016751,44.09448818897638,40.94488188976378,13.385826771653543,0.7874015748031497,0.7874015748031497
E00016754,40.458015267175576,47.32824427480916,11.450381679389313,0.7633587786259542,0.0
E00016757,29.05982905982906,54.7008547008547,13.675213675213675,1.7094017094017093,0.8547008547008547
E00016732,56.36363636363637,35.15151515151515,8.484848484848484,0.0,0.0
E00016735,38.1578947368421,48.026315789473685,11.842105263157896,1.3157894736842106,0.6578947368421053
E00016741,48.484848484848484,40.90909090909091,9.090909090909092,0.7575757575757576,0.7575757575757576
E00016742,48.0,44.0,7.333333333333333,0.6666666666666666,0.0
E00016733,33.07692307692308,50.0,12.307692307692308,4.615384615384615,0.0
E00016734,36.440677966101696,52.54237288135593,9.322033898305085,0.847457627118644,0.847457627118644
E00016743,30.76923076923077,50.427350427350426,14.52991452991453,3.4188034188034186,0.8547008547008547
E00016744,33.07692307692308,45.38461538461539,17.692307692307693,3.8461538461538463,0.0
E00016747,57.89473684210526,36.8421052631579,4.385964912280702,0.8771929824561403,0.0
E00016261,29.41176470588235,51.260504201680675,16.80672268907563,0.8403361344537815,1.680672268907563
E00016282,39.310344827586206,43.44827586206897,13.793103448275861,3.4482758620689653,0.0
E00016288,35.19553072625698,54.18994413407821,8.938547486033519,1.1173184357541899,0.5586592178770949
E00016289,39.2,43.2,15.2,2.4,0.0
E00016294,28.925619834710744,38.84297520661157,23.96694214876033,7.43801652892562,0.8264462809917356
E00016260,25.179856115107913,50.35971223021583,17.26618705035971,5.755395683453237,1.4388489208633093
E00016262,37.27272727272727,46.36363636363637,15.454545454545455,0.0,0.9090909090909091
E00016266,26.515151515151516,47.72727272727273,18.939393939393938,5.303030303030303,1.5151515151515151
E00016267,30.392156862745097,46.07843137254902,19.607843137254903,2.9411764705882355,0.9803921568627451
