"date","geography","geography code","Rural Urban","Central Heating: All categories: Type of central heating in household; measures: Value","Central Heating: Does not have central heating; measures: Value","Central Heating: Does have central heating; measures: Value","Central Heating: Occupancy rating (rooms) of -1 or less; measures: Value","Central Heating: Occupancy rating (bedrooms) of -1 or less; measures: Value","Central Heating: Average household size; measures: Value","Central Heating: Average number of rooms per household; measures: Value","Central Heating: Average number of bedrooms per household; measures: Value"
"2011","E00021025","E00021025","Total",137,12,125,17,12,2.0,3.9,1.9
"2011","E00021016","E00021016","Total",125,3,122,10,7,2.5,4.9,2.6
"2011","E00021019","E00021019","Total",127,3,124,6,5,2.5,5.1,2.6
"2011","E00021022","E00021022","Total",121,4,117,5,5,2.8,6.0,3.2
"2011","E00021027","E00021027","Total",147,0,147,13,5,2.8,6.5,3.4
"2011","E00021006","E00021006","Total",132,4,128,11,5,2.4,4.7,2.4
"2011","E00021007","E00021007","Total",168,3,165,22,7,2.6,5.2,2.8
"2011","E00021030","E00021030","Total",131,1,130,18,10,2.0,4.3,2.2
"2011","E00021031","E00021031","Total",130,4,126,1,1,2.4,5.6,2.8
"2011","E00021032","E00021032","Total",129,2,127,5,3,2.1,4.6,2.5
"2011","E00021009","E00021009","Total",108,0,108,21,16,2.8,4.5,2.5
"2011","E00021015","E00021015","Total",121,6,115,5,3,2.7,5.6,2.9
"2011","E00021021","E00021021","Total",133,6,127,17,8,2.1,4.5,2.1
"2011","E00021023","E00021023","Total",114,7,107,5,5,2.5,5.5,2.8
"2011","E00021035","E00021035","Total",107,4,103,25,6,2.1,4.0,2.2
"2011","E00020535","E00020535","Total",148,3,145,13,10,2.8,5.1,2.8
"2011","E00020536","E00020536","Total",119,0,119,9,4,2.6,5.1,2.8
"2011","E00020544","E00020544","Total",121,15,106,15,3,1.8,4.4,2.1
"2011","E00020547","E00020547","Total",112,2,110,11,6,2.4,5.1,2.6
"2011","E00020548","E00020548","Total",116,1,115,6,3,2.4,5.5,2.8
"2011","E00020541","E00020541","Total",137,3,134,8,6,2.5,5.1,2.6
"2011","E00020546","E00020546","Total",128,1,127,10,7,2.3,4.7,2.4
"2011","E00020549","E00020549","Total",125,4,121,7,2,2.5,5.9,2.8
"2011","E00020551","E00020551","Total",129,2,127,9,5,2.7,5.6,2.9
"2011","E00020554","E00020554","Total",110,3,107,8,4,2.5,5.4,2.8
"2011","E00020537","E00020537","Total",133,5,128,15,10,2.8,5.1,2.8
"2011","E00020538","E00020538","Total",138,7,131,12,5,2.4,4.8,2.3
"2011","E00020539","E00020539","Total",146,7,139,32,5,2.3,4.4,2.3
"2011","E00020540","E00020540","Total",150,1,149,21,10,2.3,4.4,2.1
"2011","E00020543","E00020543","Total",119,3,116,24,5,2.0,4.1,2.0
"2011","E00020534","E00020534","Total",122,2,120,5,2,2.7,5.7,2.9
"2011","E00020550","E00020550","Total",120,1,119,5,2,3.0,6.3,3.3
"2011","E00020552","E00020552","Total",124,3,121,2,4,2.9,6.1,3.0
"2011","E00020556","E00020556","Total",123,2,121,0,1,2.9,6.5,3.3
"2011","E00020542","E00020542","Total",123,1,122,4,5,2.8,6.3,3.1
"2011","E00020545","E00020545","Total",124,4,120,9,3,2.8,6.2,3.2
"2011","E00020553","E00020553","Total",132,1,131,4,3,2.4,5.5,2.9
"2011","E00020555","E00020555","Total",127,0,127,2,0,2.6,5.8,3.1
"2011","E00020531","E00020531","Total",125,2,123,6,5,2.7,5.9,3.1
"2011","E00020533","E00020533","Total",128,4,124,3,6,2.5,4.9,2.5
"2011","E00020559","E00020559","Total",102,3,99,6,4,2.1,4.3,2.1
"2011","E00020561","E00020561","Total",151,4,147,10,8,2.5,5.1,2.5
"2011","E00020562","E00020562","Total",109,6,103,3,4,2.3,4.9,2.5
"2011","E00020532","E00020532","Total",119,1,118,7,8,3.0,6.1,3.2
"2011","E00020557","E00020557","Total",129,3,126,3,5,2.9,6.1,3.1
"2011","E00020558","E00020558","Total",132,2,130,9,6,2.8,5.3,2.9
"2011","E00020560","E00020560","Total",116,1,115,5,6,2.7,6.0,3.1
"2011","E00020823","E00020823","Total",102,7,95,33,16,2.1,4.1,2.0
"2011","E00020827","E00020827","Total",177,18,159,68,10,1.7,3.5,1.7
"2011","E00020849","E00020849","Total",97,1,96,5,5,2.6,6.0,3.0
"2011","E00020855","E00020855","Total",114,5,109,29,5,1.6,3.7,1.7
"2011","E00020856","E00020856","Total",122,6,116,3,1,2.2,5.0,2.3
"2011","E00020857","E00020857","Total",151,6,145,27,11,1.9,3.6,1.7
"2011","E00020831","E00020831","Total",154,17,137,57,9,1.4,2.9,1.3
"2011","E00020835","E00020835","Total",123,15,108,43,12,1.6,3.2,1.4
"2011","E00020836","E00020836","Total",81,7,74,17,7,2.4,4.0,2.1
"2011","E00020837","E00020837","Total",127,4,123,23,5,2.2,4.2,2.2
"2011","E00020841","E00020841","Total",125,4,121,27,17,2.7,4.5,2.4
"2011","E00020845","E00020845","Total",136,2,134,25,17,2.2,4.0,2.1
"2011","E00020819","E00020819","Total",146,12,134,25,9,1.9,3.9,1.9
"2011","E00020832","E00020832","Total",78,1,77,16,10,2.8,5.2,2.8
"2011","E00020833","E00020833","Total",128,3,125,12,8,2.2,4.2,2.1
"2011","E00020839","E00020839","Total",120,2,118,14,3,1.7,3.8,1.7
"2011","E00020840","E00020840","Total",106,3,103,16,9,2.2,4.0,1.9
"2011","E00020847","E00020847","Total",146,4,142,39,12,2.2,4.3,2.2
"2011","E00020821","E00020821","Total",117,3,114,9,5,2.2,4.8,2.3
"2011","E00020838","E00020838","Total",116,0,116,28,14,2.1,3.9,1.9
"2011","E00020843","E00020843","Total",123,2,121,17,10,1.7,3.9,1.8
"2011","E00020848","E00020848","Total",136,2,134,23,16,2.3,4.6,2.2
"2011","E00020850","E00020850","Total",119,4,115,35,24,2.0,3.5,1.6
"2011","E00166822","E00166822","Total",68,2,66,17,8,2.1,3.8,1.9
"2011","E00166823","E00166823","Total",105,0,105,24,3,1.4,3.5,1.5
"2011","E00166824","E00166824","Total",158,2,156,96,10,1.7,2.7,1.5
"2011","E00166825","E00166825","Total",110,12,98,58,6,1.7,2.9,1.5
"2011","E00020862","E00020862","Total",137,5,132,4,3,2.2,5.5,2.8
"2011","E00020877","E00020877","Total",155,4,151,12,6,2.2,5.1,2.6
"2011","E00020882","E00020882","Total",127,3,124,7,4,1.8,4.4,2.2
"2011","E00020885","E00020885","Total",127,7,120,22,10,2.1,4.2,2.0
"2011","E00020888","E00020888","Total",135,7,128,12,11,1.9,4.2,2.0
"2011","E00020889","E00020889","Total",132,2,130,20,13,2.3,4.4,2.2
"2011","E00020634","E00020634","Total",138,3,135,11,4,2.5,5.6,2.9
"2011","E00020656","E00020656","Total",120,3,117,2,2,2.6,6.0,3.0
"2011","E00020658","E00020658","Total",139,4,135,4,6,2.7,5.9,3.0
"2011","E00020661","E00020661","Total",134,4,130,6,4,2.4,6.1,3.0
"2011","E00020636","E00020636","Total",117,6,111,14,8,2.2,4.6,2.2
"2011","E00020639","E00020639","Total",139,3,136,8,7,2.6,5.2,2.5
"2011","E00020640","E00020640","Total",126,5,121,11,7,2.1,5.1,2.5
"2011","E00020641","E00020641","Total",120,6,114,12,5,2.1,4.8,2.3
"2011","E00020642","E00020642","Total",114,15,99,22,10,1.8,3.8,1.7
"2011","E00020645","E00020645","Total",118,5,113,13,6,2.0,4.0,2.0
"2011","E00020820","E00020820","Total",123,5,118,11,9,2.3,4.7,2.3
"2011","E00020826","E00020826","Total",125,4,121,14,11,2.2,4.4,2.1
"2011","E00020834","E00020834","Total",101,11,90,8,6,1.9,4.1,2.0
"2011","E00020842","E00020842","Total",113,3,110,4,1,2.1,5.2,2.5
"2011","E00020846","E00020846","Total",122,9,113,31,8,2.5,4.2,2.2
"2011","E00020854","E00020854","Total",113,2,111,21,8,2.3,4.5,2.3
"2011","E00020818","E00020818","Total",118,8,110,7,2,1.9,4.8,2.1
"2011","E00020822","E00020822","Total",125,4,121,18,9,2.5,5.0,2.5
"2011","E00020825","E00020825","Total",107,3,104,4,2,2.6,6.0,3.0
"2011","E00020828","E00020828","Total",126,2,124,24,6,2.1,4.0,2.0
"2011","E00020830","E00020830","Total",119,2,117,7,2,2.3,4.9,2.6
"2011","E00020978","E00020978","Total",137,6,131,9,5,2.9,5.6,3.1
"2011","E00020988","E00020988","Total",106,3,103,9,8,2.8,5.5,2.9
"2011","E00020991","E00020991","Total",113,3,110,2,0,2.8,5.8,3.2
"2011","E00020992","E00020992","Total",105,3,102,1,2,2.7,6.0,3.2
"2011","E00020995","E00020995","Total",118,6,112,8,4,2.5,5.5,2.8
"2011","E00020824","E00020824","Total",128,6,122,13,3,2.0,4.5,2.2
"2011","E00020844","E00020844","Total",121,5,116,20,13,2.4,4.3,2.1
"2011","E00020851","E00020851","Total",123,5,118,6,4,2.2,4.8,2.3
"2011","E00020852","E00020852","Total",128,5,123,6,6,2.5,5.3,2.7
"2011","E00020853","E00020853","Total",126,3,123,9,7,2.5,4.9,2.5
"2011","E00020863","E00020863","Total",125,5,120,8,9,2.5,5.0,2.4
"2011","E00020864","E00020864","Total",140,0,140,45,14,2.0,3.7,1.7
"2011","E00020880","E00020880","Total",117,8,109,10,7,2.7,5.3,2.7
"2011","E00020884","E00020884","Total",144,7,137,17,12,2.5,4.8,2.5
"2011","E00020886","E00020886","Total",117,3,114,10,9,2.7,5.1,2.8
"2011","E00020929","E00020929","Total",128,1,127,10,7,2.5,5.2,2.6
"2011","E00020944","E00020944","Total",115,9,106,6,8,2.5,5.3,2.7
"2011","E00020945","E00020945","Total",131,3,128,4,2,2.3,5.1,2.6
"2011","E00020946","E00020946","Total",117,3,114,5,4,2.4,5.3,2.7
"2011","E00020947","E00020947","Total",138,2,136,13,7,2.5,5.3,2.7
"2011","E00020949","E00020949","Total",134,1,133,4,2,2.4,5.2,2.6
"2011","E00020950","E00020950","Total",152,8,144,21,9,2.4,5.1,2.7
"2011","E00020951","E00020951","Total",146,21,125,16,10,2.0,4.1,2.0
"2011","E00020954","E00020954","Total",126,5,121,18,11,2.0,4.5,2.1
"2011","E00020959","E00020959","Total",114,1,113,2,1,2.9,6.3,3.3
"2011","E00020930","E00020930","Total",119,1,118,10,3,2.3,5.0,2.6
"2011","E00020931","E00020931","Total",126,1,125,4,2,2.6,5.3,2.7
"2011","E00020948","E00020948","Total",120,2,118,11,8,2.4,4.6,2.3
"2011","E00020955","E00020955","Total",108,2,106,9,3,2.3,4.7,2.4
"2011","E00020957","E00020957","Total",121,0,121,6,3,2.6,5.3,2.8
"2011","E00020647","E00020647","Total",118,0,118,3,5,2.6,5.6,2.8
"2011","E00020648","E00020648","Total",147,6,141,7,7,2.8,5.3,2.7
"2011","E00020652","E00020652","Total",121,1,120,3,3,2.8,6.5,3.4
"2011","E00020653","E00020653","Total",119,3,116,5,4,2.7,6.3,3.2
"2011","E00020654","E00020654","Total",120,2,118,18,6,2.4,5.3,2.8
"2011","E00020649","E00020649","Total",124,1,123,5,2,2.6,6.7,3.5
"2011","E00020650","E00020650","Total",124,5,119,19,7,2.1,4.8,2.4
"2011","E00020651","E00020651","Total",120,1,119,8,2,2.5,6.2,3.2
"2011","E00020655","E00020655","Total",136,4,132,14,8,2.6,5.8,3.0
"2011","E00020632","E00020632","Total",92,1,91,18,10,2.3,4.2,2.1
"2011","E00020633","E00020633","Total",119,7,112,10,3,1.9,4.6,2.1
"2011","E00020635","E00020635","Total",128,7,121,17,4,1.9,4.5,2.4
"2011","E00020657","E00020657","Total",123,4,119,3,2,2.2,5.2,2.4
"2011","E00020659","E00020659","Total",127,3,124,19,6,2.2,4.5,2.1
"2011","E00020663","E00020663","Total",122,5,117,9,3,1.7,3.8,1.9
"2011","E00020638","E00020638","Total",133,3,130,3,2,2.6,5.9,2.9
"2011","E00020646","E00020646","Total",123,7,116,11,8,2.5,4.9,2.5
"2011","E00020660","E00020660","Total",139,0,139,2,1,2.5,6.4,3.2
"2011","E00020662","E00020662","Total",141,4,137,9,4,2.5,5.7,2.8
"2011","E00020631","E00020631","Total",112,1,111,2,1,2.8,6.9,3.4
"2011","E00020637","E00020637","Total",152,2,150,29,3,2.2,4.6,2.4
"2011","E00020643","E00020643","Total",141,1,140,12,5,2.6,5.4,2.8
"2011","E00020644","E00020644","Total",151,4,147,6,4,2.4,5.9,3.1
"2011","E00020694","E00020694","Total",148,10,138,20,8,2.1,4.6,2.3
"2011","E00020716","E00020716","Total",137,6,131,2,2,2.7,6.2,3.2
"2011","E00020717","E00020717","Total",204,10,194,49,13,2.0,4.2,2.1
"2011","E00020718","E00020718","Total",162,8,154,11,6,2.4,5.4,2.7
"2011","E00020720","E00020720","Total",139,5,134,6,3,2.4,5.3,2.7
"2011","E00020712","E00020712","Total",120,1,119,7,5,3.1,5.9,3.3
"2011","E00020713","E00020713","Total",114,0,114,5,4,2.9,5.8,3.1
"2011","E00020714","E00020714","Total",145,6,139,8,6,2.3,5.6,2.8
"2011","E00020715","E00020715","Total",136,4,132,1,7,2.7,5.9,3.0
"2011","E00020719","E00020719","Total",63,2,61,29,1,1.6,3.5,1.9
"2011","E00020693","E00020693","Total",143,2,141,15,6,2.3,4.9,2.5
"2011","E00020695","E00020695","Total",137,0,137,1,1,2.4,7.1,3.4
"2011","E00020696","E00020696","Total",129,1,128,1,0,2.5,7.5,3.8
"2011","E00020699","E00020699","Total",122,0,122,1,2,2.9,7.1,3.8
"2011","E00020721","E00020721","Total",137,1,136,7,3,2.2,5.8,2.9
"2011","E00020725","E00020725","Total",127,2,125,5,1,2.6,5.4,2.9
"2011","E00020748","E00020748","Total",125,2,123,1,1,2.7,6.1,3.3
"2011","E00020750","E00020750","Total",149,1,148,6,7,3.0,7.0,3.7
"2011","E00020751","E00020751","Total",146,2,144,1,4,2.8,6.9,3.7
"2011","E00020936","E00020936","Total",113,2,111,3,1,2.8,6.7,3.4
"2011","E00020938","E00020938","Total",106,0,106,1,3,2.7,7.1,3.7
"2011","E00020963","E00020963","Total",107,0,107,2,1,3.0,6.6,3.5
"2011","E00020965","E00020965","Total",126,0,126,6,2,2.8,6.8,3.6
"2011","E00020572","E00020572","Total",126,2,124,6,4,3.0,6.7,3.7
"2011","E00020576","E00020576","Total",142,1,141,3,1,2.7,6.9,3.5
"2011","E00020583","E00020583","Total",115,0,115,2,3,2.9,7.3,3.8
"2011","E00020586","E00020586","Total",139,0,139,4,3,2.6,7.0,3.5
"2011","E00021003","E00021003","Total",128,1,127,18,5,2.3,5.5,2.7
"2011","E00021004","E00021004","Total",213,18,195,63,14,1.9,3.6,1.8
"2011","E00021005","E00021005","Total",148,6,142,19,9,2.5,5.8,2.9
"2011","E00021010","E00021010","Total",150,8,142,16,7,2.3,4.8,2.4
"2011","E00021026","E00021026","Total",112,3,109,3,2,2.7,6.0,3.2
"2011","E00021001","E00021001","Total",136,4,132,6,7,2.9,6.1,3.1
"2011","E00021002","E00021002","Total",131,3,128,45,7,1.9,4.0,2.1
"2011","E00021011","E00021011","Total",123,6,117,31,8,2.0,4.4,2.2
"2011","E00021028","E00021028","Total",141,6,135,16,5,2.2,5.0,2.5
"2011","E00021029","E00021029","Total",133,5,128,9,4,1.9,4.4,2.0
"2011","E00021042","E00021042","Total",128,8,120,20,11,2.5,5.3,2.8
"2011","E00021046","E00021046","Total",143,9,134,19,6,1.9,4.1,2.1
"2011","E00021049","E00021049","Total",114,12,102,10,5,2.1,4.6,2.1
"2011","E00021065","E00021065","Total",148,9,139,26,5,1.9,4.3,2.0
"2011","E00021066","E00021066","Total",143,11,132,30,14,2.2,4.0,1.9
"2011","E00021068","E00021068","Total",112,8,104,19,6,2.2,4.8,2.4
"2011","E00021070","E00021070","Total",162,6,156,35,20,1.8,3.7,1.7
"2011","E00021037","E00021037","Total",121,7,114,12,5,2.6,6.2,3.2
"2011","E00021044","E00021044","Total",120,12,108,17,1,2.3,5.5,2.8
"2011","E00021051","E00021051","Total",128,2,126,4,4,2.7,6.0,3.1
"2011","E00021054","E00021054","Total",87,2,85,1,1,2.9,6.8,3.4
"2011","E00021055","E00021055","Total",143,6,137,14,8,2.6,6.0,3.1
"2011","E00020903","E00020903","Total",111,5,106,7,6,2.0,4.5,2.2
"2011","E00020906","E00020906","Total",162,7,155,30,13,1.6,3.7,1.7
"2011","E00020908","E00020908","Total",113,4,109,15,4,1.9,4.2,2.3
"2011","E00020909","E00020909","Total",131,11,120,15,4,1.8,3.9,2.0
"2011","E00020911","E00020911","Total",105,3,102,15,3,1.8,3.9,1.9
"2011","E00020912","E00020912","Total",101,3,98,23,5,1.6,3.7,1.7
"2011","E00020917","E00020917","Total",126,1,125,15,10,1.8,4.0,1.9
"2011","E00020893","E00020893","Total",100,3,97,6,4,2.0,4.0,2.0
"2011","E00020894","E00020894","Total",117,2,115,31,6,2.0,4.1,2.1
"2011","E00020915","E00020915","Total",115,5,110,10,5,1.6,3.7,1.7
"2011","E00020918","E00020918","Total",119,5,114,15,6,1.8,4.0,2.1
"2011","E00020922","E00020922","Total",131,5,126,19,4,2.1,4.9,2.7
"2011","E00020923","E00020923","Total",125,2,123,27,5,1.9,4.0,2.0
"2011","E00020925","E00020925","Total",115,3,112,15,8,1.8,4.0,1.9
"2011","E00020932","E00020932","Total",115,5,110,12,3,1.4,3.5,1.5
"2011","E00020933","E00020933","Total",135,4,131,27,9,2.0,4.0,2.0
"2011","E00020934","E00020934","Total",151,7,144,32,14,1.9,3.7,1.7
"2011","E00020937","E00020937","Total",124,8,116,24,8,1.7,3.7,1.7
"2011","E00020939","E00020939","Total",122,7,115,23,10,1.9,3.8,1.8
"2011","E00020961","E00020961","Total",123,5,118,16,10,1.9,4.0,1.9
"2011","E00020964","E00020964","Total",122,2,120,25,8,2.0,3.7,1.9
"2011","E00020935","E00020935","Total",105,1,104,5,6,2.3,5.5,2.8
"2011","E00020940","E00020940","Total",121,9,112,36,7,1.6,3.2,1.5
"2011","E00020941","E00020941","Total",123,2,121,8,6,2.4,5.5,2.9
"2011","E00020942","E00020942","Total",114,1,113,8,5,2.0,5.1,2.7
"2011","E00020943","E00020943","Total",125,2,123,15,8,1.8,4.0,1.9
"2011","E00020966","E00020966","Total",108,5,103,22,5,2.3,5.2,2.8
"2011","E00020952","E00020952","Total",134,5,129,20,8,2.1,4.3,2.2
"2011","E00020953","E00020953","Total",126,2,124,18,6,2.0,4.1,2.1
"2011","E00020956","E00020956","Total",126,6,120,22,13,1.7,3.5,1.5
"2011","E00020958","E00020958","Total",121,13,108,15,9,2.2,4.4,2.1
"2011","E00020960","E00020960","Total",121,1,120,14,7,2.1,4.3,2.2
"2011","E00020962","E00020962","Total",117,4,113,24,5,2.0,4.0,2.0
"2011","E00020567","E00020567","Total",46,0,46,10,8,2.8,4.4,2.4
"2011","E00020579","E00020579","Total",198,1,197,42,26,2.6,4.1,2.1
"2011","E00020581","E00020581","Total",135,0,135,22,15,2.4,4.1,2.0
"2011","E00020582","E00020582","Total",94,1,93,14,13,2.3,4.5,2.3
"2011","E00020584","E00020584","Total",139,2,137,12,10,1.7,4.1,1.9
"2011","E00020564","E00020564","Total",210,0,210,35,19,2.7,4.9,2.6
"2011","E00020569","E00020569","Total",137,4,133,10,7,2.6,6.5,3.0
"2011","E00020594","E00020594","Total",119,1,118,10,8,3.0,5.7,3.0
"2011","E00020595","E00020595","Total",126,6,120,9,6,2.5,5.4,2.8
"2011","E00020565","E00020565","Total",182,0,182,33,16,2.7,4.2,2.2
"2011","E00020571","E00020571","Total",140,0,140,29,19,2.0,3.9,1.8
"2011","E00020575","E00020575","Total",127,1,126,22,11,2.5,4.5,2.2
"2011","E00020577","E00020577","Total",154,2,152,32,20,2.3,4.5,2.2
"2011","E00020580","E00020580","Total",130,1,129,28,12,2.9,4.5,2.5
"2011","E00020566","E00020566","Total",88,0,88,28,8,2.6,4.0,2.2
"2011","E00020570","E00020570","Total",88,4,84,40,8,1.8,3.5,1.8
"2011","E00020573","E00020573","Total",140,0,140,23,18,2.6,4.3,2.2
"2011","E00020574","E00020574","Total",99,0,99,27,6,2.3,4.2,2.2
"2011","E00020578","E00020578","Total",134,0,134,30,18,2.4,3.7,1.9
"2011","E00021062","E00021062","Total",136,1,135,9,6,2.9,5.6,3.0
"2011","E00021063","E00021063","Total",131,12,119,13,10,2.1,4.3,2.1
"2011","E00021064","E00021064","Total",144,6,138,14,5,2.2,4.3,2.2
"2011","E00021067","E00021067","Total",125,4,121,16,10,2.3,4.7,2.5
"2011","E00021069","E00021069","Total",117,6,111,16,8,2.4,4.5,2.2
"2011","E00020672","E00020672","Total",131,6,125,1,3,2.7,7.4,3.8
"2011","E00020673","E00020673","Total",100,0,100,4,2,2.7,6.7,3.3
"2011","E00020674","E00020674","Total",126,2,124,8,4,2.9,6.4,3.4
"2011","E00020675","E00020675","Total",87,0,87,1,0,2.6,6.6,3.3
"2011","E00020676","E00020676","Total",107,4,103,3,1,2.7,6.2,3.0
"2011","E00020678","E00020678","Total",102,1,101,10,3,2.5,5.4,2.8
"2011","E00020680","E00020680","Total",134,2,132,11,7,2.8,5.4,2.8
"2011","E00020681","E00020681","Total",130,3,127,6,4,2.5,5.4,2.7
"2011","E00020684","E00020684","Total",136,3,133,8,6,2.5,5.8,2.8
"2011","E00020687","E00020687","Total",117,3,114,13,10,2.0,4.0,1.9
"2011","E00021036","E00021036","Total",126,8,118,10,9,1.8,4.1,1.8
"2011","E00021039","E00021039","Total",146,7,139,18,6,2.0,4.5,2.2
"2011","E00021045","E00021045","Total",144,3,141,29,3,1.5,3.6,1.7
"2011","E00021047","E00021047","Total",116,7,109,12,7,1.8,4.0,1.9
"2011","E00021048","E00021048","Total",122,5,117,18,9,1.9,3.8,1.8
"2011","E00021050","E00021050","Total",133,6,127,28,16,2.1,3.9,2.0
"2011","E00021052","E00021052","Total",124,10,114,16,9,1.8,4.1,2.0
"2011","E00021041","E00021041","Total",145,0,145,1,1,2.7,7.9,4.1
"2011","E00021043","E00021043","Total",122,0,122,6,2,2.9,7.0,3.6
"2011","E00021053","E00021053","Total",120,0,120,2,2,2.9,7.6,3.8
"2011","E00021056","E00021056","Total",106,2,104,2,0,2.7,7.1,3.6
"2011","E00021058","E00021058","Total",123,1,122,0,3,2.4,6.6,3.2
"2011","E00021038","E00021038","Total",185,7,178,30,8,1.8,3.9,1.9
"2011","E00021040","E00021040","Total",122,1,121,12,2,2.3,6.0,3.0
"2011","E00021057","E00021057","Total",98,4,94,17,9,2.3,4.5,2.2
"2011","E00021059","E00021059","Total",105,11,94,12,6,2.0,4.4,2.3
"2011","E00021060","E00021060","Total",122,5,117,4,5,2.4,6.2,3.2
"2011","E00021061","E00021061","Total",124,9,115,12,3,2.0,4.4,2.2
"2011","E00020614","E00020614","Total",135,3,132,18,10,2.0,3.9,1.8
"2011","E00020615","E00020615","Total",142,0,142,26,15,2.2,3.8,1.8
"2011","E00020617","E00020617","Total",137,3,134,33,20,2.4,3.9,1.9
"2011","E00020620","E00020620","Total",126,4,122,22,7,2.1,4.2,2.2
"2011","E00020601","E00020601","Total",98,4,94,21,3,1.5,3.2,1.3
"2011","E00020603","E00020603","Total",134,10,124,38,9,1.8,3.7,1.7
"2011","E00020606","E00020606","Total",155,11,144,28,13,1.9,3.8,1.8
"2011","E00020607","E00020607","Total",128,0,128,22,6,2.0,4.8,2.3
"2011","E00020608","E00020608","Total",111,19,92,18,10,2.0,4.1,2.0
"2011","E00020610","E00020610","Total",130,28,102,16,2,1.9,3.7,1.9
"2011","E00020891","E00020891","Total",184,9,175,70,3,1.3,2.9,1.2
"2011","E00020895","E00020895","Total",139,8,131,31,6,1.3,3.1,1.3
"2011","E00020898","E00020898","Total",101,10,91,36,4,1.6,3.1,1.5
"2011","E00020899","E00020899","Total",103,1,102,21,10,1.9,3.7,1.8
"2011","E00020902","E00020902","Total",108,5,103,35,12,1.8,3.3,1.7
"2011","E00020904","E00020904","Total",171,4,167,22,11,1.8,3.7,1.7
"2011","E00020905","E00020905","Total",130,1,129,11,5,2.1,4.4,2.2
"2011","E00020896","E00020896","Total",136,1,135,16,4,2.2,5.3,2.8
"2011","E00020897","E00020897","Total",103,2,101,18,6,1.9,3.7,1.6
"2011","E00020901","E00020901","Total",162,12,150,26,17,1.9,3.7,1.7
"2011","E00020907","E00020907","Total",143,5,138,29,8,1.8,3.5,1.7
"2011","E00020927","E00020927","Total",120,5,115,9,3,2.3,5.0,2.5
"2011","E00020928","E00020928","Total",126,4,122,33,5,2.0,3.8,2.0
"2011","E00020892","E00020892","Total",158,2,156,14,10,2.0,4.1,2.1
"2011","E00020914","E00020914","Total",117,0,117,8,4,2.3,5.5,2.9
"2011","E00020919","E00020919","Total",143,4,139,11,8,1.8,3.7,1.7
"2011","E00020920","E00020920","Total",128,3,125,30,14,1.9,3.9,1.9
"2011","E00020921","E00020921","Total",119,16,103,41,7,1.8,3.8,1.9
"2011","E00020924","E00020924","Total",123,7,116,11,7,1.9,4.0,2.0
"2011","E00020926","E00020926","Total",115,5,110,9,6,1.5,3.4,1.4
"2011","E00020622","E00020622","Total",118,0,118,2,3,2.8,7.3,3.8
"2011","E00020625","E00020625","Total",118,1,117,0,1,2.5,6.4,3.3
"2011","E00020626","E00020626","Total",121,1,120,1,1,2.6,7.1,3.7
"2011","E00020629","E00020629","Total",117,0,117,2,3,2.9,7.4,3.9
"2011","E00020599","E00020599","Total",121,11,110,19,6,1.9,4.3,2.0
"2011","E00020604","E00020604","Total",115,0,115,0,2,2.7,8.2,4.0
"2011","E00020609","E00020609","Total",111,0,111,1,0,2.5,7.2,3.6
"2011","E00020618","E00020618","Total",121,4,117,8,7,2.3,5.5,2.7
"2011","E00020621","E00020621","Total",117,1,116,1,2,2.9,7.9,3.9
"2011","E00020677","E00020677","Total",146,6,140,10,8,2.6,6.1,3.1
"2011","E00020679","E00020679","Total",121,2,119,2,1,3.2,6.9,3.6
"2011","E00020682","E00020682","Total",129,3,126,1,0,2.8,7.4,3.7
"2011","E00020685","E00020685","Total",130,0,130,9,9,2.7,5.7,3.0
"2011","E00020690","E00020690","Total",121,0,121,6,6,2.7,6.3,3.2
"2011","E00020665","E00020665","Total",127,0,127,0,1,2.9,8.5,4.3
"2011","E00020666","E00020666","Total",135,0,135,4,3,3.0,8.0,4.1
"2011","E00020683","E00020683","Total",134,1,133,1,1,2.9,7.2,3.6
"2011","E00020688","E00020688","Total",126,2,124,1,1,2.9,8.0,4.0
"2011","E00020890","E00020890","Total",118,0,118,3,6,2.7,7.4,3.7
"2011","E00020900","E00020900","Total",100,0,100,2,1,2.8,6.9,3.7
"2011","E00020910","E00020910","Total",127,7,120,15,8,1.9,4.1,2.0
"2011","E00020913","E00020913","Total",110,0,110,1,1,2.7,7.8,4.0
"2011","E00020916","E00020916","Total",106,0,106,1,0,2.7,6.8,3.6
"2011","E00020563","E00020563","Total",93,0,93,0,1,2.7,7.1,3.7
"2011","E00020589","E00020589","Total",100,1,99,4,3,3.0,7.3,3.7
"2011","E00020591","E00020591","Total",109,2,107,4,6,3.0,6.7,3.6
"2011","E00020592","E00020592","Total",106,0,106,3,0,2.9,7.2,3.8
"2011","E00020593","E00020593","Total",96,1,95,1,1,2.7,8.3,3.9
"2011","E00020568","E00020568","Total",129,2,127,21,2,2.1,4.7,2.4
"2011","E00020585","E00020585","Total",105,0,105,2,5,3.1,8.6,4.4
"2011","E00020587","E00020587","Total",113,1,112,3,2,2.9,7.5,3.9
"2011","E00020588","E00020588","Total",125,0,125,3,3,3.0,6.9,3.6
"2011","E00020590","E00020590","Total",110,0,110,1,0,2.7,7.5,3.9
"2011","E00020667","E00020667","Total",126,5,121,9,7,2.8,6.4,3.2
"2011","E00020686","E00020686","Total",127,3,124,2,1,2.5,5.9,2.9
