LSOA11CD,Total,"1. Managers, directors and senior officials",11. Corporate managers and directors,111. Chief Executives and Senior Officials,112. Production Managers and Directors,113. Functional Managers and Directors,115. Financial Institution Managers and Directors,116. Managers and Directors in Transport and Logistics,117. Senior Officers in Protective Services,118. Health and Social Services Managers and Directors,119. Managers and Directors in Retail and Wholesale,12. Other managers and proprietors,121. Managers and Proprietors in Agriculture Related Services,122. Managers and Proprietors in Hospitality and Leisure Services,124. Managers and Proprietors in Health and Care Services,125. Managers and Proprietors in Other Services,2. Professional occupations,"21. Science research, engineering and technology professionals",211. Natural and Social Science Professionals,212. Engineering Professionals,213. Information Technology and Telecommunications Professionals,214. Conservation and Environment Professionals,215. Research and Development Managers,22. Health professionals,221. Health Professionals,222. Therapy Professionals,223. Nursing and Midwifery Professionals,23. Teaching and educational professionals,231. Teaching and Educational Professionals,"24. Business, media and public service professionals",241. Legal Professionals,242. Research and Administrative Professionals,"243. Architects, Town Planners and Surveyors",244. Welfare Professionals,245. Librarians and Related Professionals,246. Quality and Regulatory Professionals,247. Media Professionals,3. Associate professional and technical occupations,"31. Science, engineering and technology associate professionals","311. Science, Engineering and Production Technicians",312. Draughtspersons and Related Architectural Technicians,313. Information Technology Technicians,32. Health and social care associate professionals,321. Health Associate Professionals,323. Welfare and Housing Associate Professionals,33. Protective Service Occupations,331. Protective Service Occupations,"34. Culture, media and sports occupations","341. Artistic, Literary and Media Occupations",342. Design Occupations,344. Sports and Fitness Occupations,35. Business and public service associate professionals,351. Transport Associate Professionals,352. Legal Associate Professionals,"353. Business, Finance and Related Associate Professionals","354. Sales, Marketing and Related Associate Professionals",355. Conservation and Environmental associate professionals,356. Public Services and Other Associate Professionals,4. Administrative and secretarial occupations,41. Administrative occupations,411. Government and Related Organisations,412. Finance,413. Records,415. Other Administrative Occupations,416. Office Managers and Supervisors,42. Secretarial and related occupations,421. Secretarial and Related Occupations,5. Skilled trades occupations,51. Skilled agricultural and related trades,511. Agricultural and Related Trades,"52. Skilled metal, electrical and electronic trades","521. Metal Forming, Welding and Related Trades","522. Metal Machining, Fitting and Instrument Making Trades",523. Vehicle Trades,524. Electrical and Electronic Trades,"525. Skilled Metal, Electrical and Electronic Trades Supervisors",53. Skilled construction and building trades,531. Construction and Building Trades,532. Building Finishing Trades,533. Construction and Building Trades Supervisors,"54. Textiles, printing and other skilled trades",541. Textiles and Garments Trades,542. Printing Trades,543. Food Preparation and Hospitality Trades,544. Other Skilled Trades,"6. Caring, leisure and other service occupations",61. Caring personal service occupations,612. Childcare and Related Personal Services,613. Animal Care and Control Services,614. Caring Personal Services,"62. Leisure, travel and related personal service occupations",621. Leisure and Travel Services,622. Hairdressers and Related Services,623. Housekeeping and Related Services,624. Cleaning and Housekeeping Managers and Supervisors,7. Sales and customer service occupations,71. Sales occupations,711. Sales Assistants and Retail Cashiers,712. Sales Related Occupations,713. Sales Supervisors,72. Customer service occupations,721. Customer Service Occupations,722. Customer Service Managers and Supervisors,"8. Process, plant and machine operatives","81. Process, plant and machine operatives",811. Process Operatives,812. Plant and Machine Operatives,813. Assemblers and Routine Operatives,814. Construction Operatives,82. Transport and mobile machine drivers and operatives,821. Road Transport Drivers,822. Mobile Machine Drivers and Operatives,823. Other Drivers and Transport Operatives,9. Elementary occupations,91. Elementary trades and related occupations,911. Elementary Agricultural Occupations,912. Elementary Construction Occupations,913. Elementary Process Plant Occupations,92. Elementary administration and service occupations,921. Elementary Administration Occupations,923. Elementary Cleaning Occupations,924. Elementary Security Occupations,925. Elementary Sales Occupations,926. Elementary Storage Occupations,927. Other Elementary Services Occupations
E01003261,794,69,38,2,4,15,5,1,0,6,5,31,0,9,3,19,258,49,2,4,39,1,3,30,17,5,8,75,75,104,17,38,11,10,3,0,25,156,14,4,0,10,11,5,6,6,6,64,47,13,4,61,1,0,26,19,0,15,93,76,26,19,8,15,8,17,17,50,7,7,12,0,2,4,6,0,17,10,5,2,14,1,0,12,1,57,39,24,0,15,18,5,8,4,1,51,39,34,1,4,12,10,2,23,3,0,2,1,0,20,16,0,4,37,0,0,0,0,37,5,10,7,3,2,10
E01003262,741,75,38,3,4,16,4,1,0,1,9,37,0,17,1,19,213,54,6,6,38,2,2,29,10,7,12,35,35,95,16,31,10,7,1,3,27,143,12,5,2,5,17,3,14,4,4,48,34,12,2,62,0,1,18,33,0,10,91,66,27,15,7,13,4,25,25,49,2,2,14,1,4,1,8,0,15,14,1,0,18,1,2,12,3,63,41,21,0,20,22,8,6,5,3,39,30,26,1,3,9,9,0,16,8,1,3,1,3,8,6,0,2,52,5,0,4,1,47,1,8,13,2,5,18
E01003263,719,72,39,0,9,16,4,2,1,3,4,33,0,8,3,22,128,19,3,5,10,0,1,20,5,1,14,42,42,47,7,18,7,6,2,0,7,105,11,7,1,3,11,6,5,7,7,18,7,5,6,58,1,4,19,22,1,11,107,82,19,24,14,21,4,25,25,81,3,3,18,2,2,3,11,0,30,18,11,1,30,2,2,23,3,67,53,28,2,23,14,1,8,4,1,50,39,36,1,2,11,10,1,39,10,1,1,1,7,29,25,2,2,70,2,0,2,0,68,5,26,11,3,4,19
E01003264,749,84,50,5,4,17,7,1,0,5,11,34,0,16,7,11,137,28,0,4,22,1,1,21,6,2,13,38,38,50,10,16,7,6,2,3,6,110,8,4,1,3,14,3,11,8,8,28,20,5,3,52,0,5,19,16,0,12,113,80,15,22,11,28,4,33,33,76,2,2,23,0,5,5,12,1,21,19,2,0,30,2,3,23,2,70,44,18,1,25,26,5,16,1,4,66,50,45,5,0,16,13,3,40,12,0,0,1,11,28,25,1,2,53,5,0,5,0,48,4,23,4,0,3,14
E01003265,675,61,40,0,6,16,2,3,0,2,11,21,0,6,3,12,101,27,4,8,12,2,1,27,3,3,21,14,14,33,5,16,1,4,1,1,5,107,19,7,0,12,11,2,9,6,6,19,15,4,0,52,1,4,15,19,0,13,81,65,17,21,14,9,4,16,16,59,2,2,8,0,3,2,2,1,31,19,11,1,18,1,0,17,0,82,63,20,0,43,19,5,8,2,4,54,48,41,4,3,6,4,2,25,6,0,1,1,4,19,16,2,1,105,3,0,2,1,102,10,30,14,3,8,37
E01003266,665,37,22,1,8,3,3,3,0,1,3,15,0,2,5,8,86,11,0,2,9,0,0,29,1,4,24,16,16,30,3,15,2,7,1,1,1,66,10,5,0,5,11,4,7,2,2,13,7,2,4,30,0,2,7,10,0,11,98,72,13,25,10,18,6,26,26,82,6,6,23,1,5,9,8,0,27,18,6,3,26,0,0,24,2,91,74,27,0,47,17,2,5,6,4,68,60,53,2,5,8,7,1,54,19,4,5,1,9,35,32,1,2,83,3,0,2,1,80,6,34,10,3,3,24
E01003267,641,35,18,1,3,2,3,0,1,2,6,17,0,9,4,4,80,13,0,5,8,0,0,20,3,0,17,18,18,29,1,14,2,7,0,1,4,65,10,3,0,7,5,1,4,6,6,9,8,1,0,35,1,4,9,15,0,6,90,76,11,28,17,13,7,14,14,99,6,6,38,2,8,7,20,1,35,23,8,4,20,1,3,12,4,74,55,24,3,28,19,2,5,7,5,66,58,54,0,4,8,8,0,52,20,3,6,3,8,32,27,1,4,80,7,1,4,2,73,10,22,12,4,8,17
E01003268,901,99,75,2,14,21,16,5,2,1,14,24,0,9,2,13,181,26,2,3,20,0,1,40,8,9,23,51,51,64,9,29,3,15,1,1,6,174,13,5,0,8,18,7,11,22,22,40,29,5,6,81,1,4,31,24,0,21,117,87,27,23,14,20,3,30,30,94,4,4,25,0,5,5,15,0,37,29,7,1,28,0,1,25,2,80,66,36,2,28,14,3,5,5,1,71,51,43,6,2,20,19,1,33,6,0,0,0,6,27,24,1,2,52,1,0,1,0,51,5,10,7,4,6,19
E01003269,754,78,49,2,9,18,5,6,0,0,9,29,0,10,2,17,169,30,2,10,16,1,1,37,11,3,23,51,51,51,8,21,4,6,0,2,10,120,10,4,0,6,10,4,6,11,11,21,15,0,6,68,0,5,27,22,0,14,94,69,12,19,10,22,6,25,25,77,1,1,20,0,3,5,12,0,40,31,9,0,16,5,2,8,1,61,39,19,1,19,22,12,4,5,1,57,45,39,2,4,12,11,1,30,8,0,2,1,5,22,20,2,0,68,11,0,8,3,57,7,17,14,3,4,12
E01003270,913,96,66,4,17,21,6,2,0,6,10,30,0,10,3,17,204,29,1,5,22,1,0,39,10,4,25,72,72,64,6,27,12,7,2,3,7,121,16,4,1,11,8,2,6,10,10,16,10,4,2,71,0,3,32,25,0,11,152,107,28,40,13,21,5,45,45,81,0,0,26,2,3,3,17,1,40,29,9,2,15,0,1,12,2,93,70,46,0,24,23,7,11,4,1,58,44,38,3,3,14,12,2,49,16,1,6,4,5,33,30,0,3,59,3,0,3,0,56,6,8,11,1,10,20
E01003271,901,98,51,1,14,11,9,3,1,2,10,47,1,15,3,28,203,43,1,14,27,0,1,31,12,1,18,57,57,72,7,28,10,10,3,3,11,150,12,6,0,6,14,4,10,22,22,21,13,6,2,81,1,4,40,19,0,17,135,104,30,28,10,26,10,31,31,81,3,3,21,1,5,4,10,1,32,21,11,0,25,1,3,18,3,74,51,31,0,20,23,6,10,5,2,56,48,38,7,3,8,7,1,38,14,0,5,4,5,24,18,1,5,66,1,0,1,0,65,13,16,8,2,8,18
E01003272,1067,117,65,3,4,28,3,2,0,6,19,52,0,21,4,27,286,46,10,8,25,2,1,26,6,7,13,88,88,126,16,51,16,17,2,0,24,209,9,3,2,4,21,2,19,7,7,83,62,18,3,89,0,4,23,41,0,21,93,69,24,19,9,12,5,24,24,80,4,4,19,0,6,4,9,0,32,24,8,0,25,0,1,21,3,82,51,19,0,32,31,10,13,7,1,58,40,37,2,1,18,18,0,27,14,1,5,4,4,13,12,0,1,115,4,0,2,2,111,6,20,21,4,3,57
E01003273,880,83,49,1,7,22,2,1,0,7,9,34,1,9,1,23,227,41,8,8,25,0,0,35,11,6,18,69,69,82,9,23,10,22,4,2,12,127,17,5,0,12,12,5,7,1,1,45,32,12,1,52,0,2,18,18,0,14,78,56,16,13,7,19,1,22,22,55,2,2,12,1,1,2,8,0,20,12,8,0,21,3,1,15,2,74,57,35,0,22,17,4,7,4,2,75,67,64,2,1,8,6,2,39,11,0,6,2,3,28,26,0,2,122,4,0,2,2,118,6,17,8,1,2,84
E01003274,973,111,67,0,10,23,13,0,1,10,10,44,0,15,3,26,280,51,6,8,33,1,3,38,14,5,19,103,103,88,11,34,6,8,2,2,25,161,15,4,1,10,14,2,12,1,1,70,47,15,8,61,0,2,14,27,0,18,119,88,20,32,8,21,7,31,31,67,1,1,15,1,6,4,4,0,21,15,6,0,30,1,0,28,1,70,54,24,1,29,16,2,8,6,0,67,56,52,3,1,11,11,0,31,12,0,4,2,6,19,18,0,1,67,4,1,2,1,63,4,18,8,1,2,30
E01003275,714,70,45,0,2,15,5,2,0,6,15,25,0,9,3,13,147,27,3,2,19,1,2,28,15,3,10,44,44,48,10,10,5,7,2,2,12,78,8,4,0,4,11,2,9,0,0,21,20,1,0,38,0,0,20,7,0,11,85,69,16,22,12,17,2,16,16,70,0,0,19,0,1,4,12,2,28,16,11,1,23,0,1,22,0,77,59,30,0,29,18,6,6,4,2,65,54,47,5,2,11,9,2,46,9,0,4,1,4,37,33,3,1,76,7,1,5,1,69,6,23,7,1,7,25
E01003276,954,98,47,2,7,15,3,4,0,7,9,51,0,22,1,28,276,51,4,5,38,1,3,30,7,4,19,91,91,104,11,40,6,27,2,4,14,143,8,1,1,6,15,2,13,10,10,54,39,10,5,56,0,3,26,15,0,12,124,93,20,29,15,26,3,31,31,63,2,2,18,0,7,2,9,0,25,16,8,1,18,1,1,15,1,82,61,29,0,32,21,10,6,4,1,49,39,37,2,0,10,9,1,35,9,1,1,2,5,26,22,2,2,84,3,0,1,2,81,9,22,19,3,1,27
E01003277,992,101,67,6,14,23,3,2,0,4,15,34,0,11,1,22,280,46,4,1,39,0,2,36,16,8,12,82,82,116,7,41,17,14,5,1,31,244,12,5,0,7,20,7,13,5,5,112,89,19,4,95,1,0,35,35,0,24,99,75,23,16,9,18,9,24,24,57,1,1,7,0,1,1,5,0,27,15,11,1,22,3,3,11,5,58,45,19,0,26,13,1,5,5,2,59,46,41,4,1,13,13,0,23,12,1,2,2,7,11,8,1,2,71,1,0,1,0,70,8,13,17,0,4,28
E01003278,1093,105,75,6,13,22,7,3,2,11,11,30,1,16,1,12,239,52,9,8,33,1,1,26,13,3,10,65,65,96,11,33,12,15,3,5,17,189,18,5,1,12,14,4,10,6,6,72,55,15,2,79,0,5,19,38,0,17,107,89,25,25,9,25,5,18,18,106,0,0,27,1,9,6,10,1,28,21,5,2,51,1,3,47,0,87,67,31,1,35,20,11,4,3,2,63,45,39,4,2,18,18,0,49,23,5,14,2,2,26,20,3,3,148,11,2,6,3,137,14,25,13,3,10,72
E01003279,903,96,57,3,6,26,2,3,1,6,10,39,1,10,3,25,268,58,16,9,30,0,3,39,9,7,23,77,77,94,10,23,20,12,5,5,19,154,15,2,0,13,12,5,7,4,4,58,44,13,1,65,1,4,15,25,2,18,102,74,17,15,18,18,6,28,28,57,2,2,13,2,2,4,5,0,24,15,9,0,18,0,2,14,2,75,53,32,0,21,22,9,8,2,3,59,47,38,3,6,12,11,1,26,8,1,3,2,2,18,14,2,2,66,1,0,1,0,65,3,12,5,2,4,39
E01003280,738,71,44,1,6,11,6,3,0,4,13,27,0,13,0,14,155,30,1,9,18,1,1,33,12,3,18,32,32,60,6,25,7,10,3,4,5,99,11,6,0,5,10,4,6,10,10,20,11,6,3,48,0,4,17,9,0,18,108,77,11,24,14,24,4,31,31,67,2,2,21,1,2,6,12,0,26,24,1,1,18,2,1,14,1,69,49,30,0,19,20,3,13,4,0,65,52,46,2,4,13,12,1,29,10,1,2,2,5,19,18,0,1,75,6,0,4,2,69,9,26,11,1,2,20
E01003281,763,107,69,1,13,28,5,4,1,8,9,38,1,12,4,21,197,48,5,3,38,1,1,31,11,1,19,43,43,75,7,36,9,8,2,2,11,119,9,4,0,5,8,3,5,5,5,39,34,5,0,58,1,3,30,19,0,5,103,64,18,15,10,18,3,39,39,71,3,3,19,0,6,2,11,0,22,17,5,0,27,5,2,17,3,58,43,30,1,12,15,5,6,3,1,45,30,28,2,0,15,10,5,29,10,1,3,0,6,19,14,1,4,34,2,0,1,1,32,5,5,4,0,7,11
E01003282,1483,179,89,2,14,38,12,2,0,1,20,90,0,35,1,54,429,92,7,22,53,5,5,63,23,6,34,103,103,171,20,52,35,9,4,5,46,276,35,20,2,13,23,7,16,6,6,84,55,22,7,128,0,7,51,39,0,31,154,112,21,29,28,24,10,42,42,82,5,5,16,1,4,1,10,0,34,30,3,1,27,5,2,19,1,103,59,28,1,30,44,12,22,4,6,100,81,66,6,9,19,16,3,41,17,2,11,2,2,24,21,1,2,119,14,2,10,2,105,16,32,14,4,4,35
E01003283,1188,162,111,5,15,51,15,3,2,8,12,51,1,9,4,37,408,75,14,7,50,2,2,36,16,1,19,123,123,174,21,61,26,12,5,7,42,252,21,8,2,11,21,7,14,4,4,79,67,11,1,127,0,7,57,47,0,16,79,50,13,13,6,14,4,29,29,68,5,5,13,0,6,3,3,1,31,22,7,2,19,0,3,15,1,76,57,36,2,19,19,2,8,7,2,52,39,33,4,2,13,8,5,25,7,2,1,0,4,18,14,2,2,66,5,0,3,2,61,7,9,17,4,3,21
E01003284,956,117,76,1,10,39,8,6,1,3,8,41,0,14,2,25,259,41,4,5,31,0,1,37,15,6,16,62,62,119,20,38,8,13,3,2,35,190,16,4,2,10,7,2,5,4,4,65,51,14,0,98,0,0,32,56,0,10,113,81,20,16,13,22,10,32,32,56,6,6,13,0,6,0,7,0,21,14,7,0,16,1,3,10,2,77,52,24,1,27,25,13,6,4,2,47,40,32,3,5,7,5,2,27,7,0,1,3,3,20,17,1,2,70,1,0,0,1,69,7,11,14,4,3,30
E01003285,905,103,63,4,13,23,6,6,0,0,11,40,1,11,1,27,252,63,9,7,44,2,1,30,16,3,11,72,72,87,13,38,7,4,4,4,17,144,15,6,3,6,13,3,10,11,11,36,28,5,3,69,0,5,29,23,0,12,147,100,30,33,13,19,5,47,47,59,4,4,18,1,7,2,8,0,12,10,1,1,25,1,2,21,1,66,43,23,1,19,23,10,7,3,3,47,41,32,4,5,6,4,2,25,10,0,2,4,4,15,12,0,3,62,5,0,3,2,57,9,11,11,0,2,24
E01003286,688,62,39,4,2,17,3,3,0,2,8,23,0,8,3,12,141,31,1,7,23,0,0,23,8,5,10,45,45,42,3,21,2,3,5,0,8,97,9,2,0,7,10,4,6,6,6,14,10,2,2,58,0,4,19,17,0,18,74,56,13,16,9,10,8,18,18,58,3,3,18,1,3,2,12,0,22,15,6,1,15,1,2,12,0,83,58,25,0,33,25,5,12,7,1,58,50,44,4,2,8,7,1,34,12,3,2,1,6,22,18,0,4,81,7,2,3,2,74,7,20,18,5,10,14
E01003287,1087,141,84,6,14,39,8,5,0,2,10,57,0,16,2,39,374,58,3,14,38,1,2,61,31,10,20,95,95,160,20,71,10,10,6,10,33,221,14,5,3,6,12,3,9,5,5,66,44,19,3,124,0,6,51,45,0,22,115,86,20,19,18,17,12,29,29,64,9,9,17,0,5,1,10,1,24,18,3,3,14,0,1,13,0,56,40,26,0,14,16,5,7,4,0,43,35,29,4,2,8,7,1,24,4,1,1,0,2,20,15,1,4,49,1,0,1,0,48,4,13,3,1,3,24
E01003288,791,84,43,1,6,19,8,1,0,5,3,41,1,15,1,24,141,31,0,5,26,0,0,30,7,3,20,28,28,52,6,23,11,4,1,2,5,110,13,6,0,7,12,3,9,5,5,33,21,7,5,47,2,3,19,14,0,9,103,75,18,17,12,22,6,28,28,65,2,2,14,0,5,4,5,0,18,13,5,0,31,1,0,30,0,72,54,20,0,34,18,9,6,1,2,81,68,63,3,2,13,7,6,30,9,1,3,1,4,21,19,1,1,105,3,0,2,1,102,13,26,16,5,6,36
E01003290,922,104,52,1,5,26,5,1,0,3,11,52,0,27,1,24,200,40,1,13,24,1,1,26,12,0,14,46,46,88,7,36,6,9,1,1,28,189,24,10,1,13,15,4,11,4,4,71,58,9,4,75,2,5,15,23,0,30,95,70,13,3,27,20,7,25,25,63,4,4,13,1,5,3,4,0,27,17,10,0,19,2,1,15,1,57,41,15,1,25,16,6,5,3,2,71,51,45,2,4,20,18,2,29,7,0,0,4,3,22,18,3,1,114,7,1,4,2,107,9,55,11,1,7,24
E01003291,595,52,28,2,3,12,4,2,0,1,4,24,0,9,1,14,89,20,0,3,16,0,1,18,2,1,15,20,20,31,5,11,3,7,0,1,4,100,13,5,2,6,10,1,9,4,4,31,25,5,1,42,1,1,16,15,0,9,61,45,15,12,6,9,3,16,16,65,5,5,13,2,5,2,4,0,18,12,4,2,29,3,4,20,2,52,36,17,0,19,16,5,3,8,0,57,49,40,2,7,8,6,2,25,5,1,2,0,2,20,18,1,1,94,5,0,1,4,89,6,30,22,1,5,25
E01003292,913,84,54,1,11,20,6,5,1,2,8,30,0,11,1,18,240,41,1,7,29,2,2,36,13,4,19,63,63,100,9,54,1,10,2,5,19,183,18,4,2,12,8,3,5,6,6,60,49,9,2,91,0,2,28,46,1,14,132,105,29,28,15,24,9,27,27,56,4,4,13,0,5,0,7,1,18,14,4,0,21,2,0,18,1,59,32,13,3,16,27,7,5,14,1,66,52,44,3,5,14,9,5,19,5,2,0,0,3,14,11,2,1,74,9,1,5,3,65,4,20,15,3,1,22
E01003293,772,68,46,2,5,18,4,5,0,3,9,22,0,8,1,13,178,42,6,2,33,0,1,31,6,5,20,49,49,56,6,23,2,6,0,1,18,142,11,3,0,8,11,1,10,6,6,47,38,8,1,67,1,1,14,29,0,22,93,63,13,29,11,7,3,30,30,57,1,1,10,0,3,1,6,0,25,14,7,4,21,2,3,14,2,69,49,17,0,32,20,4,4,10,2,52,35,30,2,3,17,17,0,31,11,1,3,2,5,20,18,1,1,82,4,0,4,0,78,7,21,11,3,7,29
E01003295,788,68,39,0,7,16,3,1,1,4,7,29,0,10,2,17,192,36,3,5,25,0,3,30,9,3,18,60,60,66,2,32,3,15,1,2,11,136,9,2,1,6,9,2,7,7,7,45,37,7,1,66,0,0,21,31,0,14,83,63,20,19,9,10,5,20,20,64,0,0,15,0,2,2,10,1,20,13,7,0,29,1,4,21,3,77,56,23,0,33,21,9,2,6,4,62,42,37,3,2,20,19,1,27,10,0,4,1,5,17,16,0,1,79,4,0,4,0,75,5,20,9,0,7,34
E01003296,1175,113,72,6,4,20,24,2,0,2,14,41,0,20,2,19,381,153,6,10,134,1,2,53,19,8,26,43,43,132,12,69,6,8,6,2,29,179,23,4,1,18,10,0,10,12,12,43,31,10,2,91,0,1,43,29,0,18,121,91,11,37,7,26,10,30,30,84,2,2,12,1,1,4,5,1,26,17,8,1,44,0,2,41,1,59,27,12,0,15,32,12,10,6,4,93,77,67,1,9,16,12,4,26,9,1,2,1,5,17,12,5,0,119,5,0,4,1,114,16,20,17,3,3,55
E01003297,845,70,39,1,3,9,3,2,1,4,16,31,1,20,2,8,138,34,3,4,27,0,0,31,6,5,20,18,18,55,4,30,6,6,0,3,6,113,18,6,3,9,6,1,5,5,5,28,20,6,2,56,0,1,25,22,0,8,81,61,18,21,6,13,3,20,20,71,1,1,10,0,2,2,6,0,21,15,3,3,39,0,0,38,1,85,51,10,0,41,34,8,9,11,6,98,73,62,4,7,25,22,3,34,13,4,2,3,4,21,17,1,3,155,3,0,3,0,152,5,39,35,5,6,62
E01003298,558,26,14,1,2,0,2,1,1,3,4,12,0,7,1,4,96,29,3,6,20,0,0,15,3,0,12,17,17,35,7,13,3,8,1,0,3,71,4,0,2,2,8,1,7,2,2,24,15,7,2,33,0,2,8,14,0,9,78,60,15,17,12,13,3,18,18,51,1,1,12,1,3,1,7,0,12,4,7,1,26,1,1,24,0,75,50,19,0,31,25,2,9,8,6,55,45,40,3,2,10,10,0,28,11,0,4,1,6,17,16,0,1,78,6,0,2,4,72,5,22,8,2,5,30
E01003299,741,65,43,2,4,12,5,3,1,1,15,22,0,5,2,15,130,15,1,4,9,0,1,16,6,2,8,38,38,61,8,18,8,7,3,3,14,133,12,3,2,7,5,1,4,1,1,58,37,16,5,57,1,3,12,28,0,13,67,47,12,8,7,17,3,20,20,45,1,1,6,0,1,4,1,0,18,11,6,1,20,1,1,13,5,82,58,24,1,33,24,11,4,3,6,72,55,47,1,7,17,14,3,23,10,1,2,0,7,13,12,1,0,124,4,0,1,3,120,5,45,17,3,4,46
E01003300,578,44,23,0,1,10,0,2,0,2,8,21,0,5,1,15,95,18,2,0,16,0,0,17,2,1,14,28,28,32,0,10,4,12,0,0,6,57,4,1,0,3,6,1,5,2,2,12,7,4,1,33,0,1,11,13,0,8,63,46,14,13,2,15,2,17,17,62,0,0,14,0,4,3,6,1,15,10,5,0,33,1,2,29,1,67,48,13,0,35,19,7,8,1,3,57,46,41,3,2,11,10,1,30,15,0,3,2,10,15,14,0,1,103,5,2,1,2,98,7,30,18,4,9,30
E01003301,1163,102,60,0,12,14,6,2,0,6,20,42,0,17,0,25,248,55,10,13,31,0,1,42,13,2,27,48,48,103,8,54,9,11,6,1,14,130,13,4,1,8,10,1,9,5,5,36,26,10,0,66,0,6,23,25,1,11,146,117,21,47,15,30,4,29,29,109,3,3,30,2,7,6,13,2,34,27,7,0,42,1,0,41,0,113,66,28,0,38,47,16,18,5,8,106,90,76,8,6,16,14,2,37,7,1,2,1,3,30,22,2,6,172,4,0,2,2,168,7,49,19,5,8,80
E01003302,720,59,26,0,4,8,1,2,0,4,7,33,0,9,0,24,107,22,1,8,12,0,1,15,3,1,11,25,25,45,6,20,3,9,1,1,5,85,7,1,0,6,7,0,7,3,3,28,19,5,4,40,0,3,7,15,0,15,88,75,15,26,9,19,6,13,13,57,1,1,10,0,3,0,7,0,14,8,5,1,32,3,3,25,1,93,56,24,1,31,37,8,15,6,8,75,61,49,8,4,14,13,1,32,10,1,6,2,1,22,15,3,4,124,5,1,1,3,119,11,29,24,0,10,45
E01003303,682,55,24,0,2,6,1,0,1,5,9,31,0,9,0,22,87,17,3,0,14,0,0,21,9,3,9,23,23,26,5,10,4,3,1,1,2,78,11,3,1,7,3,0,3,1,1,19,10,7,2,44,0,1,11,19,0,13,82,62,8,17,13,20,4,20,20,75,1,1,5,0,2,0,3,0,22,15,7,0,47,4,2,39,2,80,57,13,0,44,23,5,13,3,2,65,54,47,2,5,11,9,2,30,11,0,3,1,7,19,18,0,1,130,11,1,8,2,119,8,27,16,0,8,60
E01003304,985,82,49,2,4,14,5,3,0,3,18,33,0,13,0,20,161,44,4,6,34,0,0,18,4,2,12,43,43,56,2,25,6,7,4,1,11,167,22,4,6,12,14,4,10,5,5,49,34,12,3,77,0,1,38,29,0,9,107,79,12,16,18,29,4,28,28,102,1,1,20,0,3,6,11,0,22,12,9,1,59,3,1,52,3,92,50,19,2,29,42,10,14,11,7,85,64,56,3,5,21,20,1,39,11,3,2,2,4,28,22,3,3,150,7,1,3,3,143,11,34,28,2,4,64
E01003305,599,42,27,2,2,9,2,0,0,4,8,15,0,6,0,9,125,23,5,5,10,1,2,26,8,3,15,34,34,42,9,7,4,7,0,3,12,77,8,4,1,3,6,2,4,6,6,33,23,8,2,24,0,2,8,11,0,3,77,58,15,12,12,15,4,19,19,42,1,1,8,0,2,2,4,0,11,5,3,3,22,3,1,17,1,66,42,21,1,20,24,7,8,7,2,45,34,29,3,2,11,10,1,33,6,0,2,2,2,27,25,1,1,92,4,0,3,1,88,5,18,16,3,7,39
E01003307,776,85,58,0,7,21,7,4,0,5,14,27,0,10,0,17,214,38,5,3,28,0,2,39,10,7,22,57,57,80,9,29,11,11,3,1,16,136,7,1,2,4,12,1,11,3,3,55,38,11,6,59,0,3,14,20,0,22,81,58,15,14,7,15,7,23,23,72,3,3,14,0,7,1,6,0,26,20,6,0,29,0,3,25,1,56,39,17,1,21,17,4,8,5,0,50,35,32,1,2,15,11,4,22,8,0,4,1,3,14,12,1,1,60,0,0,0,0,60,10,11,10,7,5,17
E01003308,931,121,53,3,5,21,2,2,0,6,14,68,0,21,5,42,225,48,1,9,31,3,4,35,11,4,20,60,60,82,10,38,8,7,2,3,14,161,9,4,0,5,28,2,26,4,4,46,35,5,6,74,1,2,21,29,0,21,91,73,20,17,10,17,9,18,18,72,3,3,7,2,0,0,5,0,37,21,15,1,25,2,2,19,2,83,59,35,1,23,24,9,9,4,2,76,63,34,27,2,13,11,2,37,12,2,2,2,6,25,17,3,5,65,5,0,3,2,60,8,15,10,7,2,18
E01003309,620,56,39,3,4,9,2,3,0,4,14,17,0,3,1,13,116,22,3,2,16,0,1,21,9,4,8,31,31,42,7,13,6,8,2,1,5,87,4,3,0,1,12,3,9,4,4,33,30,2,1,34,0,2,15,9,0,8,70,51,14,13,5,17,2,19,19,66,6,6,14,2,0,2,9,1,22,16,6,0,24,3,0,16,5,65,45,21,0,24,20,4,9,5,2,55,42,38,4,0,13,13,0,36,9,3,1,3,2,27,24,0,3,69,6,0,2,4,63,7,24,8,5,2,17
E01003310,840,66,48,0,8,13,6,2,0,6,13,18,0,6,0,12,207,21,5,4,12,0,0,46,24,3,19,42,42,98,8,36,6,11,2,6,29,174,11,1,4,6,11,2,9,3,3,72,61,11,0,77,0,2,34,28,0,13,89,67,23,19,9,15,1,22,22,83,0,0,6,0,1,1,4,0,24,17,7,0,53,4,4,43,2,69,44,20,0,24,25,11,7,7,0,59,44,34,3,7,15,14,1,26,5,2,0,0,3,21,21,0,0,67,2,0,1,1,65,6,29,11,5,1,13
