OA11CD,Rural Urban,Total,"1. Managers, directors and senior officials",11. Corporate managers and directors,111. Chief Executives and Senior Officials,112. Production Managers and Directors,113. Functional Managers and Directors,115. Financial Institution Managers and Directors,116. Managers and Directors in Transport and Logistics,117. Senior Officers in Protective Services,118. Health and Social Services Managers and Directors,119. Managers and Directors in Retail and Wholesale,12. Other managers and proprietors,121. Managers and Proprietors in Agriculture Related Services,122. Managers and Proprietors in Hospitality and Leisure Services,124. Managers and Proprietors in Health and Care Services,125. Managers and Proprietors in Other Services,2. Professional occupations,"21. Science research, engineering and technology professionals",211. Natural and Social Science Professionals,212. Engineering Professionals,213. Information Technology and Telecommunications Professionals,214. Conservation and Environment Professionals,215. Research and Development Managers,22. Health professionals,221. Health Professionals,222. Therapy Professionals,223. Nursing and Midwifery Professionals,23. Teaching and educational professionals,231. Teaching and Educational Professionals,"24. Business, media and public service professionals",241. Legal Professionals,242. Research and Administrative Professionals,"243. Architects, Town Planners and Surveyors",244. Welfare Professionals,245. Librarians and Related Professionals,246. Quality and Regulatory Professionals,247. Media Professionals,3. Associate professional and technical occupations,"31. Science, engineering and technology associate professionals","311. Science, Engineering and Production Technicians",312. Draughtspersons and Related Architectural Technicians,313. Information Technology Technicians,32. Health and social care associate professionals,321. Health Associate Professionals,323. Welfare and Housing Associate Professionals,33. Protective Service Occupations,331. Protective Service Occupations,"34. Culture, media and sports occupations","341. Artistic, Literary and Media Occupations",342. Design Occupations,344. Sports and Fitness Occupations,35. Business and public service associate professionals,351. Transport Associate Professionals,352. Legal Associate Professionals,"353. Business, Finance and Related Associate Professionals","354. Sales, Marketing and Related Associate Professionals",355. Conservation and Environmental associate professionals,356. Public Services and Other Associate Professionals,4. Administrative and secretarial occupations,41. Administrative occupations,411. Government and Related Organisations,412. Finance,413. Records,415. Other Administrative Occupations,416. Office Managers and Supervisors,42. Secretarial and related occupations,421. Secretarial and Related Occupations,5. Skilled trades occupations,51. Skilled agricultural and related trades,511. Agricultural and Related Trades,"52. Skilled metal, electrical and electronic trades","521. Metal Forming, Welding and Related Trades","522. Metal Machining, Fitting and Instrument Making Trades",523. Vehicle Trades,524. Electrical and Electronic Trades,"525. Skilled Metal, Electrical and Electronic Trades Supervisors",53. Skilled construction and building trades,531. Construction and Building Trades,532. Building Finishing Trades,533. Construction and Building Trades Supervisors,"54. Textiles, printing and other skilled trades",541. Textiles and Garments Trades,542. Printing Trades,543. Food Preparation and Hospitality Trades,544. Other Skilled Trades,"6. Caring, leisure and other service occupations",61. Caring personal service occupations,612. Childcare and Related Personal Services,613. Animal Care and Control Services,614. Caring Personal Services,"62. Leisure, travel and related personal service occupations",621. Leisure and Travel Services,622. Hairdressers and Related Services,623. Housekeeping and Related Services,624. Cleaning and Housekeeping Managers and Supervisors,7. Sales and customer service occupations,71. Sales occupations,711. Sales Assistants and Retail Cashiers,712. Sales Related Occupations,713. Sales Supervisors,72. Customer service occupations,721. Customer Service Occupations,722. Customer Service Managers and Supervisors,"8. Process, plant and machine operatives","81. Process, plant and machine operatives",811. Process Operatives,812. Plant and Machine Operatives,813. Assemblers and Routine Operatives,814. Construction Operatives,82. Transport and mobile machine drivers and operatives,821. Road Transport Drivers,822. Mobile Machine Drivers and Operatives,823. Other Drivers and Transport Operatives,9. Elementary occupations,91. Elementary trades and related occupations,911. Elementary Agricultural Occupations,912. Elementary Construction Occupations,913. Elementary Process Plant Occupations,92. Elementary administration and service occupations,921. Elementary Administration Occupations,923. Elementary Cleaning Occupations,924. Elementary Security Occupations,925. Elementary Sales Occupations,926. Elementary Storage Occupations,927. Other Elementary Services Occupations
E00016907,Total,139,9,5,0,2,2,1,0,0,0,0,4,0,1,0,3,18,8,2,1,5,0,0,0,0,0,0,4,4,6,0,4,0,1,0,0,1,16,1,0,0,1,3,1,2,1,1,5,3,1,1,6,0,1,1,1,0,3,16,13,2,1,4,5,1,3,3,13,0,0,2,0,0,1,1,0,6,3,1,2,5,0,1,4,0,31,18,13,0,5,13,7,4,2,0,11,9,7,2,0,2,2,0,10,0,0,0,0,0,10,10,0,0,15,2,0,1,1,13,1,1,1,2,2,6
E00016908,Total,88,2,1,0,0,0,0,0,0,0,1,1,0,0,0,1,13,1,0,0,1,0,0,3,1,0,2,6,6,3,0,1,1,1,0,0,0,9,4,3,0,1,1,1,0,0,0,1,1,0,0,3,0,0,1,1,0,1,17,13,2,1,2,6,2,4,4,14,1,1,4,0,0,3,1,0,1,0,1,0,8,0,0,7,1,2,2,1,0,1,0,0,0,0,0,9,7,7,0,0,2,2,0,6,1,1,0,0,0,5,4,1,0,16,1,1,0,0,15,2,2,8,1,0,2
E00016910,Total,109,4,1,0,0,1,0,0,0,0,0,3,0,0,1,2,10,0,0,0,0,0,0,3,0,0,3,3,3,4,0,3,0,1,0,0,0,17,5,1,0,4,0,0,0,1,1,7,6,1,0,4,0,0,0,4,0,0,7,7,1,3,1,2,0,0,0,9,0,0,1,0,0,0,1,0,2,1,1,0,6,0,0,6,0,22,15,4,0,11,7,0,6,0,1,5,4,4,0,0,1,1,0,12,2,0,2,0,0,10,8,1,1,23,0,0,0,0,23,2,7,10,0,1,3
E00016912,Total,76,9,5,0,0,2,1,0,0,2,0,4,0,2,0,2,10,0,0,0,0,0,0,4,0,0,4,3,3,3,1,0,0,1,0,1,0,9,0,0,0,0,3,1,2,3,3,2,1,1,0,1,0,0,0,0,0,1,6,5,1,1,1,2,0,1,1,5,0,0,2,0,0,2,0,0,0,0,0,0,3,0,0,3,0,5,3,0,0,3,2,0,2,0,0,8,6,6,0,0,2,1,1,10,4,0,3,1,0,6,5,1,0,14,0,0,0,0,14,0,5,4,1,0,4
E00016909,Total,176,3,1,0,0,0,0,0,0,0,1,2,0,2,0,0,20,3,0,0,3,0,0,10,1,0,9,1,1,6,0,0,1,4,0,0,1,23,1,0,0,1,1,0,1,0,0,16,16,0,0,5,0,0,2,3,0,0,13,10,2,5,0,3,0,3,3,10,0,0,4,0,1,1,2,0,4,4,0,0,2,0,0,2,0,58,44,25,2,17,14,1,7,5,1,16,9,7,1,1,7,7,0,5,1,0,1,0,0,4,4,0,0,28,2,0,1,1,26,2,7,9,0,1,7
E00016911,Total,182,16,6,1,1,3,1,0,0,0,0,10,0,4,0,6,26,7,1,2,3,0,1,6,1,0,5,9,9,4,1,1,0,2,0,0,0,15,1,0,0,1,3,1,2,2,2,3,3,0,0,6,0,0,0,5,0,1,29,20,8,4,4,4,0,9,9,15,0,0,5,0,2,1,2,0,4,4,0,0,6,0,0,6,0,27,20,7,0,13,7,1,5,0,1,17,12,9,3,0,5,5,0,14,1,1,0,0,0,13,11,1,1,23,1,0,1,0,22,2,7,6,1,0,6
E00016913,Total,187,10,3,0,0,1,0,0,0,0,2,7,0,1,0,6,22,2,0,0,2,0,0,5,0,0,5,2,2,13,2,5,1,3,0,0,2,14,2,2,0,0,3,0,3,0,0,4,3,1,0,5,0,0,1,2,0,2,29,18,5,5,0,6,2,11,11,17,1,1,5,0,1,1,3,0,7,5,2,0,4,0,0,4,0,36,21,11,0,10,15,1,12,2,0,23,19,15,0,4,4,4,0,9,1,0,0,0,1,8,8,0,0,27,1,0,1,0,26,1,11,7,2,1,4
E00016914,Total,136,8,1,0,0,0,1,0,0,0,0,7,0,6,1,0,12,2,1,0,1,0,0,3,0,0,3,4,4,3,0,1,0,2,0,0,0,8,0,0,0,0,2,1,1,2,2,2,2,0,0,2,0,1,0,1,0,0,27,13,0,10,0,3,0,14,14,17,1,1,1,0,0,0,1,0,9,9,0,0,6,0,0,6,0,26,17,9,0,8,9,0,8,1,0,12,10,9,1,0,2,2,0,8,3,1,0,2,0,5,5,0,0,18,0,0,0,0,18,1,2,6,0,2,7
E00016896,Total,194,20,8,0,1,5,2,0,0,0,0,12,0,6,0,6,64,12,1,0,11,0,0,7,3,1,3,24,24,21,3,3,3,3,2,1,6,35,4,3,0,1,5,1,4,0,0,19,18,1,0,7,0,0,1,4,0,2,24,19,4,4,6,4,1,5,5,12,0,0,1,0,0,0,1,0,7,6,1,0,4,0,0,3,1,13,9,6,0,3,4,3,0,1,0,9,6,5,1,0,3,2,1,1,0,0,0,0,0,1,1,0,0,16,1,0,0,1,15,1,3,1,0,2,8
E00016898,Total,173,13,8,0,1,5,0,1,0,0,1,5,0,4,0,1,46,9,0,2,5,1,1,4,0,1,3,20,20,13,0,4,6,0,0,1,2,46,9,9,0,0,4,0,4,0,0,21,17,3,1,12,0,1,5,4,0,2,19,14,2,3,0,9,0,5,5,7,2,2,0,0,0,0,0,0,2,1,1,0,3,0,0,3,0,7,6,4,0,2,1,1,0,0,0,14,12,11,0,1,2,1,1,4,2,0,1,0,1,2,2,0,0,17,1,0,0,1,16,3,4,3,1,1,4
E00016900,Total,197,23,17,2,2,8,0,0,0,2,3,6,0,1,2,3,55,12,0,2,10,0,0,7,2,1,4,11,11,25,4,9,3,0,1,0,8,45,0,0,0,0,4,0,4,0,0,24,21,1,2,17,0,0,8,5,0,4,26,23,12,3,1,6,1,3,3,8,2,2,1,0,0,0,1,0,2,0,2,0,3,0,0,2,1,17,12,8,0,4,5,4,1,0,0,7,4,3,1,0,3,3,0,5,1,1,0,0,0,4,3,0,1,11,0,0,0,0,11,1,2,1,1,1,5
E00016901,Total,103,6,1,0,0,0,0,0,0,0,1,5,0,2,0,3,16,5,0,1,3,0,1,1,0,1,0,4,4,6,1,2,0,0,2,0,1,25,0,0,0,0,0,0,0,0,0,10,9,1,0,15,0,1,11,2,0,1,20,17,1,4,7,2,3,3,3,6,0,0,1,0,0,1,0,0,1,0,0,1,4,0,0,3,1,10,6,1,0,5,4,1,3,0,0,9,9,8,0,1,0,0,0,3,0,0,0,0,0,3,2,0,1,8,1,0,0,1,7,3,3,0,0,0,1
E00016904,Total,146,17,10,2,0,4,1,0,0,2,1,7,0,2,0,5,31,3,0,2,1,0,0,12,2,1,9,6,6,10,4,4,0,1,0,0,1,18,5,2,1,2,1,0,1,1,1,5,4,1,0,6,0,0,2,2,0,2,31,23,2,6,9,4,2,8,8,11,0,0,5,0,0,5,0,0,3,1,2,0,3,1,0,2,0,14,10,6,0,4,4,2,1,0,1,10,7,7,0,0,3,2,1,5,4,0,2,0,2,1,1,0,0,9,1,1,0,0,8,0,3,1,1,0,3
E00016906,Total,154,19,11,0,0,4,1,2,0,1,3,8,0,1,2,5,34,2,0,0,2,0,0,2,0,0,2,14,14,16,2,8,1,0,0,1,4,26,3,2,0,1,2,0,2,2,2,10,7,2,1,9,0,0,3,4,0,2,17,11,5,3,0,2,1,6,6,17,0,0,9,0,0,6,3,0,5,4,1,0,3,0,0,3,0,13,7,3,0,4,6,1,2,2,1,8,5,2,1,2,3,3,0,7,2,0,0,2,0,5,4,0,1,13,0,0,0,0,13,1,3,2,1,1,5
E00016883,Total,207,16,6,0,1,2,3,0,0,0,0,10,0,4,0,6,54,11,0,0,10,0,1,9,5,4,0,14,14,20,1,10,1,6,0,0,2,52,6,2,4,0,2,1,1,0,0,27,18,8,1,17,0,1,6,8,0,2,12,9,1,1,2,5,0,3,3,20,3,3,2,0,2,0,0,0,5,2,3,0,10,0,1,8,1,18,13,7,0,6,5,2,3,0,0,13,10,10,0,0,3,3,0,7,3,1,0,1,1,4,4,0,0,15,0,0,0,0,15,2,6,1,0,0,6
E00016888,Total,175,20,11,0,0,4,1,0,1,4,1,9,0,2,0,7,42,11,2,3,6,0,0,7,5,0,2,11,11,13,1,6,0,0,0,1,5,43,3,0,3,0,2,0,2,4,4,24,18,6,0,10,0,0,1,6,0,3,18,12,2,3,1,6,0,6,6,12,1,1,5,2,0,1,2,0,2,2,0,0,4,0,1,2,1,17,13,4,1,8,4,0,3,1,0,4,3,3,0,0,1,1,0,2,0,0,0,0,0,2,2,0,0,17,1,0,1,0,16,1,2,5,0,0,8
E00016891,Total,243,24,18,0,2,9,0,0,0,1,6,6,0,1,0,5,50,15,3,1,9,2,0,3,0,0,3,10,10,22,5,7,1,0,0,0,9,79,13,1,9,3,4,1,3,2,2,36,24,12,0,24,0,0,3,14,0,7,24,19,6,4,2,5,2,5,5,9,2,2,0,0,0,0,0,0,3,2,1,0,4,0,0,3,1,19,11,4,0,7,8,1,1,2,4,16,15,14,0,1,1,1,0,8,1,1,0,0,0,7,7,0,0,14,1,0,0,1,13,2,3,3,1,0,4
E00016892,Total,181,15,5,0,1,3,1,0,0,0,0,10,0,5,0,5,52,12,1,6,5,0,0,6,2,3,1,9,9,25,3,14,3,2,2,0,1,40,2,1,0,1,1,0,1,1,1,19,15,3,1,17,0,1,8,4,0,4,19,16,3,1,3,5,4,3,3,15,1,1,2,0,0,1,1,0,3,3,0,0,9,6,0,3,0,11,5,1,0,4,6,5,0,1,0,9,7,4,3,0,2,1,1,2,0,0,0,0,0,2,2,0,0,18,2,1,1,0,16,2,5,1,0,1,7
E00016894,Total,223,15,6,1,0,2,1,1,0,1,0,9,0,2,0,7,53,15,2,9,3,0,1,4,0,1,3,9,9,25,3,6,2,3,0,2,9,40,1,0,0,1,1,0,1,0,0,28,23,4,1,10,0,0,6,3,0,1,17,11,2,5,1,3,0,6,6,25,0,0,4,0,0,0,3,1,4,4,0,0,17,7,1,7,2,24,8,5,0,3,16,11,2,2,1,16,14,9,2,3,2,2,0,2,1,0,0,1,0,1,1,0,0,31,0,0,0,0,31,1,18,3,0,1,8
E00016880,Total,155,10,6,0,1,3,0,0,0,1,1,4,0,0,0,4,28,9,0,2,7,0,0,4,1,0,3,7,7,8,2,3,2,1,0,0,0,30,4,1,2,1,2,1,1,1,1,14,13,0,1,9,0,0,2,5,0,2,20,16,8,2,2,4,0,4,4,13,0,0,5,0,0,0,5,0,6,3,3,0,2,0,0,2,0,20,15,7,0,8,5,2,2,1,0,12,9,8,1,0,3,3,0,9,4,0,1,0,3,5,5,0,0,13,1,0,1,0,12,1,6,1,0,0,4
E00016897,Total,251,24,12,2,1,3,3,0,0,2,1,12,0,7,0,5,48,18,5,3,10,0,0,11,3,2,6,7,7,12,1,2,5,0,0,2,2,69,7,0,0,7,3,0,3,1,1,35,27,7,1,23,0,1,8,8,0,6,30,26,12,10,2,2,0,4,4,14,0,0,2,0,0,0,2,0,6,3,3,0,6,0,0,5,1,21,13,9,0,4,8,5,1,2,0,23,21,19,2,0,2,2,0,4,1,0,0,1,0,3,3,0,0,18,0,0,0,0,18,1,2,5,1,0,9
E00016899,Total,214,23,13,1,2,4,2,0,0,1,3,10,0,2,4,4,52,8,0,0,7,0,1,18,4,12,2,10,10,16,0,8,4,1,0,1,2,46,3,1,2,0,2,1,1,0,0,14,10,1,3,27,0,1,17,6,0,3,23,13,1,8,2,2,0,10,10,18,0,0,3,0,0,1,2,0,8,7,1,0,7,1,0,5,1,11,9,7,0,2,2,0,1,1,0,7,6,4,2,0,1,1,0,16,4,0,0,3,1,12,11,1,0,18,0,0,0,0,18,3,2,4,0,1,8
E00016902,Total,183,18,7,0,1,2,0,1,0,1,2,11,0,4,1,6,35,3,0,1,2,0,0,4,1,2,1,11,11,17,1,3,6,0,0,0,7,59,2,0,1,1,5,1,4,3,3,29,26,3,0,20,0,0,11,5,0,4,23,19,5,9,4,1,0,4,4,14,1,1,3,0,0,0,3,0,1,1,0,0,9,0,1,7,1,6,5,4,0,1,1,0,0,1,0,11,7,5,1,1,4,4,0,6,0,0,0,0,0,6,5,0,1,11,0,0,0,0,11,0,3,1,1,1,5
E00016903,Total,210,30,20,1,3,10,0,0,0,0,6,10,0,4,3,3,45,11,3,2,5,1,0,6,2,0,4,11,11,17,4,6,3,2,0,0,2,35,1,0,0,1,0,0,0,1,1,19,18,1,0,14,0,0,2,9,0,3,31,23,5,6,4,8,0,8,8,19,0,0,3,0,0,1,2,0,8,7,1,0,8,1,2,5,0,16,10,3,0,7,6,1,2,3,0,8,7,5,0,2,1,1,0,4,2,1,0,1,0,2,2,0,0,22,1,0,0,1,21,2,5,6,0,3,5
E00016564,Total,161,16,11,0,3,5,0,0,0,2,1,5,0,2,0,3,45,12,1,3,8,0,0,8,1,1,6,15,15,10,0,1,1,6,0,1,1,21,2,0,0,2,1,0,1,0,0,5,4,1,0,13,0,0,6,5,0,2,16,12,6,2,3,0,1,4,4,10,0,0,2,1,0,1,0,0,3,2,1,0,5,1,0,3,1,15,11,6,0,5,4,1,2,1,0,14,10,10,0,0,4,3,1,10,2,0,0,0,2,8,8,0,0,14,2,0,1,1,12,2,3,4,1,0,2
E00016567,Total,80,5,2,0,0,0,0,0,0,1,1,3,0,2,0,1,14,3,0,0,3,0,0,6,1,0,5,4,4,1,0,1,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,9,5,0,1,1,3,0,4,4,5,0,0,1,0,0,0,1,0,2,0,2,0,2,0,0,1,1,11,7,5,0,2,4,0,2,0,2,12,12,9,2,1,0,0,0,10,4,0,4,0,0,6,6,0,0,11,1,0,0,1,10,0,3,1,0,0,6
E00016569,Total,164,18,9,0,1,5,1,1,0,1,0,9,0,1,1,7,41,5,1,1,3,0,0,5,2,2,1,6,6,25,4,9,1,7,1,0,3,23,6,2,0,4,1,1,0,0,0,5,3,1,1,11,0,1,5,4,0,1,17,10,3,1,1,5,0,7,7,23,1,1,3,0,1,1,1,0,10,6,4,0,9,0,1,8,0,15,14,11,0,3,1,1,0,0,0,10,9,9,0,0,1,0,1,5,1,0,0,0,1,4,3,0,1,12,1,0,1,0,11,1,2,0,0,0,8
E00016571,Total,184,20,12,1,2,3,1,0,0,1,4,8,1,3,0,4,62,9,2,3,4,0,0,3,1,1,1,23,23,27,2,7,3,6,3,0,6,43,4,3,0,1,4,1,3,0,0,16,10,6,0,19,0,1,2,7,0,9,16,13,2,5,0,6,0,3,3,6,1,1,3,0,0,0,3,0,2,2,0,0,0,0,0,0,0,11,8,4,0,4,3,0,2,1,0,9,9,9,0,0,0,0,0,9,2,0,0,2,0,7,6,0,1,8,0,0,0,0,8,1,2,1,0,0,4
E00173700,Total,143,10,8,0,1,4,0,0,0,1,2,2,0,0,0,2,35,5,1,0,4,0,0,8,3,0,5,11,11,11,1,4,4,0,0,0,2,22,4,0,0,4,3,1,2,1,1,10,9,1,0,4,0,0,3,0,0,1,12,10,3,3,0,4,0,2,2,2,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,9,9,6,0,3,0,0,0,0,0,8,8,8,0,0,0,0,0,3,2,0,2,0,0,1,1,0,0,42,0,0,0,0,42,1,5,1,0,0,35
E00173702,Total,148,14,7,0,0,5,0,0,0,1,1,7,0,1,0,6,30,7,3,1,3,0,0,5,3,2,0,10,10,8,2,1,1,3,0,1,0,15,1,0,0,1,2,1,1,0,0,8,5,3,0,4,0,0,2,2,0,0,8,6,2,1,2,1,0,2,2,9,0,0,3,0,0,0,3,0,2,1,1,0,4,1,0,3,0,13,8,3,0,5,5,2,1,2,0,22,19,19,0,0,3,3,0,2,0,0,0,0,0,2,2,0,0,35,0,0,0,0,35,1,2,1,0,2,29
E00016558,Total,151,15,11,0,4,2,1,0,0,0,4,4,0,3,0,1,42,9,1,0,8,0,0,6,3,1,2,11,11,16,2,5,5,1,0,0,3,36,3,1,0,2,2,0,2,1,1,15,11,4,0,15,1,0,7,6,0,1,13,11,5,2,1,2,1,2,2,9,1,1,0,0,0,0,0,0,4,2,2,0,4,2,1,0,1,9,8,4,0,4,1,0,0,0,1,12,12,12,0,0,0,0,0,2,1,0,0,0,1,1,1,0,0,13,0,0,0,0,13,1,4,4,0,1,3
E00016561,Total,161,19,14,2,1,3,1,0,0,3,4,5,0,2,1,2,35,6,1,0,5,0,0,6,3,1,2,11,11,12,0,5,1,1,1,0,4,39,1,0,0,1,5,1,4,0,0,20,14,4,2,13,0,0,2,8,0,3,17,12,5,2,2,3,0,5,5,8,0,0,0,0,0,0,0,0,3,2,1,0,5,0,1,4,0,13,11,4,0,7,2,0,0,2,0,11,8,7,1,0,3,3,0,6,3,0,1,1,1,3,3,0,0,13,0,0,0,0,13,1,4,4,0,0,4
E00016566,Total,137,11,8,0,4,4,0,0,0,0,0,3,0,1,0,2,29,4,0,0,4,0,0,3,1,0,2,7,7,15,1,5,1,3,0,0,5,26,2,0,0,2,2,2,0,2,2,10,10,0,0,10,0,0,5,3,0,2,24,17,2,7,0,5,3,7,7,10,0,0,1,0,0,0,1,0,5,3,2,0,4,0,0,4,0,7,5,1,0,4,2,0,2,0,0,11,8,7,1,0,3,3,0,5,4,1,1,1,1,1,0,1,0,14,1,0,1,0,13,1,2,2,0,0,8
E00016568,Total,184,23,13,2,3,3,1,1,0,1,2,10,0,2,0,8,59,7,1,1,5,0,0,6,5,0,1,19,19,27,3,8,5,3,1,1,6,52,3,2,0,1,3,2,1,0,0,22,17,5,0,24,0,0,10,6,0,8,10,9,5,1,1,1,1,1,1,11,0,0,3,0,0,1,2,0,5,2,3,0,3,1,1,0,1,6,3,2,0,1,3,0,0,2,1,10,6,6,0,0,4,4,0,2,0,0,0,0,0,2,1,0,1,11,0,0,0,0,11,1,2,2,0,1,5
E00016572,Total,183,16,9,0,1,4,0,1,0,0,3,7,0,2,0,5,64,8,1,0,6,0,1,8,2,3,3,22,22,26,1,12,1,3,1,0,8,42,2,2,0,0,7,2,5,0,0,21,18,2,1,12,0,0,5,2,0,5,16,9,1,1,3,2,2,7,7,13,0,0,1,0,0,0,1,0,8,6,1,1,4,0,0,2,2,8,5,5,0,0,3,0,2,1,0,8,6,5,1,0,2,2,0,2,1,0,0,0,1,1,1,0,0,14,0,0,0,0,14,3,0,4,0,2,5
E00016575,Total,176,17,12,2,1,7,0,0,0,0,2,5,0,1,0,4,51,12,0,0,11,0,1,7,2,3,2,12,12,20,0,6,4,3,2,0,5,49,1,0,0,1,1,0,1,2,2,24,19,4,1,21,0,0,6,10,0,5,19,17,5,3,2,5,2,2,2,6,0,0,2,0,1,0,1,0,2,0,2,0,2,0,0,1,1,15,13,3,0,10,2,1,1,0,0,7,6,4,1,1,1,1,0,6,3,0,0,0,3,3,2,0,1,6,0,0,0,0,6,1,1,1,0,0,3
E00016557,Total,116,9,7,0,3,3,0,0,1,0,0,2,1,1,0,0,26,6,0,2,3,1,0,3,1,0,2,4,4,13,2,4,2,2,0,2,1,22,2,0,0,2,1,0,1,2,2,10,10,0,0,7,0,1,3,3,0,0,13,10,2,4,2,2,0,3,3,6,0,0,3,0,0,1,2,0,2,1,1,0,1,0,0,1,0,14,13,7,0,6,1,0,0,1,0,8,5,5,0,0,3,3,0,2,1,1,0,0,0,1,1,0,0,16,0,0,0,0,16,1,3,0,1,3,8
E00016559,Total,198,15,11,2,0,3,0,1,0,3,2,4,0,2,0,2,30,6,0,1,5,0,0,7,1,1,5,3,3,14,1,5,1,3,0,0,4,31,3,2,0,1,4,2,2,2,2,9,7,2,0,13,0,1,2,8,0,2,17,15,5,1,3,6,0,2,2,24,0,0,7,1,2,0,4,0,6,6,0,0,11,0,0,11,0,18,14,7,0,7,4,3,0,0,1,19,14,11,2,1,5,5,0,10,4,1,2,1,0,6,4,0,2,34,2,0,1,1,32,4,11,4,0,3,10
E00016560,Total,224,16,8,1,2,3,0,1,0,0,1,8,0,6,0,2,37,7,1,2,4,0,0,2,1,1,0,14,14,14,1,7,1,1,1,0,3,46,4,1,0,3,4,1,3,1,1,20,15,3,2,17,0,1,2,9,0,5,28,25,7,9,3,4,2,3,3,26,0,0,5,0,4,0,1,0,5,3,0,2,16,0,0,16,0,13,11,5,0,6,2,1,0,1,0,15,11,11,0,0,4,4,0,14,7,1,5,0,1,7,6,1,0,29,4,1,3,0,25,0,4,2,0,3,16
E00016562,Total,203,33,24,1,2,10,3,0,0,3,5,9,0,3,1,5,57,12,2,1,9,0,0,3,2,0,1,16,16,26,3,7,6,3,1,2,4,31,2,0,0,2,3,1,2,0,0,9,7,2,0,17,0,0,8,4,0,5,16,12,2,3,0,6,1,4,4,16,0,0,3,0,1,1,1,0,3,2,1,0,10,0,1,9,0,10,6,1,0,5,4,2,1,1,0,6,4,4,0,0,2,2,0,9,5,0,4,0,1,4,3,1,0,25,1,0,0,1,24,2,3,2,1,0,16
E00016563,Total,161,15,12,1,3,3,0,1,0,2,2,3,0,2,0,1,40,9,2,1,6,0,0,5,5,0,0,14,14,12,2,4,1,0,1,1,3,29,3,2,0,1,1,0,1,1,1,12,9,3,0,12,0,1,3,4,0,4,13,9,3,2,0,3,1,4,4,16,0,0,4,0,2,1,1,0,6,6,0,0,6,1,1,4,0,11,9,5,1,3,2,2,0,0,0,8,6,5,0,1,2,2,0,6,3,1,1,1,0,3,2,0,1,23,2,1,0,1,21,4,4,2,1,0,10
E00016565,Total,191,17,13,1,3,0,4,0,1,3,1,4,0,2,0,2,49,12,4,1,6,0,1,6,3,1,2,14,14,17,2,6,1,6,0,0,2,30,4,0,1,3,1,0,1,0,0,12,7,5,0,13,0,1,1,10,0,1,20,18,6,6,1,4,1,2,2,18,0,0,5,0,0,3,1,1,6,3,3,0,7,0,1,6,0,21,14,6,0,8,7,3,3,0,1,7,5,3,2,0,2,2,0,8,3,1,2,0,0,5,4,1,0,21,2,0,2,0,19,3,0,3,0,1,12
E00016544,Total,169,20,12,1,0,4,1,1,0,2,3,8,0,2,2,4,48,12,3,1,8,0,0,7,0,1,6,16,16,13,1,7,1,1,0,1,2,24,2,0,0,2,2,2,0,0,0,10,8,1,1,10,0,1,2,4,0,3,26,21,7,5,4,3,2,5,5,5,0,0,2,0,1,1,0,0,3,3,0,0,0,0,0,0,0,13,8,2,0,6,5,3,0,0,2,9,7,4,3,0,2,2,0,4,2,0,0,0,2,2,2,0,0,20,0,0,0,0,20,0,3,1,0,0,16
E00016574,Total,185,17,8,1,0,2,0,0,0,1,4,9,0,0,1,8,49,13,7,0,6,0,0,6,2,1,3,14,14,16,6,3,1,3,1,1,1,28,1,0,0,1,3,0,3,2,2,9,4,5,0,13,0,1,1,7,0,4,18,11,1,4,1,5,0,7,7,15,0,0,4,1,1,2,0,0,3,3,0,0,8,0,0,6,2,22,16,13,0,3,6,2,3,0,1,14,12,12,0,0,2,2,0,6,1,0,1,0,0,5,4,0,1,16,1,0,1,0,15,1,4,1,0,1,8
E00016576,Total,184,22,15,0,2,6,1,1,0,3,2,7,0,3,0,4,65,10,3,2,5,0,0,11,4,1,6,14,14,30,1,7,13,5,1,0,3,27,7,1,0,6,2,1,1,0,0,7,7,0,0,11,1,0,0,5,0,5,19,15,1,3,4,6,1,4,4,8,0,0,2,0,0,1,1,0,6,2,4,0,0,0,0,0,0,12,9,5,0,4,3,0,2,1,0,17,12,11,0,1,5,5,0,5,2,1,1,0,0,3,2,1,0,9,0,0,0,0,9,1,0,1,2,0,5
E00016577,Total,196,20,12,1,3,8,0,0,0,0,0,8,1,2,0,5,56,9,1,2,5,0,1,8,1,3,4,20,20,19,1,1,1,1,2,1,12,41,3,1,0,2,3,1,2,2,2,17,14,3,0,16,0,2,6,4,1,3,19,13,3,1,6,1,2,6,6,17,1,1,2,0,0,0,2,0,7,5,2,0,7,0,2,5,0,15,11,7,0,4,4,2,2,0,0,11,9,5,0,4,2,1,1,5,1,0,0,1,0,4,3,1,0,12,0,0,0,0,12,0,3,2,0,2,5
E00016578,Total,169,17,10,0,1,6,0,1,1,0,1,7,0,3,0,4,50,14,2,4,6,0,2,7,2,1,4,13,13,16,1,5,4,2,1,2,1,34,2,0,0,2,2,1,1,0,0,15,11,4,0,15,0,0,6,5,1,3,20,14,5,2,3,3,1,6,6,12,1,1,3,1,0,0,2,0,5,2,3,0,3,0,0,3,0,13,9,5,0,4,4,2,1,1,0,8,7,6,0,1,1,1,0,6,2,0,1,1,0,4,3,0,1,9,0,0,0,0,9,1,2,0,0,1,5
