OA11CD,Rural Urban,Total,"1. Managers, directors and senior officials",11. Corporate managers and directors,111. Chief Executives and Senior Officials,112. Production Managers and Directors,113. Functional Managers and Directors,115. Financial Institution Managers and Directors,116. Managers and Directors in Transport and Logistics,117. Senior Officers in Protective Services,118. Health and Social Services Managers and Directors,119. Managers and Directors in Retail and Wholesale,12. Other managers and proprietors,121. Managers and Proprietors in Agriculture Related Services,122. Managers and Proprietors in Hospitality and Leisure Services,124. Managers and Proprietors in Health and Care Services,125. Managers and Proprietors in Other Services,2. Professional occupations,"21. Science research, engineering and technology professionals",211. Natural and Social Science Professionals,212. Engineering Professionals,213. Information Technology and Telecommunications Professionals,214. Conservation and Environment Professionals,215. Research and Development Managers,22. Health professionals,221. Health Professionals,222. Therapy Professionals,223. Nursing and Midwifery Professionals,23. Teaching and educational professionals,231. Teaching and Educational Professionals,"24. Business, media and public service professionals",241. Legal Professionals,242. Research and Administrative Professionals,"243. Architects, Town Planners and Surveyors",244. Welfare Professionals,245. Librarians and Related Professionals,246. Quality and Regulatory Professionals,247. Media Professionals,3. Associate professional and technical occupations,"31. Science, engineering and technology associate professionals","311. Science, Engineering and Production Technicians",312. Draughtspersons and Related Architectural Technicians,313. Information Technology Technicians,32. Health and social care associate professionals,321. Health Associate Professionals,323. Welfare and Housing Associate Professionals,33. Protective Service Occupations,331. Protective Service Occupations,"34. Culture, media and sports occupations","341. Artistic, Literary and Media Occupations",342. Design Occupations,344. Sports and Fitness Occupations,35. Business and public service associate professionals,351. Transport Associate Professionals,352. Legal Associate Professionals,"353. Business, Finance and Related Associate Professionals","354. Sales, Marketing and Related Associate Professionals",355. Conservation and Environmental associate professionals,356. Public Services and Other Associate Professionals,4. Administrative and secretarial occupations,41. Administrative occupations,411. Government and Related Organisations,412. Finance,413. Records,415. Other Administrative Occupations,416. Office Managers and Supervisors,42. Secretarial and related occupations,421. Secretarial and Related Occupations,5. Skilled trades occupations,51. Skilled agricultural and related trades,511. Agricultural and Related Trades,"52. Skilled metal, electrical and electronic trades","521. Metal Forming, Welding and Related Trades","522. Metal Machining, Fitting and Instrument Making Trades",523. Vehicle Trades,524. Electrical and Electronic Trades,"525. Skilled Metal, Electrical and Electronic Trades Supervisors",53. Skilled construction and building trades,531. Construction and Building Trades,532. Building Finishing Trades,533. Construction and Building Trades Supervisors,"54. Textiles, printing and other skilled trades",541. Textiles and Garments Trades,542. Printing Trades,543. Food Preparation and Hospitality Trades,544. Other Skilled Trades,"6. Caring, leisure and other service occupations",61. Caring personal service occupations,612. Childcare and Related Personal Services,613. Animal Care and Control Services,614. Caring Personal Services,"62. Leisure, travel and related personal service occupations",621. Leisure and Travel Services,622. Hairdressers and Related Services,623. Housekeeping and Related Services,624. Cleaning and Housekeeping Managers and Supervisors,7. Sales and customer service occupations,71. Sales occupations,711. Sales Assistants and Retail Cashiers,712. Sales Related Occupations,713. Sales Supervisors,72. Customer service occupations,721. Customer Service Occupations,722. Customer Service Managers and Supervisors,"8. Process, plant and machine operatives","81. Process, plant and machine operatives",811. Process Operatives,812. Plant and Machine Operatives,813. Assemblers and Routine Operatives,814. Construction Operatives,82. Transport and mobile machine drivers and operatives,821. Road Transport Drivers,822. Mobile Machine Drivers and Operatives,823. Other Drivers and Transport Operatives,9. Elementary occupations,91. Elementary trades and related occupations,911. Elementary Agricultural Occupations,912. Elementary Construction Occupations,913. Elementary Process Plant Occupations,92. Elementary administration and service occupations,921. Elementary Administration Occupations,923. Elementary Cleaning Occupations,924. Elementary Security Occupations,925. Elementary Sales Occupations,926. Elementary Storage Occupations,927. Other Elementary Services Occupations
E00016671,Total,81,6,3,0,0,2,0,0,0,0,1,3,0,0,0,3,16,3,0,0,2,0,1,2,0,1,1,4,4,7,1,2,0,1,0,1,2,14,2,1,1,0,2,0,2,2,2,1,1,0,0,7,0,0,2,3,0,2,12,7,1,3,1,1,1,5,5,7,0,0,1,0,0,0,1,0,1,1,0,0,5,0,1,4,0,5,5,4,0,1,0,0,0,0,0,9,8,7,0,1,1,1,0,2,0,0,0,0,0,2,2,0,0,10,2,1,1,0,8,0,1,0,0,1,6
E00016672,Total,171,17,13,0,2,4,2,0,0,0,5,4,0,1,1,2,29,7,0,2,5,0,0,4,1,0,3,10,10,8,2,4,0,1,0,0,1,22,4,0,1,3,3,1,2,0,0,7,5,1,1,8,0,0,2,4,0,2,31,23,4,5,2,9,3,8,8,8,0,0,4,0,0,1,3,0,2,1,1,0,2,1,0,1,0,21,18,3,0,15,3,0,1,2,0,20,12,12,0,0,8,7,1,7,1,0,0,0,1,6,5,0,1,16,3,1,2,0,13,2,4,2,0,0,5
E00173708,Total,117,17,13,0,0,9,2,0,0,0,2,4,0,3,0,1,31,10,0,3,6,1,0,6,3,1,2,5,5,10,2,7,0,0,0,0,1,40,4,0,0,4,0,0,0,1,1,10,9,1,0,25,0,1,11,5,0,8,12,6,1,3,1,1,0,6,6,7,0,0,0,0,0,0,0,0,4,4,0,0,3,0,0,3,0,5,3,3,0,0,2,0,1,1,0,3,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,2
E00173710,Total,145,10,7,0,2,2,1,1,0,1,0,3,0,2,0,1,50,11,3,1,7,0,0,13,7,2,4,12,12,14,1,6,0,2,0,0,5,29,2,0,0,2,5,0,5,1,1,6,5,0,1,15,0,0,4,7,0,4,19,14,4,2,2,1,5,5,5,9,0,0,4,0,1,0,2,1,2,0,2,0,3,1,0,2,0,5,5,1,0,4,0,0,0,0,0,10,8,6,0,2,2,2,0,5,1,1,0,0,0,4,4,0,0,8,0,0,0,0,8,1,5,1,0,0,1
E00016661,Total,160,12,9,1,2,3,0,1,0,0,2,3,0,1,0,2,41,7,2,1,3,1,0,6,1,1,4,10,10,18,2,5,2,3,1,1,4,24,1,0,0,1,1,0,1,1,1,4,4,0,0,17,0,0,6,9,0,2,21,11,5,4,1,1,0,10,10,13,0,0,5,0,0,2,3,0,5,2,3,0,3,0,1,2,0,16,14,8,0,6,2,1,1,0,0,12,8,7,0,1,4,4,0,6,1,0,0,0,1,5,4,1,0,15,1,0,1,0,14,1,4,1,0,4,4
E00173936,Total,114,6,5,0,0,3,0,1,0,0,1,1,1,0,0,0,21,4,0,0,4,0,0,4,1,0,3,6,6,7,1,5,0,0,0,0,1,24,2,1,0,1,6,1,5,4,4,5,5,0,0,7,0,0,0,5,0,2,14,10,2,2,1,4,1,4,4,7,0,0,4,0,0,1,3,0,1,0,1,0,2,0,0,2,0,13,7,3,0,4,6,1,2,1,2,16,14,11,2,1,2,2,0,6,2,1,0,1,0,4,1,0,3,7,0,0,0,0,7,0,3,2,0,0,2
E00173937,Total,154,26,18,1,1,7,1,4,0,0,4,8,0,4,0,4,52,14,1,0,12,1,0,10,7,0,3,6,6,22,2,18,0,0,1,0,1,40,1,0,1,0,1,1,0,0,0,13,10,2,1,25,0,1,5,12,0,7,13,9,6,0,1,1,1,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,5,3,2,0,1,2,2,0,0,0,7,7,6,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,7,1,0,1,0,6,0,1,1,0,1,3
E00173938,Total,230,25,15,1,1,8,3,1,0,0,1,10,0,5,0,5,74,15,0,3,12,0,0,7,5,1,1,12,12,40,3,26,2,4,0,0,5,60,2,1,0,1,0,0,0,1,1,9,8,1,0,48,0,1,27,11,0,9,25,17,3,6,3,3,2,8,8,12,0,0,3,0,1,1,1,0,4,2,2,0,5,0,0,4,1,10,8,5,0,3,2,1,1,0,0,4,4,4,0,0,0,0,0,7,6,2,1,2,1,1,0,0,1,13,1,0,0,1,12,0,5,1,0,1,5
E00174035,Total,171,21,17,1,4,6,2,0,0,0,4,4,0,0,0,4,58,14,0,2,12,0,0,9,6,0,3,8,8,27,0,20,0,0,1,0,6,52,2,0,0,2,1,1,0,1,1,12,10,0,2,36,0,1,18,10,0,7,19,13,3,6,1,2,1,6,6,5,0,0,2,1,0,0,1,0,1,1,0,0,2,0,1,1,0,6,5,2,0,3,1,0,1,0,0,5,3,2,0,1,2,2,0,1,0,0,0,0,0,1,1,0,0,4,1,0,1,0,3,0,1,0,0,0,2
E00016796,Total,166,19,6,0,1,1,1,1,0,1,1,13,0,1,0,12,42,18,0,1,17,0,0,7,1,0,6,9,9,8,1,5,1,0,0,0,1,24,2,1,0,1,2,1,1,1,1,12,5,4,3,7,0,0,3,2,0,2,24,14,2,7,3,2,0,10,10,8,2,2,0,0,0,0,0,0,2,1,1,0,4,0,0,4,0,20,14,5,0,9,6,0,5,1,0,8,6,6,0,0,2,2,0,5,3,0,0,1,2,2,2,0,0,16,0,0,0,0,16,0,5,3,0,1,7
E00016799,Total,187,18,7,0,1,2,0,1,0,0,3,11,0,1,0,10,37,11,0,0,11,0,0,10,2,0,8,6,6,10,0,3,2,3,0,1,1,20,1,1,0,0,4,0,4,1,1,7,2,3,2,7,0,0,4,1,0,2,25,19,5,5,2,7,0,6,6,12,1,1,3,0,0,0,3,0,7,2,4,1,1,0,0,1,0,21,17,5,0,12,4,2,1,1,0,21,19,18,0,1,2,2,0,9,4,2,2,0,0,5,2,1,2,24,1,0,1,0,23,2,7,7,1,0,6
E00016804,Total,167,8,4,0,1,0,1,0,0,0,2,4,0,3,0,1,32,7,0,0,7,0,0,4,2,0,2,9,9,12,1,8,0,3,0,0,0,16,1,0,0,1,5,0,5,0,0,4,4,0,0,6,0,0,2,1,0,3,19,8,2,0,3,3,0,11,11,26,0,0,9,0,1,6,2,0,10,10,0,0,7,0,4,3,0,29,25,4,0,21,4,0,0,3,1,13,11,10,0,1,2,2,0,6,3,0,0,0,3,3,3,0,0,18,1,0,1,0,17,1,6,5,0,0,5
E00016805,Total,161,11,9,0,1,3,1,2,0,1,1,2,0,1,0,1,16,3,0,0,3,0,0,4,0,0,4,5,5,4,1,1,1,0,0,0,1,15,1,0,0,1,3,1,2,0,0,6,5,1,0,5,0,0,2,1,0,2,21,14,4,6,0,3,1,7,7,19,1,1,5,0,2,1,2,0,6,4,2,0,7,0,0,6,1,21,18,11,0,7,3,1,0,1,1,21,19,18,1,0,2,2,0,13,3,0,0,0,3,10,9,0,1,24,1,0,1,0,23,3,8,4,0,2,6
E00016806,Total,126,5,5,0,0,3,0,0,0,1,1,0,0,0,0,0,20,4,0,1,3,0,0,4,1,0,3,6,6,6,0,3,0,3,0,0,0,16,2,1,0,1,1,0,1,0,0,9,7,1,1,4,0,1,1,1,0,1,12,11,4,1,0,5,1,1,1,20,0,0,4,0,1,0,3,0,9,9,0,0,7,0,5,2,0,24,23,6,0,17,1,0,1,0,0,11,8,7,0,1,3,3,0,6,2,1,0,0,1,4,4,0,0,12,0,0,0,0,12,3,5,2,1,1,0
E00016781,Total,119,8,5,1,0,3,0,1,0,0,0,3,0,1,1,1,25,8,0,1,6,1,0,8,1,0,7,6,6,3,0,0,2,0,1,0,0,22,3,2,0,1,3,1,2,0,0,8,5,2,1,8,0,0,3,4,0,1,16,15,4,3,2,6,0,1,1,7,1,1,1,0,0,0,0,1,4,3,1,0,1,0,1,0,0,13,9,4,0,5,4,0,0,1,3,11,7,6,0,1,4,2,2,4,1,0,0,0,1,3,2,0,1,13,0,0,0,0,13,1,4,4,0,1,3
E00016793,Total,120,14,10,0,3,1,0,0,0,1,5,4,0,2,0,2,14,3,0,0,3,0,0,3,0,0,3,2,2,6,0,2,0,2,0,1,1,7,0,0,0,0,1,0,1,0,0,0,0,0,0,6,0,1,0,4,0,1,11,9,1,3,4,1,0,2,2,6,0,0,0,0,0,0,0,0,4,2,1,1,2,0,0,2,0,21,15,8,0,7,6,1,4,0,1,24,17,16,1,0,7,7,0,3,0,0,0,0,0,3,2,0,1,20,2,0,1,1,18,1,8,3,0,0,6
E00016794,Total,100,11,7,1,0,2,0,1,0,0,3,4,0,2,0,2,18,3,0,0,3,0,0,3,0,1,2,4,4,8,0,7,0,1,0,0,0,9,2,1,0,1,2,0,2,0,0,2,2,0,0,3,0,2,1,0,0,0,16,11,3,0,4,3,1,5,5,7,0,0,2,0,0,0,2,0,5,2,3,0,0,0,0,0,0,10,9,3,0,6,1,0,0,1,0,6,5,5,0,0,1,1,0,4,1,0,1,0,0,3,3,0,0,19,2,0,2,0,17,1,2,6,1,3,4
E00016801,Total,117,15,9,0,1,4,0,0,0,1,3,6,0,3,0,3,18,6,0,1,5,0,0,3,1,0,2,6,6,3,0,2,0,0,0,0,1,21,1,0,0,1,5,0,5,0,0,9,8,1,0,6,0,0,3,2,0,1,20,13,2,7,1,3,0,7,7,6,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,3,0,15,11,5,2,4,4,0,2,1,1,11,9,8,0,1,2,2,0,5,2,0,1,0,1,3,3,0,0,6,0,0,0,0,6,0,1,3,0,2,0
E00016803,Total,111,10,6,0,0,2,2,0,0,0,2,4,0,1,0,3,17,3,0,1,1,0,1,6,1,0,5,4,4,4,0,3,0,1,0,0,0,20,1,0,1,0,1,0,1,2,2,3,3,0,0,13,0,2,3,5,0,3,13,10,4,3,1,2,0,3,3,6,0,0,1,0,0,1,0,0,4,4,0,0,1,0,1,0,0,24,18,10,0,8,6,1,1,1,3,8,7,5,1,1,1,1,0,2,0,0,0,0,0,2,1,0,1,11,3,0,3,0,8,2,1,1,2,0,2
E00016808,Total,98,8,3,0,0,2,0,0,0,0,1,5,0,0,0,5,22,4,1,2,1,0,0,3,1,0,2,8,8,7,0,1,0,6,0,0,0,6,0,0,0,0,1,1,0,0,0,4,4,0,0,1,0,0,1,0,0,0,13,9,0,0,6,3,0,4,4,10,2,2,1,0,0,1,0,0,3,3,0,0,4,0,0,2,2,12,8,3,0,5,4,0,1,1,2,5,5,4,1,0,0,0,0,8,2,0,1,0,1,6,6,0,0,14,1,0,1,0,13,2,3,1,1,0,6
E00016813,Total,167,20,12,0,1,6,0,0,1,2,2,8,0,3,1,4,46,9,0,2,7,0,0,8,2,1,5,11,11,18,1,8,0,3,2,1,3,24,2,0,0,2,4,2,2,1,1,13,9,3,1,4,0,1,1,1,0,1,24,18,3,4,4,6,1,6,6,11,0,0,3,0,2,0,1,0,6,3,2,1,2,0,2,0,0,12,6,3,0,3,6,2,2,1,1,14,11,9,1,1,3,3,0,3,0,0,0,0,0,3,2,0,1,13,0,0,0,0,13,0,4,2,0,0,7
E00016814,Total,153,18,9,1,1,3,0,1,0,0,3,9,0,4,0,5,28,4,1,0,2,1,0,7,0,2,5,9,9,8,1,4,0,2,0,0,1,35,3,1,0,2,1,0,1,0,0,19,15,1,3,12,0,0,3,6,0,3,10,6,1,1,0,3,1,4,4,10,0,0,2,0,0,0,2,0,3,3,0,0,5,0,0,5,0,16,14,3,0,11,2,0,2,0,0,12,9,8,0,1,3,3,0,11,3,0,1,0,2,8,5,0,3,13,0,0,0,0,13,2,3,2,0,2,4
E00016815,Total,134,8,4,0,0,1,0,1,0,1,1,4,0,2,0,2,34,5,0,1,3,1,0,12,4,0,8,10,10,7,1,3,0,1,0,0,2,18,4,1,0,3,0,0,0,3,3,4,3,1,0,7,0,0,2,3,0,2,14,11,3,5,2,1,0,3,3,13,1,1,2,0,2,0,0,0,4,3,1,0,6,0,0,5,1,20,15,7,0,8,5,1,1,2,1,8,5,3,1,1,3,3,0,11,2,0,1,0,1,9,9,0,0,8,0,0,0,0,8,2,1,4,0,0,1
E00016818,Total,140,8,3,0,0,0,1,0,0,0,2,5,0,4,0,1,28,6,2,1,2,1,0,5,2,0,3,8,8,9,0,1,4,1,0,0,3,17,2,0,0,2,2,0,2,1,1,7,6,1,0,5,0,1,2,2,0,0,19,18,7,8,1,2,0,1,1,6,0,0,2,1,0,0,1,0,2,1,1,0,2,0,0,2,0,15,13,4,0,9,2,0,1,1,0,20,18,14,0,4,2,2,0,7,2,1,0,1,0,5,5,0,0,20,0,0,0,0,20,0,5,9,1,1,4
E00016819,Total,123,9,6,0,1,3,0,1,0,0,1,3,0,0,0,3,29,4,0,0,4,0,0,8,2,0,6,9,9,8,0,4,0,1,0,2,1,14,4,1,0,3,2,0,2,0,0,2,2,0,0,6,0,0,3,2,0,1,15,10,2,2,1,4,1,5,5,14,1,1,1,0,0,0,1,0,7,4,2,1,5,0,0,5,0,13,12,4,0,8,1,1,0,0,0,10,8,5,1,2,2,2,0,4,1,1,0,0,0,3,2,0,1,15,0,0,0,0,15,2,2,3,1,2,5
E00016778,Total,171,18,7,0,1,2,0,0,0,1,3,11,0,3,1,7,45,9,2,0,6,0,1,11,3,1,7,10,10,15,0,4,4,5,1,1,0,24,3,1,0,2,5,1,4,2,2,7,6,1,0,7,0,0,1,5,0,1,21,18,8,3,2,2,3,3,3,12,0,0,1,0,1,0,0,0,7,5,2,0,4,0,0,4,0,16,8,2,1,5,8,1,6,1,0,9,7,6,0,1,2,1,1,6,2,1,0,0,1,4,3,0,1,20,0,0,0,0,20,3,2,5,0,0,10
E00016788,Total,124,14,4,0,1,1,1,0,0,0,1,10,0,6,0,4,14,3,0,0,3,0,0,2,1,0,1,4,4,5,1,2,0,1,0,0,1,24,2,0,0,2,6,0,6,1,1,2,0,1,1,13,0,0,5,5,0,3,19,16,3,8,1,4,0,3,3,7,0,0,1,0,1,0,0,0,4,2,2,0,2,0,0,2,0,14,12,7,0,5,2,0,1,1,0,15,14,12,0,2,1,1,0,5,0,0,0,0,0,5,5,0,0,12,1,0,1,0,11,2,4,1,1,0,3
E00016791,Total,143,8,4,0,0,1,0,0,0,1,2,4,0,0,0,4,38,5,1,0,2,1,1,3,1,1,1,10,10,20,1,6,9,1,1,1,1,28,4,1,1,2,4,3,1,0,0,6,6,0,0,14,0,0,9,3,0,2,13,11,3,0,2,4,2,2,2,8,0,0,0,0,0,0,0,0,3,2,1,0,5,0,0,5,0,14,9,6,1,2,5,1,1,1,2,13,10,8,0,2,3,2,1,3,0,0,0,0,0,3,2,0,1,18,2,0,2,0,16,1,6,2,1,1,5
E00016800,Total,106,7,0,0,0,0,0,0,0,0,0,7,0,1,0,6,16,2,1,0,1,0,0,4,0,1,3,2,2,8,0,6,0,2,0,0,0,16,3,0,0,3,1,0,1,0,0,5,2,2,1,7,0,0,3,3,0,1,13,8,3,1,0,4,0,5,5,14,2,2,0,0,0,0,0,0,6,3,3,0,6,0,0,5,1,12,8,2,0,6,4,0,3,1,0,11,9,7,2,0,2,2,0,3,1,0,1,0,0,2,2,0,0,14,2,0,2,0,12,2,3,2,0,1,4
E00016820,Total,109,13,5,0,0,1,0,1,0,0,3,8,0,1,0,7,18,5,0,0,5,0,0,2,1,0,1,8,8,3,1,0,1,0,0,0,1,10,3,1,0,2,4,0,4,0,0,2,1,0,1,1,0,0,0,1,0,0,15,9,4,2,1,2,0,6,6,7,0,0,1,0,0,0,1,0,2,2,0,0,4,0,0,4,0,14,11,4,0,7,3,0,1,1,1,12,11,8,1,2,1,1,0,8,2,0,2,0,0,6,5,0,1,12,0,0,0,0,12,0,4,2,2,1,3
E00016823,Total,113,5,3,0,0,1,0,0,0,1,1,2,0,1,1,0,21,3,1,1,1,0,0,5,1,1,3,6,6,7,1,2,0,2,0,0,2,19,3,1,0,2,3,2,1,0,0,7,6,0,1,6,0,0,1,4,0,1,8,8,0,5,0,2,1,0,0,9,1,1,2,0,0,0,2,0,2,2,0,0,4,0,1,3,0,22,17,5,2,10,5,1,2,2,0,8,5,5,0,0,3,2,1,5,0,0,0,0,0,5,4,0,1,16,1,0,1,0,15,0,8,4,0,3,0
E00016300,Total,190,14,8,0,1,2,1,0,0,0,4,6,0,2,1,3,42,10,1,3,5,0,1,8,5,0,3,9,9,15,2,8,3,1,0,0,1,45,8,1,2,5,4,0,4,0,0,19,12,5,2,14,0,0,4,8,0,2,25,19,3,4,4,5,3,6,6,18,0,0,2,1,0,0,1,0,3,0,1,2,13,1,0,11,1,9,4,1,0,3,5,3,1,0,1,7,7,5,0,2,0,0,0,2,0,0,0,0,0,2,0,2,0,28,0,0,0,0,28,0,5,0,1,1,21
E00016310,Total,143,14,9,1,2,4,1,0,0,0,1,5,0,2,0,3,32,7,1,1,5,0,0,8,2,1,5,5,5,12,3,5,1,0,0,0,3,27,1,0,0,1,5,2,3,1,1,12,10,1,1,8,0,0,2,5,0,1,17,14,6,2,2,4,0,3,3,14,1,1,4,0,0,0,4,0,6,5,1,0,3,2,0,0,1,17,11,9,0,2,6,3,1,2,0,11,9,8,0,1,2,2,0,3,1,0,0,0,1,2,2,0,0,8,1,0,1,0,7,1,2,0,0,0,4
E00016312,Total,199,31,18,1,1,9,1,2,0,0,4,13,0,4,0,9,53,9,0,0,9,0,0,6,2,1,3,20,20,18,1,5,0,2,0,0,10,51,10,0,0,10,1,1,0,3,3,22,13,8,1,15,0,0,3,10,0,2,20,13,3,4,2,4,0,7,7,7,1,1,3,0,0,0,3,0,2,2,0,0,1,0,0,1,0,13,11,7,1,3,2,1,1,0,0,7,7,7,0,0,0,0,0,4,1,1,0,0,0,3,3,0,0,13,2,0,1,1,11,1,4,2,1,0,3
E00016343,Total,210,25,13,2,1,8,1,0,0,0,1,12,0,4,0,8,70,12,1,0,10,1,0,10,4,0,6,17,17,31,8,11,3,4,0,1,4,34,2,0,0,2,5,2,3,4,4,7,5,2,0,16,0,1,3,9,0,3,17,15,3,3,3,3,3,2,2,19,2,2,3,0,0,2,0,1,6,4,2,0,8,0,1,4,3,19,13,7,0,6,6,3,3,0,0,8,5,5,0,0,3,2,1,6,1,1,0,0,0,5,5,0,0,12,0,0,0,0,12,1,1,5,0,0,5
E00016344,Total,277,39,22,0,4,10,0,0,0,2,6,17,0,3,3,11,79,9,3,2,3,0,1,19,6,2,11,16,16,35,3,12,3,3,1,0,13,42,5,0,0,5,2,1,1,1,1,18,15,3,0,16,0,0,6,6,0,4,32,24,7,8,3,2,4,8,8,17,1,1,3,0,0,2,1,0,4,3,1,0,9,3,0,5,1,15,11,6,1,4,4,3,0,0,1,18,17,16,1,0,1,1,0,14,1,0,1,0,0,13,9,3,1,21,2,0,1,1,19,2,7,3,0,0,7
E00016301,Total,223,45,23,1,2,11,0,1,0,3,5,22,0,8,1,13,56,9,0,2,6,1,0,5,2,0,3,19,19,23,6,6,3,2,0,2,4,51,7,0,1,6,1,0,1,1,1,17,9,7,1,25,0,2,12,8,0,3,18,15,3,5,2,4,1,3,3,12,0,0,2,0,0,1,1,0,4,3,1,0,6,0,0,6,0,16,11,7,0,4,5,1,0,3,1,10,10,9,0,1,0,0,0,4,0,0,0,0,0,4,1,2,1,11,0,0,0,0,11,0,3,4,1,1,2
E00016302,Total,147,18,10,0,1,4,0,3,0,1,1,8,0,4,1,3,42,10,4,2,4,0,0,5,2,0,3,18,18,9,2,3,1,1,0,0,2,31,3,2,1,0,0,0,0,3,3,9,9,0,0,16,0,0,4,7,0,5,12,6,2,1,1,2,0,6,6,14,2,2,3,0,0,0,3,0,2,1,1,0,7,0,0,5,2,6,5,2,0,3,1,0,0,1,0,10,7,6,1,0,3,2,1,7,2,0,1,0,1,5,4,1,0,7,0,0,0,0,7,0,2,1,0,2,2
E00016316,Total,175,15,10,2,2,2,1,0,0,2,1,5,0,1,0,4,78,16,2,4,9,0,1,4,2,1,1,28,28,30,5,13,1,5,0,1,5,24,2,1,1,0,4,1,3,1,1,9,7,2,0,8,0,1,0,6,0,1,14,10,4,2,1,1,2,4,4,7,0,0,2,0,0,0,2,0,4,1,3,0,1,0,0,1,0,7,6,3,0,3,1,1,0,0,0,6,6,5,0,1,0,0,0,10,3,0,0,0,3,7,4,1,2,14,1,0,1,0,13,1,2,1,0,1,8
E00016338,Total,228,24,19,0,4,7,2,1,0,1,4,5,0,3,0,2,73,10,3,1,3,0,3,8,3,1,4,20,20,35,5,11,6,4,0,1,8,44,1,0,0,1,5,1,4,0,0,15,12,3,0,23,0,1,8,4,0,10,28,18,8,4,1,5,0,10,10,12,0,0,4,0,2,0,2,0,4,4,0,0,4,0,0,4,0,16,12,6,0,6,4,1,2,0,1,15,8,7,0,1,7,6,1,4,1,0,0,0,1,3,2,0,1,12,1,0,1,0,11,2,1,3,0,2,3
E00016342,Total,158,23,12,0,3,6,0,0,0,0,3,11,0,3,0,8,51,8,1,0,7,0,0,6,2,2,2,16,16,21,1,7,1,5,2,1,4,31,3,1,0,2,3,1,2,3,3,12,10,1,1,10,0,0,4,3,0,3,18,12,1,3,4,2,2,6,6,10,1,1,6,0,4,0,2,0,1,0,1,0,2,0,0,2,0,7,5,1,0,4,2,1,0,1,0,8,6,4,1,1,2,1,1,2,1,1,0,0,0,1,1,0,0,8,0,0,0,0,8,1,1,1,0,0,5
E00016303,Total,215,30,21,0,3,8,2,1,0,4,3,9,0,3,1,5,67,12,1,0,8,2,1,10,3,0,7,12,12,33,9,11,3,2,0,1,7,46,3,0,0,3,2,1,1,0,0,18,16,2,0,23,0,1,7,13,0,2,33,22,9,2,2,7,2,11,11,7,1,1,3,0,1,0,2,0,1,1,0,0,2,0,1,1,0,11,8,3,0,5,3,2,1,0,0,6,6,5,1,0,0,0,0,6,1,0,0,0,1,5,4,1,0,9,0,0,0,0,9,1,2,3,0,0,3
E00016304,Total,215,25,17,0,0,11,3,0,0,2,1,8,0,3,1,4,80,9,2,1,6,0,0,10,6,0,4,14,14,47,1,23,2,1,0,4,16,45,6,4,1,1,5,2,3,1,1,11,8,3,0,22,0,0,3,14,0,5,20,14,2,5,2,4,1,6,6,12,0,0,6,2,0,3,1,0,4,3,1,0,2,0,0,1,1,10,9,6,0,3,1,1,0,0,0,9,8,8,0,0,1,1,0,3,0,0,0,0,0,3,3,0,0,11,0,0,0,0,11,2,2,3,1,0,3
E00016313,Total,143,18,12,0,3,3,1,1,0,1,3,6,0,2,1,3,52,8,2,1,5,0,0,4,0,1,3,9,9,31,6,9,1,0,1,0,14,28,1,0,1,0,1,0,1,0,0,17,15,2,0,9,0,1,4,2,0,2,10,7,1,3,1,1,1,3,3,10,1,1,2,0,0,0,2,0,2,2,0,0,5,1,1,3,0,8,6,4,0,2,2,0,2,0,0,5,4,4,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,11,0,0,0,0,11,1,1,2,2,0,5
E00016318,Total,161,14,9,0,2,3,2,1,0,0,1,5,0,1,0,4,57,9,2,0,3,2,2,5,0,1,4,17,17,26,5,9,3,2,0,0,7,44,4,1,1,2,1,0,1,1,1,15,13,2,0,23,0,0,7,14,0,2,13,10,2,2,2,3,1,3,3,10,2,2,2,0,0,0,2,0,6,5,1,0,0,0,0,0,0,10,7,5,0,2,3,0,2,1,0,4,3,1,1,1,1,1,0,3,1,0,0,0,1,2,2,0,0,6,1,0,1,0,5,1,0,2,1,0,1
E00016345,Total,154,23,10,0,3,4,1,0,0,0,2,13,0,3,0,10,53,6,0,0,5,0,1,7,4,2,1,7,7,33,4,18,4,2,0,1,4,31,3,2,0,1,0,0,0,0,0,14,13,1,0,14,0,0,4,7,0,3,22,19,4,6,3,4,2,3,3,6,0,0,4,0,0,0,4,0,2,1,1,0,0,0,0,0,0,3,1,1,0,0,2,1,0,0,1,5,5,4,1,0,0,0,0,3,0,0,0,0,0,3,3,0,0,8,0,0,0,0,8,0,1,2,0,1,4
E00016307,Total,154,12,9,1,0,1,2,0,0,1,4,3,0,1,0,2,30,3,0,0,3,0,0,7,1,1,5,8,8,12,0,4,1,3,1,1,2,26,5,1,0,4,3,0,3,1,1,9,8,0,1,8,0,0,1,3,0,4,16,13,2,4,3,4,0,3,3,12,1,1,0,0,0,0,0,0,4,2,1,1,7,0,1,5,1,17,11,3,1,7,6,4,0,1,1,20,19,16,2,1,1,1,0,6,2,0,0,0,2,4,3,0,1,15,0,0,0,0,15,1,4,0,0,0,10
